"Gene","waldStat","df","pvalue","FDR"
"igfbp1a",41.9054162415651,5,6.15578544804762e-08,3.30748688397802e-06
"zgc:162730",41.7130939175246,5,6.73269318074432e-08,3.52226159034729e-06
"LO018188.1",41.6412517585676,5,6.96175488368311e-08,3.5487099253236e-06
"sumo3b",41.4722290106851,5,7.53175568579678e-08,3.743282575841e-06
"cxcl12a",41.0442295801492,5,9.19171190272294e-08,4.45685933234469e-06
"nifk",40.6462522377053,5,1.10604152392391e-07,5.23526321323982e-06
"snu13b",40.5738930005854,5,1.14387606275912e-07,5.24834539480682e-06
"si:ch211-222l21.1",40.5408014904823,5,1.16160562058099e-07,5.24834539480682e-06
"ddx39ab",40.4341565845927,5,1.22062703056258e-07,5.39245897057425e-06
"rgs4",40.1789713061876,5,1.37426557911269e-07,5.93921732886092e-06
"fabp11a",39.993982819051,5,1.49754607603469e-07,6.33430127480207e-06
"adam8a",39.6616365950913,5,1.74734206992433e-07,7.16901584439457e-06
"mgat4b",39.6375138581338,5,1.76701094756204e-07,7.16901584439457e-06
"ptges3b",38.9275085104696,5,2.45597289394439e-07,9.7649482263229e-06
"notum1a",38.8644641010717,5,2.52877630169124e-07,9.79117967165194e-06
"ackr3b",38.8370732010602,5,2.56107315355081e-07,9.79117967165194e-06
"mpp2b",38.6596155126195,5,2.78049909430145e-07,1.04294947159835e-05
"ptprub",38.6146185096194,5,2.83905138176443e-07,1.04519150869402e-05
"si:ch211-147k10.5",38.5199279297668,5,2.96630828566791e-07,1.07218561307415e-05
"rapgef4",37.5484448530826,5,4.64923548548768e-07,1.65047859734813e-05
"eya1",37.5097011623376,5,4.73322259164632e-07,1.6508151775777e-05
"arhgap36",37.0089122234999,5,5.96489130644251e-07,2.04451791675995e-05
"add3a",36.4748631906828,5,7.6313496510938e-07,2.57137679769059e-05
"hist1h4l.16",36.2253625831339,5,8.56144631633526e-07,2.83583593208815e-05
"meis1a",36.1901466287499,5,8.70150864473729e-07,2.83583593208815e-05
"slit2",35.9381658768482,5,9.77248011957421e-07,3.12129134490845e-05
"abcc2",35.9118966063628,5,9.8914162338648e-07,3.12129134490845e-05
"tcima",35.7225488368708,5,1.07923879699712e-06,3.33370261394623e-05
"syne1b",35.7010062959265,5,1.08999330938886e-06,3.33370261394623e-05
"socs3a",35.3497501696819,5,1.2811757641451e-06,3.85905669563707e-05
"tmsb1",34.7528157683125,5,1.68558498703231e-06,5.00140739435855e-05
"atp11a",34.3160144622878,5,2.05979296352687e-06,6.0218653110168e-05
"prox1a",33.4560472323938,5,3.05474461703703e-06,8.80120622995597e-05
"atrnl1a",33.3783988360417,5,3.16526477750489e-06,8.9893519681139e-05
"iqsec1b",33.036722092529,5,3.70076987665779e-06,0.000103621556546418
"ppp1r9ala",32.0713029940717,5,5.75119064372132e-06,0.000158796763884972
"tuba8l4",31.8886488605805,5,6.2506441009802e-06,0.000170223020174639
"si:ch211-152c2.3",31.7584931528989,5,6.6326210608203e-06,0.000178184468498794
"cxcl14",31.681360540532,5,6.86984167330706e-06,0.000182096603287126
"tuba1b",31.6257649176553,5,7.04603557410977e-06,0.000184309456859608
"zfpm2b",31.4990572543899,5,7.46455488953579e-06,0.000192721235329833
"dnajb1b",31.2479925014107,5,8.36815573801442e-06,0.000213280687271444
"ranbp1",31.0426700864443,5,9.18727360921245e-06,0.000230057148540558
"snrpg",31.0258431220073,5,9.25783293925786e-06,0.000230057148540558
"hmgn2",30.9491259946244,5,9.58640861214999e-06,0.000235281238530298
"CABZ01021592.1",30.3723351344953,5,1.24572056617867e-05,0.000302011278727218
"nrp2b",30.2940079765527,5,1.29078519042203e-05,0.000309166380549276
"sh3gl3a",29.8864771689503,5,1.55271110333643e-05,0.000367474961122956
"ran",29.8166081342275,5,1.602641074816e-05,0.000374829465498143
"si:ch211-288g17.3",29.7663793096087,5,1.63951749314606e-05,0.000378995439113298
"celsr1b",29.7273340791846,5,1.66876414086081e-05,0.000381322196785206
"rbfox3a",29.6023487057809,5,1.76591109813939e-05,0.000398935370806945
"si:ch211-156b7.4",29.4057951493751,5,1.93016082744579e-05,0.000431141542130588
"itga4",29.3443638334162,5,1.98454135116322e-05,0.000438363134012497
"nkd1",29.2632000231015,5,2.05872789812434e-05,0.000449752863897932
"tomm20a",28.9643780489822,5,2.3563687661432e-05,0.00050918055511877
"eef2b",28.5199484159583,5,2.87972761229272e-05,0.000615580483143862
"sema4c",28.4870302819476,5,2.92279225834191e-05,0.000618139469104651
"h3f3b.1",28.3053142216331,5,3.17227455648439e-05,0.000663840191399049
"vav3b.1",28.1679937938816,5,3.37471617197771e-05,0.000698847473947051
"zgc:113363",27.4878354042324,5,4.58256712490002e-05,0.000939190045804251
"seta",27.4200596743504,5,4.72422397282957e-05,0.000958342577345426
"cnbpa",27.3006463401632,5,4.98444934174946e-05,0.00100091770620181
"sox11a",27.278026962856,5,5.03531873742302e-05,0.0010010213649997
"calcrla",27.137985546251,5,5.36191890827542e-05,0.00105539552372787
"bicd1a",26.9816317564781,5,5.7514194238828e-05,0.00112096292300775
"npl",26.9359454340947,5,5.87043570827728e-05,0.00113305108621895
"parp1",26.902022017817,5,5.96038492888251e-05,0.00113935050371331
"itga9",26.8633351550241,5,6.06463273808977e-05,0.001148237131745
"hmgb2b",26.6098281796215,5,6.79390431550519e-05,0.00127417752634192
"crip2",26.4995561340302,5,7.13764491215851e-05,0.00132613440050197
"rapgef5b",26.45345593169,5,7.28640618776755e-05,0.00134123847234092
"fosl2",26.3811823072298,5,7.52583265875018e-05,0.00137260140601792
"mical2a",26.1007788403507,5,8.53082239542502e-05,0.0015417522656459
"selenop",25.9712827704559,5,9.03876427709172e-05,0.00161883453899625
"tomm40l",25.6933008275992,5,0.000102325017609317,0.00181626906256538
"tcp1",25.6683297379887,5,0.000103470856360088,0.00182035453490138
"pa2g4b",25.6194428287275,5,0.000105751021666434,0.00184414939537605
"mrc1b",25.4720646259762,5,0.000112930383461385,0.00195222262888029
"mcm3",25.3189019239578,5,0.000120902965000558,0.00206284627055012
"marcksl1a",25.3095959540244,5,0.000121404936445857,0.00206284627055012
"hnrnpabb",25.2636558391772,5,0.000123913375151274,0.00208762533729435
"etv4",25.2008479511412,5,0.000127426040875678,0.00212876444757015
"tp53inp2",25.0623071886858,5,0.00013552650291393,0.0022452223982741
"ism2a",24.894131026449,5,0.000146047137053906,0.0023995182517617
"ntn1b",24.4877998695195,5,0.000174918676880131,0.00285031417735821
"hoxd9a",24.4361086369979,5,0.000178974749595717,0.00289269757883159
"smad6b",24.2765167607502,5,0.000192093673639482,0.00306446361450326
"arpp19b",24.2695786598977,5,0.000192685086425004,0.00306446361450326
"slbp",24.2257008132363,5,0.000196467219921947,0.00309224203131326
"CABZ01005379.1",24.2133771476808,5,0.000197542624736813,0.00309224203131326
"mmp15b",24.1141035408714,5,0.000206420581953859,0.00320596966347087
"supt16h",23.9466232690391,5,0.000222300992604563,0.00341758252050545
"itga10",16.81234355993,2,0.000223483766431443,0.00341758252050545
"SAMD5",23.893878340253,5,0.000227547993573163,0.00345300281478617
"tmem198b",23.8767920752417,5,0.000229273828748378,0.00345300281478617
"tmem59l",23.8069241399265,5,0.000236466658885659,0.00353455426965932
"mprip",23.7648174209203,5,0.000240908761865666,0.00357407924320107
"msna",23.734234535662,5,0.000244186760965159,0.00359587615406472
"hspb1",23.6905341672811,5,0.000248947390743659,0.00363902509410584
"hspe1",23.576963077155,5,0.000261752876763888,0.00377631079063115
"stmn1a",23.5736307709972,5,0.000262138274198742,0.00377631079063115
"krt91",23.514261715602,5,0.000269099357590785,0.00384870160352864
"nasp",23.3677193489233,5,0.000287073258482984,0.00407644027045837
"grin2bb",23.2307567870148,5,0.000304942308876344,0.0042994702840154
"fabp7a",23.0727942723528,5,0.000326918852026736,0.00457686392837431
"he1.1",16.020383481873,2,0.000332061043184062,0.00461634513181759
"fgf10b",22.9410028356561,5,0.000346445922931649,0.00478287843602859
"thrab",22.8938973735071,5,0.000353701232195913,0.00484936585934811
"hmgb1b",22.8455921182604,5,0.000361297163750662,0.00490317532959571
"pdgfd",22.8376665508856,5,0.000362558739160246,0.00490317532959571
"banf1",22.6436065219741,5,0.000394842843590593,0.00528206261465804
"lamc3",15.6687533842039,2,0.000395888998784732,0.00528206261465804
"dkc1",22.5946585133136,5,0.000403424350669535,0.0053467173942069
"podxl",22.5220041228508,5,0.000416502593415746,0.00548349109742055
"krt4",22.4822101583686,5,0.000423842247906703,0.00554341045288503
"sdk1a",22.447984138716,5,0.000430256967990261,0.00559052844682771
"ube2t",22.3893775644249,5,0.000441464423126647,0.00569890437127127
"ruvbl1",22.3055900552308,5,0.000457989367624756,0.00587170477686375
"col5a1",22.2918469291361,5,0.000460757517701582,0.00587170477686375
"h2ax",22.251916836395,5,0.000468894289082589,0.00593733660316042
"dnmt1",22.0752494563489,5,0.000506629609289488,0.00630373007081025
"chaf1a",22.075224673858,5,0.000506635107419551,0.00630373007081025
"pkdcca",22.07203853371,5,0.000507342460427385,0.00630373007081025
"CABZ01056843.1",21.971664611177,5,0.000530132211731482,0.00654598035355395
"lhfpl6",21.8884720687581,5,0.00054978400968031,0.00674673216817565
"mmel1",19.7671024354361,4,0.000555135332911294,0.00677060761857456
"zbtb46",21.7215227934878,5,0.000591413832609411,0.00716908962943603
"dll4",21.6579330425157,5,0.000608075016832244,0.00732638262704546
"hist1h4l.11",21.6285958984575,5,0.000615916865702393,0.00737616101817082
"elavl4",21.5756301853119,5,0.000630327994138979,0.00747592184307609
"glulb",21.570403298521,5,0.000631768043076852,0.00747592184307609
"hist1h4l.21",21.389610857736,5,0.000683624633209701,0.00804169095160287
"hells",21.3284899205701,5,0.000702087754753777,0.00817563752503677
"iqgap2",21.3247398456557,5,0.000703236426952358,0.00817563752503677
"nhp2",21.2576665320098,5,0.000724097065728624,0.0083692149224913
"hs3st3b1b",21.1599341037224,5,0.000755589081223862,0.00868272308365918
"klf6a",21.0574385000363,5,0.000790065901334236,0.00902672995317506
"hmgb2a",20.7949734979126,5,0.000885576695565549,0.0100427678063318
"hist1h4l.20",20.7858382877458,5,0.000889098155892554,0.0100427678063318
"rad51",20.7715924617558,5,0.000894617207217174,0.010048016994055
"pcdh7b",20.7123626334409,5,0.000917927767846716,0.010251912373479
"eya2",20.6594099421745,5,0.000939273645146121,0.0104317095338016
"magi2a",20.52319226989,5,0.000996456232443377,0.0109128961582438
"foxf2a",20.5225654390174,5,0.000996727133122044,0.0109128961582438
"baiap2a",20.5171560330419,5,0.00099906795814908,0.0109128961582438
"pbk",20.2374047631758,5,0.00112779278455089,0.0122516505775255
"zic2a",20.2219220357391,5,0.00113537514528983,0.0122669879828053
"nutf2l",20.1510210351115,5,0.00117074321410904,0.0125807432953987
"eva1ba",20.0780727574665,5,0.0012082636559575,0.0129141298281909
"agrn",20.05922583088,5,0.00121814818268295,0.012935173795809
"im:7151449",20.049564846661,5,0.0012232458116761,0.012935173795809
"prdx1",19.8189057067333,5,0.00135137990590517,0.0141520911520775
"cd81b",19.8084556533621,5,0.00135748748801612,0.0141520911520775
"nuf2",19.8047107698941,5,0.00135968280183441,0.0141520911520775
"gars1",19.6229022741242,5,0.00147056586015948,0.0152264840104013
"eno1a",19.5824474889222,5,0.00149642238447978,0.0154139259085275
"asf1ba",19.5272149925661,5,0.00153244677280351,0.0157036298161514
"ssb",19.5008253768892,5,0.00154995848314443,0.0158016280230314
"si:dkey-172h23.2",19.4839717780472,5,0.00156124499435417,0.0158354849427352
"elk3",19.4368043294064,5,0.0015932631202592,0.0160782085435294
"bcl3",19.4238734064917,5,0.00160215298081989,0.0160862632619694
"cyt1",19.3805452751549,5,0.00163229728453429,0.0162663937670711
"emilin1b",19.3746264978953,5,0.00163645812545987,0.0162663937670711
"orc4",19.3136917540015,5,0.00167990509851101,0.0165476007758816
"si:ch73-386h18.1",19.3116282574446,5,0.0016813960546922,0.0165476007758816
"lbr",19.2422387767344,5,0.00173229650490547,0.016964558875626
"cks1b",19.2094337308316,5,0.0017568845165824,0.0171210118576756
"pard3ba",19.1508460168572,5,0.00180165268858423,0.0174716368044168
"si:dkeyp-52c3.7.1",14.9450058989151,3,0.0018642534070088,0.0179909503550169
"nedd4a",14.9091069244604,3,0.00189599400483764,0.0182088699595035
"CABZ01086877.1",18.8735203586104,5,0.00202922777151171,0.0193947346623331
"pbx3b",16.8710473979716,4,0.00204769191403964,0.0194775671057933
"bcr",18.7879131879238,5,0.0021050128857828,0.0199274553187438
"col27a1b",12.2155506109242,2,0.0022254963591879,0.0209681837064717
"atad5a",18.5592576599737,5,0.00232131316467743,0.0216980745504053
"pttg1",18.5557518448524,5,0.00232479370182914,0.0216980745504053
"myh10",18.4789847285192,5,0.00240230334834168,0.0223107016804947
"kmt5ab",18.4687004797533,5,0.00241287769683418,0.0223107016804947
"sox7",18.4233718005225,5,0.00246003152517604,0.0226414012594906
"hsp70.1",18.3920303292907,5,0.00249316210647155,0.0228405818786426
"myo6b",18.2746387229434,5,0.00262118791772736,0.0239033100020275
"hsd3b7",18.2066409123517,5,0.00269827000351719,0.0244938847807862
"hsp70.2",18.1119964833056,5,0.00280926789833247,0.0253855662812952
"rbbp4",18.0981440308496,5,0.00282588481094037,0.0254201764893641
"scpp8",18.0151580876311,5,0.00292746716765491,0.0262153366184593
"fnbp1b",17.951545695367,5,0.00300774832505801,0.0268134693731629
"nkd2a",17.9066213008399,5,0.00306573968906754,0.0272084397404744
"meox2a",17.8162057760487,5,0.00318579290396837,0.0281482501915072
"coro2ba",17.7141384180791,5,0.00332685273712274,0.0292645276168142
"g3bp1",17.6932149169483,5,0.0033565157429406,0.0292678432569939
"magoh",17.6931036488635,5,0.00335667417635543,0.0292678432569939
"anp32b",17.6771723128582,5,0.00337943434829535,0.0293376222026688
"cxcr4a",17.5907778796028,5,0.00350551645865549,0.0302998553035092
"mibp",17.5695723755034,5,0.00353716014295535,0.0304410145636158
"CT033796.2",17.4843205764887,5,0.0036672207057602,0.0313788977822012
"cyp1a",17.4775759170772,5,0.0036777078386584,0.0313788977822012
"hmga1a",17.424725447443,5,0.00376090585247812,0.0319516274988313
"loxl3b",17.3791300816292,5,0.00383415983017776,0.0324353606059293
"nrp2a",17.2778587689289,5,0.0040018905216721,0.0337024440456982
"spon1b",17.2684420541551,5,0.00401784669961291,0.0337024440456982
"si:dkeyp-23e4.3",17.2453095190418,5,0.00405730823144268,0.0338904569920506
"AL954137.2",17.1374166351311,5,0.00424642273524745,0.03532170877687
"dhfr",17.0889242394935,5,0.00433420109014726,0.0357753675486009
"dnmt3bb.1",17.087419255375,5,0.00433695351067043,0.0357753675486009
"fxyd1",17.048153724174,5,0.00440937174630995,0.0362224422796041
"CABZ01075125.1",17.0163691771427,5,0.00446885678338971,0.0365600299809825
"exoc3l2a",16.9656339717063,5,0.00456543634846651,0.037064599532881
"si:ch73-335l21.4",16.9643949036269,5,0.00456782036496772,0.037064599532881
"s100a10b",16.9348004086698,5,0.00462512411834459,0.0373770192978417
"ralgapa2",16.9093036089156,5,0.00467505612807784,0.0376275772575657
"ttk",16.8794398949368,5,0.0047342098572597,0.0379500370815818
"si:ch211-107n13.1",16.8322268301483,5,0.00482922334062375,0.03855620884
"lyz",10.5973950819445,2,0.00499809948916474,0.039744887137838
"p3h2",16.7400531397676,5,0.00502011333687757,0.0397608976641937
"hk1",14.8160392483635,4,0.00509837378074818,0.0402205042703467
"abtb2b",16.6032931291638,5,0.00531698173311024,0.041754321855963
"dusp19b",16.595320100103,5,0.00533480772203954,0.041754321855963
"npm1a",16.495950379358,5,0.00556192907548214,0.0433612353021902
"cd82a",16.4051406299551,5,0.00577771608091704,0.0448675764408714
"tnfaip3",16.3944335714731,5,0.00580369063584385,0.044893918225905
"mis12",16.3425415100313,5,0.00593119895119243,0.0457024167246921
"vash2",16.2926542641225,5,0.00605635405520621,0.0462423173453652
"LO017938.1",16.2901891361169,5,0.00606260476749199,0.0462423173453652
"rrm1",16.2868629846579,5,0.00607104870580499,0.0462423173453652
"bahcc1b",16.2396080172962,5,0.00619225815469704,0.046985531341747
"zeb2b",16.1742589345545,5,0.00636377274903499,0.0480122151798441
"pold1",16.1697156564433,5,0.00637586760939579,0.0480122151798441
"grb10b",10.0842544591306,2,0.00645999180628543,0.0484621272109261
"adma",16.1048985675209,5,0.00655087861972992,0.0487953962078174
"nsd2",16.1039382429651,5,0.00655350643233765,0.0487953962078174
"ppm1g",16.0724793995,5,0.0066401598721908,0.0492561112907288
"nr2f2",16.0329264403129,5,0.00675069349652757,0.0498898835356759
"bub1ba",15.9873883110863,5,0.0068801732523418,0.0506584608357611
"mgat4c",15.9732267124543,5,0.00692093001520067,0.0507705124362322
"prkd3",15.943233112603,5,0.00700802867499128,0.0512204448745687
"ssrp1a",15.8977863404428,5,0.00714203906712929,0.0520086947452492
"CHST8",15.7771731250768,5,0.00750990489944348,0.0543581259139064
"fam110b",15.7741499259084,5,0.0075193584639458,0.0543581259139064
"ptmaa",15.7425737084615,5,0.00761879215798278,0.0548773869930064
"st6gal2a",15.6698823945955,5,0.00785258443150716,0.0563571763531994
"cthrc1a",15.6207063907415,5,0.00801468779341563,0.0573136666665837
"bmpr1ab",15.5804491731331,5,0.00814980970189727,0.0580710454744508
"igfbp7",15.5634601818764,5,0.00820749497124418,0.0582732142958337
"ube2c",15.5381793676214,5,0.00829407027104256,0.0586783334478029
"glula",15.5073294404453,5,0.00840092051984742,0.0592235106150946
"ENSDARG00000115101",15.4430294952552,5,0.00862794470049721,0.0606090249632101
"rasip1",15.4192586168585,5,0.00871337313893228,0.060993611972526
"mmp17a",15.3344794627358,5,0.00902479946156909,0.0629519344898223
"kpnb3",15.2835457763141,5,0.00921706972770897,0.0640683028625365
"gar1",15.2451514928526,5,0.00936462873859756,0.0646694420439411
"nop10",15.2441234022144,5,0.00936861132226108,0.0646694420439411
"pxdn",15.2273565418117,5,0.00943379483729156,0.0647697151959103
"h2ax1",15.2236411344071,5,0.00944829849437323,0.0647697151959103
"jarid2b",15.1965653450791,5,0.0095546486863699,0.0652736824347195
"rrm2.1",15.1494595618891,5,0.00974245023524345,0.0663287365330958
"wdhd1",15.0672532068393,5,0.0100788076166928,0.0683845376859564
"sat1a.1",15.0546552403659,5,0.0101313395976091,0.0685071534695476
"her6",14.9884291302532,5,0.0104118930259669,0.0701655706292278
"zgc:110540",14.9429987945069,5,0.0106086921408833,0.0712502701894462
"tm4sf18",14.9295037352445,5,0.0106678429616514,0.0713939434705241
"col1a2",14.9217645696306,5,0.0107019090312959,0.0713939434705241
"CABZ01076275.1",14.9055992168397,5,0.0107734059224709,0.0716305383741543
"afap1l1a",14.8346226085756,5,0.0110928432846761,0.0735085748331201
"kpna2",14.820720122869,5,0.0111564793475044,0.0736162682091883
"apoeb",14.8149150854157,5,0.0111831554321805,0.0736162682091883
"mcm5",14.7248022296703,5,0.0116052680492814,0.076142814791985
"prmt1",14.6774014702528,5,0.0118334605626307,0.0773846039424664
"adamts2",12.875781343462,4,0.0118989707411316,0.0775578814208837
"CABZ01030107.1",14.6162479650119,5,0.012134288413415,0.0788332201498989
"BX537310.2",14.5550218873058,5,0.0124428864068024,0.0805747823346029
"med6",14.5392891502418,5,0.0125234031513957,0.0808328748862811
"ngfb",14.4951177089485,5,0.0127521680873308,0.0819749630829275
"pgam1a",14.4892583220067,5,0.0127828161749032,0.0819749630829275
"sparc",14.4519617310623,5,0.0129795771380387,0.0827267361939856
"fn1a",14.4512668938731,5,0.0129832704690762,0.0827267361939856
"sema3fa",14.4266517114734,5,0.0131147678716751,0.0832976310827159
"pxk",14.3642783542605,5,0.0134537692662574,0.0851786410870055
"osbpl3b",14.339890366381,5,0.0135886106912813,0.0856046710796933
"spock3",14.3365499922638,5,0.0136071811172953,0.0856046710796933
"rnd3a",14.2537566551097,5,0.0140753825864534,0.0882708535705655
"si:ch211-113a14.19.2",14.2313253511134,5,0.0142048908313647,0.0888029024300408
"ftsj3",14.17134263081,5,0.0145568869129099,0.0907181541782598
"etf1b",14.1431272357303,5,0.0147253637610827,0.0912403278145845
"BX005003.1",14.1419444259316,5,0.0147324674187533,0.0912403278145845
"eepd1",12.3663819638566,4,0.0148248971586559,0.0915276259360493
"scube3",14.1050207063959,5,0.014955894246968,0.0916472853470165
"cxcl18b",12.342865501224,4,0.0149756865411005,0.0916472853470165
"spi2",8.40173425960695,2,0.0149825793449599,0.0916472853470165
"ebf3a.1",14.0731310470072,5,0.0151514908060513,0.0923962077375151
"si:ch211-66k16.27",14.0538304353492,5,0.0152710695723506,0.0928406309169204
"kcnc4",13.9967922136728,5,0.015629805225604,0.0947318682576241
"dhrs11a",8.22096566152642,2,0.0163998542602235,0.099017562336916
"kntc1",13.8730099358305,5,0.0164365168869126,0.099017562336916
"nop2",13.8361487146038,5,0.0166844122776848,0.100207285824886
"fen1",13.8048598626064,5,0.0168976590546953,0.101182368074501
"fabp3",13.7784063249751,5,0.0170799994431862,0.101967083762925
"mcm2",13.7532546802558,5,0.0172551245343298,0.102704154413915
"BX942846.1",13.7413211784614,5,0.0173388190471951,0.102894245569624
"cyp1c1",13.7292438990031,5,0.0174239203087099,0.1030915284932
"si:ch211-119e14.1",13.7212771974773,5,0.01748027706137,0.10311807358458
"mvp",13.6999652769388,5,0.0176319034231587,0.103704804749229
"mapk10",13.688497737141,5,0.0177140144192273,0.103880414942253
"myca",13.6744761366518,5,0.0178149140839764,0.104051054116777
"zgc:163030",13.668368472768,5,0.0178590378885275,0.104051054116777
"mb",8.04589449096019,2,0.01790013104021,0.104051054116777
"pold2",13.651731575733,5,0.0179797631411392,0.104069398615473
"arhgef39",13.6478579765423,5,0.0180079844686734,0.104069398615473
"col5a2a",13.6331750616166,5,0.0181153456674458,0.104386397643137
"snx22",13.62585717118,5,0.0181690839385109,0.104393464941502
"nop58",13.5713533507314,5,0.0185741869031743,0.106185089449502
"atad2",13.5695508035738,5,0.018587731955949,0.106185089449502
"hist1h4l.10",13.5440690258444,5,0.0187802327877912,0.106977371868564
"nptna",13.5261393508578,5,0.0189168306604862,0.107447598151562
"CR376783.1",7.92576969085122,2,0.0190081994021184,0.107658975531087
"pole",13.5048064974746,5,0.0190806020949074,0.107762036831465
"NAV1",7.90999975660477,2,0.0191586708812079,0.107896424112865
"creb5b",13.4764477854552,5,0.019300425099702,0.108387698017535
"myo10l3",7.85123613680914,2,0.0197299386505096,0.11021996543698
"flt1",13.4141293891679,5,0.0197920829430852,0.11021996543698
"sdk1b",13.4140117984087,5,0.0197930219622746,0.11021996543698
"ap1s3b",13.3914053326988,5,0.0199743439502085,0.110918982606186
"dnase1l4.1",13.3783846796193,5,0.020079504160797,0.111192351731656
"jdp2b",13.3498066201086,5,0.0203121827972829,0.112168387224995
"pik3r5",13.3330060408356,5,0.0204501788403337,0.11257046516983
"relb",13.3271798924679,5,0.0204982436576854,0.11257046516983
"fhod3b",7.71357119293329,2,0.0211358295332574,0.115752146314369
"cdh4",13.2156862443937,5,0.0214392495939884,0.11709128624409
"ccn1",13.1950029281072,5,0.0216183227708814,0.117745823749348
"dek",13.1862839553009,5,0.0216942401959429,0.117836474069766
"pcdh9",13.1484312582323,5,0.0220268092626017,0.119032229553549
"zbtb16b",13.1476036387735,5,0.0220341350481418,0.119032229553549
"setb",13.0737102853063,5,0.0226977279174023,0.122284778048227
"col1a1a",7.54769603435535,2,0.0229635290016869,0.123226665912839
"abcf1",13.0411130235993,5,0.0229965256809171,0.123226665912839
"si:ch73-86n18.1",12.9978821925453,5,0.0233986223342854,0.125044250539138
"si:ch73-281n10.2",12.9595895478164,5,0.0237604150050633,0.126637278900981
"strbp",12.9282468726082,5,0.0240605314896501,0.127893948132151
"si:ch211-69g19.2",12.8950976664423,5,0.0243819008186427,0.129256583539898
"sh3bp4a",12.851261808314,5,0.0248131977912529,0.131193184066518
"hdac9b",12.8227519138612,5,0.0250976186766159,0.132096896544131
"CR848683.2",12.8129541262048,5,0.0251960829285303,0.132096896544131
"nupr1b",12.8115578874721,5,0.0252101447269218,0.132096896544131
"emid1",12.8067275565127,5,0.0252588499855028,0.132096896544131
"si:ch211-226l4.6",12.7983945787352,5,0.0253430851985424,0.132096896544131
"zgc:171759",9.31502731190958,3,0.0253828040643149,0.132096896544131
"agap1",12.7620158932143,5,0.0257139875069694,0.133019035042202
"adam12",12.7564030826187,5,0.0257716744853467,0.133019035042202
"gdpd5b",12.7517488001139,5,0.025819603963619,0.133019035042202
"vwa1",12.7509692945349,5,0.0258276396007495,0.133019035042202
"abce1",12.7353352938618,5,0.0259893114818075,0.133505817121016
"ccnb1",12.7237080523656,5,0.0261101772887344,0.133781011469083
"dbf4b",12.7006629762393,5,0.0263513246941696,0.134649593797513
"ppp2r5b",9.21819811904021,3,0.0265261832088015,0.134649593797513
"sox5",12.6840023033574,5,0.0265269912912276,0.134649593797513
"si:dkey-6i22.5",12.6817689699587,5,0.0265506241290872,0.134649593797513
"hapln1b",12.6732239879806,5,0.0266412322257656,0.134707542831695
"mcm6",12.6679248265054,5,0.0266975713660401,0.134707542831695
"ripor1",12.6448622772459,5,0.0269440966392469,0.13532490042753
"fam169aa",12.6413017086636,5,0.0269823506748265,0.13532490042753
"klhl5",12.6374178301101,5,0.0270241375602261,0.13532490042753
