"Gene","waldStat","df","pvalue","FDR","meanLogFC"
"birc5a",151.486420406188,8,0,0,1.76032974926432
"tshz3b",151.45487555678,8,0,0,1.30729554269551
"hist2h3c",151.033701179145,8,0,0,0.962840522278345
"ablim3",150.904204461897,8,0,0,1.15416010095226
"spdl1",150.627113574373,8,0,0,1.27028059591764
"cdca8",150.001591777678,8,0,0,1.38141391877174
"CKS2",149.803261570015,8,0,0,0.687881222664199
"adgrb1a",149.309858602892,8,0,0,0.983363385306065
"noc2l",148.996815669517,8,0,0,0.683704437461294
"notum1a",148.616694884817,8,0,0,4.24577012307141
"aff2",148.451072984819,8,0,0,0.600386970059519
"fnbp1b",148.129530515455,8,0,0,1.22543780969706
"kif15",147.514163526526,8,0,0,0.675594428262356
"hmgn2",147.497216908245,8,0,0,0.236331229721958
"smurf2",147.351590760812,8,0,0,0.366568699443379
"mpp2b",147.308686975997,8,0,0,2.44650122991104
"ptprub",147.230397552715,8,0,0,0.964409643518276
"cdca7a",147.149691132443,8,0,0,0.603539730757713
"chtf18",147.096986767071,8,0,0,0.874587297297157
"uacab",146.755049671754,8,0,0,1.33855998574882
"dip2ca",146.180645902199,8,0,0,0.48286196108881
"haus4",145.585204614524,8,0,0,0.951962921913649
"ccnd1",144.822693478108,8,0,0,0.355520788289422
"thrab",144.755108528409,8,0,0,0.478601646519651
"FRMD1",144.66018490966,8,0,0,3.38825677227082
"mtss1la",144.20955892759,8,0,0,0.898704512199508
"pdlim2",143.954731765968,8,0,0,1.70371266833104
"racgap1",143.941861022522,8,0,0,1.66715598424759
"numa1",143.894170494762,8,0,0,1.21609814422896
"FP236630.1",143.679723439145,8,0,0,1.28028844349176
"etv1",143.641884626881,8,0,0,1.14967676353108
"kif4",143.5585414787,8,0,0,1.38750834996354
"efemp2b",142.918010495468,8,0,0,1.24040083848671
"calcrla",142.846738611889,8,0,0,0.483601405819997
"abcc2",142.284237476286,8,0,0,1.5302351950214
"zgc:86764",141.7014201506,8,0,0,1.04881282953748
"vipr2",141.062321827153,8,0,0,1.73879041573464
"rrs1",139.909600867606,8,0,0,0.601047250894744
"ZNF423",139.248939727079,8,0,0,0.351076540878848
"tyms",138.975366342605,8,0,0,0.608516339142261
"si:dkey-102m7.3",138.802008565018,8,0,0,0.520633647696467
"rgs5b",138.675557008737,8,0,0,2.27781137971267
"phgdh",138.08276372092,8,0,0,0.765747396527392
"cdc14b",137.857174598347,8,0,0,0.921681488381512
"si:dkey-6i22.5",137.056473462281,8,0,0,0.714504833072744
"nsd2",136.782083971895,8,0,0,0.658022745086214
"ntn1b",136.48114020089,8,0,0,1.95746144212258
"si:ch1073-268j14.1",136.328532797178,8,0,0,2.48566935513454
"gpatch4",135.823532310059,8,0,0,0.56630862706582
"pole",135.325449076081,8,0,0,0.770335357387326
"rad51",135.026246661504,8,0,0,0.56821809421337
"zbtb16b",134.711386593015,8,0,0,1.78342469590969
"eva1ba",134.498450577791,8,0,0,0.995216931928265
"aurka",134.248665430546,8,0,0,1.5035939315313
"tmeff2a",134.108522682826,8,0,0,1.9942118630686
"ccne2",134.069142887658,8,0,0,0.940531294418967
"prkcbb",133.964167425489,8,0,0,2.60718927006122
"si:ch211-117c9.5",133.645614277049,8,0,0,2.29968295410303
"igfbp3",133.572418596944,8,0,0,1.8507536456026
"slc4a7",133.508565871282,8,0,0,0.405991808511754
"kntc1",133.243178238441,8,0,0,1.27205217544332
"ercc6l",133.087717534662,8,0,0,1.11254770514797
"aif1l",132.971238408359,8,0,0,0.751571031423213
"ATP8A1",132.697099640931,8,0,0,1.13409581620934
"mtf2",131.871636991283,8,0,0,0.772679239619456
"kif2c",131.797235492443,8,0,0,1.51140119627932
"ablim2",131.669532825276,8,0,0,1.90885587046385
"anln",130.991850505917,8,0,0,1.28999126912345
"chaf1b",130.879139873007,8,0,0,0.783066124414109
"ube2t",129.818869464406,8,0,0,1.07738227980108
"gar1",129.723632786389,8,0,0,0.514594415166934
"foxo3b",129.154459731795,8,0,0,0.871392387890386
"pkdcca",128.743199159434,8,0,0,0.738953264645761
"tpra",128.61087297303,8,0,0,0.455741175138461
"ckap2l",128.46043671642,8,0,0,1.89288698370261
"larp4ab",128.443360380466,8,0,0,0.561701998948173
"ppp1r14ab",128.316713357634,8,0,0,1.63036061214083
"dock9b",128.018776988655,8,0,0,1.78858881091905
"si:ch1073-153i20.4",127.964418017314,8,0,0,0.868822353745045
"sema3d",127.962486037014,8,0,0,2.00736785798473
"hdac9b",127.10347347559,8,0,0,1.75324278131703
"si:ch211-244o22.2",126.296418092292,8,0,0,0.880307885420456
"ccnb3",126.158005663764,8,0,0,2.32697518683884
"cryba1l1",125.896355073243,8,0,0,2.42018136647434
"odc1",125.883137075407,8,0,0,0.379491280492974
"rgs4",125.867476198502,8,0,0,2.3661507107001
"prc1a",125.776627092517,8,0,0,1.5989214679124
"CABZ01044099.1",125.748119790521,8,0,0,0.236683110515137
"plekha1b",125.729952940158,8,0,0,0.973996515363256
"vav3b.1",125.554062085424,8,0,0,2.32483174590816
"ackr3b",125.460976855085,8,0,0,1.25687840874705
"dnmt3bb.1",125.430748471726,8,0,0,0.5367789450663
"robo3",125.136614728473,8,0,0,1.14426674403741
"tacc3",124.825484825821,8,0,0,1.76213711827234
"loxl3b",124.559287184203,8,0,0,0.524407912936811
"CABZ01061591.1",124.402769777557,8,0,0,1.06519180520498
"prc1b",124.201993062707,8,0,0,2.07830234374457
"si:dkey-25o16.4",123.780215304188,8,0,0,1.87945161016845
"bub1bb",123.319566588869,8,0,0,1.95161537131029
"tspan18a",122.933135075833,8,0,0,1.8154892602809
"si:ch211-266i6.3",122.609420430453,8,0,0,1.71821216840795
"fkbp1ab",122.396935953353,8,0,0,0.612587307854571
"pcdh1b",122.378757779256,8,0,0,0.510679354490356
"tomm40l",122.104356232822,8,0,0,0.60890663150135
"CABZ01076275.1",121.941948231675,8,0,0,1.40732931092069
"hist1h2a11.2",121.789976989382,8,0,0,1.14449512818197
"CU467961.1",121.399195671778,8,0,0,0.228839005395244
"ppan",121.200365230175,8,0,0,0.642877054004731
"zgc:173552",121.151019945295,8,0,0,0.969173459346705
"si:ch73-36p18.1",121.150437673489,8,0,0,0.917585601032328
"kremen1",121.1182819169,8,0,0,2.9411405927461
"ckap5",120.787427541954,8,0,0,0.650877580670612
"bcl3",120.754447304814,8,0,0,1.60067795795513
"baiap2a",120.347398456944,8,0,0,0.367273517626702
"kmt5ab",120.180727905249,8,0,0,2.14611190849224
"knl1",119.884015416841,8,0,0,1.73633476332631
"CU457819.1",119.743133116887,8,0,0,1.03790709731599
"si:dkey-163f12.11",119.207845711983,8,0,0,4.92198127273354
"bop1",118.983004773097,8,0,0,0.631199794284669
"agtr1b",118.642044655235,8,0,0,2.06605323527686
"si:dkey-23a13.17",118.63277754842,8,0,0,0.880215856053296
"npr1b",117.905556225391,8,0,0,1.45572870802473
"g2e3",117.566736365167,8,0,0,1.51751931455802
"cntln",117.505692454689,8,0,0,0.938141340868746
"ndc80",117.477082157998,8,0,0,1.07230430859087
"ppp1r14aa",117.345762733969,8,0,0,2.14180860676253
"bub1ba",117.27945534743,8,0,0,1.79344825220966
"iqsec1b",117.054506352293,8,0,0,0.427248841502166
"zgc:173587",116.959222564841,8,0,0,1.05540180552842
"rad18",116.890483670495,8,0,0,0.58943250947191
"ppp1r9ala",116.798530082756,8,0,0,0.448346658508729
"atp11c",116.720494849881,8,0,0,1.0783364354976
"cdc6",116.688534792818,8,0,0,0.662247086005245
"sat1a.1",116.61911447031,8,0,0,1.88666199899756
"rbpms2b",116.368121848925,8,0,0,1.34115633499904
"myh9a",116.027110296132,8,0,0,0.926379920267024
"sox5",115.388410911292,8,0,0,2.0368932632172
"pes",115.018241251824,8,0,0,0.524181551592699
"pcnx1",114.96738492791,8,0,0,1.10573838124452
"wdhd1",114.928906971626,8,0,0,0.663230835290473
"dnase1l4.1",114.872331125198,8,0,0,2.76981550235786
"zgc:113983",114.796669298103,8,0,0,1.0884186199819
"si:ch211-285f17.1",114.208544980537,8,0,0,0.517555057858337
"pik3r6a",114.189242732177,8,0,0,2.81960994459429
"mxd3",114.162732909656,8,0,0,0.389243442964705
"frem2a",114.125984864926,8,0,0,1.20599366863286
"arhgap11a",114.112225985815,8,0,0,1.57596279895089
"cep112",114.075814625809,8,0,0,1.2127343359176
"tnika",113.967560088586,8,0,0,0.734246655465926
"si:ch211-113a14.11",113.465094520393,8,0,0,1.11927663886354
"vash2",113.4500863309,8,0,0,0.32120446330402
"egr1",113.43754443256,8,0,0,0.794004326176542
"ube2s",112.735117799547,8,0,0,1.14037174846467
"tuba1a",112.656846708637,8,0,0,0.833649893898203
"hist1h2a3.1",112.6247730739,8,0,0,1.36589510990026
"hist1h4l.14",112.438249999435,8,0,0,0.928191101580408
"march8",112.265611677848,8,0,0,0.399015311032
"pum3",111.940110876672,8,0,0,0.581976993359474
"kif14",111.85629927665,8,0,0,2.1248323520934
"her9",111.778179582846,8,0,0,1.81893584844216
"armc1l",111.654388085385,8,0,0,1.05795110918355
"si:dkey-185e18.7",111.132123827473,8,0,0,0.75003427792475
"fosb",111.005293512672,8,0,0,0.59942111016883
"kirrel3a",110.985795997605,8,0,0,1.18663152868451
"pdcd11",110.853949278365,8,0,0,0.684231813009142
"ptprua",110.507858598556,8,0,0,1.09066202637761
"cks2",110.10645488726,8,0,0,1.46294228643683
"tmem204",110.088286592669,8,0,0,1.07891951371413
"unga",109.861758146437,8,0,0,0.657835726578419
"si:dkey-239h2.3",108.99966184141,8,0,0,0.542102849556765
"slc38a2",108.932022280636,8,0,0,0.374140304717376
"sptbn2",108.863632784937,8,0,0,0.930320046710928
"CABZ01026153.1",108.591950553481,8,0,0,1.69603229099665
"kif23",108.383717594539,8,0,0,1.47559670723166
"ect2",108.105374390962,8,0,0,1.53133043387565
"arid3c",108.000812392963,8,0,0,0.332639196302317
"ccdc3b",107.632885890955,8,0,0,1.57310177106178
"e2f7",107.600846671584,8,0,0,0.960380730238382
"zcchc7",107.486826919145,8,0,0,0.480730742878611
"shc1",107.04350207065,8,0,0,0.442383254045418
"fat3a",106.940211566827,8,0,0,1.20727172906155
"enox2",106.923264311109,8,0,0,0.618104150906487
"rgs12a",106.63362260331,8,0,0,1.94436113395671
"mybl2b",106.553226069449,8,0,0,1.09599170447112
"rbpms2a",106.526028215413,8,0,0,0.715119136108323
"si:dkey-172h23.2",106.390734748183,8,0,0,0.772262291116806
"si:ch211-126c2.4",106.317624853679,8,0,0,1.52704969092774
"efnb2a",105.954645492261,8,0,0,0.678944023666847
"ssbp2",105.519748866044,8,0,0,1.95764309272406
"ngfb",105.500082112997,8,0,0,2.20011723285401
"pola2",105.328479667207,8,0,0,0.567731282331468
"cfd",105.262252656529,8,0,0,1.19017778456834
"pgfb",105.066122945982,8,0,0,1.40256794416872
"si:dkey-79d12.6",104.979052744369,8,0,0,1.3192619073133
"prr11",104.975525870945,8,0,0,2.03795866428427
"sox7",104.920256915478,8,0,0,0.501285488404845
"kcnq5a",104.819044944072,8,0,0,0.661536824605002
"spc24",104.537259106573,8,0,0,0.832893011600392
"epha4a",104.507099602904,8,0,0,1.78142625737097
"kif20ba",104.379240888268,8,0,0,1.74869576675618
"dnajc21",104.318886385747,8,0,0,0.513906774736668
"hist1h2a1",103.816856806043,8,0,0,0.980476204773666
"hist1h2a11.4",103.816467810768,8,0,0,0.964696875727779
"si:dkey-88l16.3",103.807872912665,8,0,0,1.86375547734506
"afap1l1a",103.755866471159,8,0,0,0.796633294723914
"usp36",103.686127900133,8,0,0,0.593730452849174
"CR762436.2",103.105582297039,8,0,0,1.48329168250583
"hist1h2a3.4",102.77926205264,8,0,0,1.09456213189097
"pdgfra",102.71230027361,8,0,0,1.76439154467471
"mcm10",102.697519899726,8,0,0,0.938515930947778
"tmem198b",102.569192558355,8,0,0,0.539608617615002
"loxl2a",102.315564269724,8,0,0,0.979527896486987
"twistnb",102.312154453699,8,0,0,0.533157464114409
"kif18a",101.853984731175,8,0,0,1.85429786464979
"nol4lb",101.839223823678,8,0,0,0.613468703038833
"sema6bb",101.212084490451,8,0,0,1.20551569789156
"myca",101.071460025323,8,0,0,2.01779247286492
"dchs1b",100.842461362093,8,0,0,0.380080537459949
"rnd3a",100.650649641884,8,0,0,0.792617893724353
"kalrnb",100.465925600355,8,0,0,0.864351149181828
"fbln2",100.431267555354,8,0,0,0.685479203195748
"bard1",100.173450125723,8,0,0,1.4820331303434
"slc7a3a",100.092683644766,8,0,0,0.780681218279519
"pcdh15b",99.8406301537576,8,0,0,3.35087202639465
"abi3bpb",99.5717988323428,8,0,0,3.38780760947645
"spc25",99.5239223144535,8,0,0,0.638662489419951
"gulp1a",99.1294302390841,8,0,0,1.72250866981982
"CABZ01021592.1",99.0360976445466,8,0,0,0.381719046524205
"apln",98.8512418640968,8,0,0,0.850292993634022
"cxcl14",98.8473333771716,8,0,0,4.14122152495372
"emp3b",98.3639141080488,8,0,0,2.34273440884619
"cenpt",98.2160816785054,8,0,0,1.45794080254462
"ankrd13b",97.9725913261323,8,0,0,1.20916922472079
"CU302436.1",97.4968105285477,8,0,0,1.01947529337026
"cxadr",97.2479113041212,8,0,0,0.996756411119092
"si:ch211-156j22.4",97.1680129707374,8,0,0,1.58971793396399
"utp3",97.0655459459158,8,0,0,0.488440757447721
"si:dkeyp-26a9.2",97.0459206444415,8,0,0,1.72577931129412
"p4ha1b",97.0189063587674,8,0,0,0.880341262018424
"si:ch1073-153i20.5",96.8751524364604,8,0,0,1.15797968869704
"nr4a1",96.8509641209572,8,0,0,1.3977516476722
"plekhg4",96.8157321625314,8,0,0,1.81614569012652
"CABZ01068358.1",96.7416246297761,8,0,0,1.83483496178271
"lrp8",96.6122137074653,8,0,0,1.42068308336028
"baz1a.1",96.0399434026116,8,0,0,0.509151086271089
"fhl1b",96.0343600435373,8,0,0,0.794913154607076
"zfhx4",95.8538588175418,8,0,0,1.10530953537074
"dcbld1",95.5627867698347,8,0,0,0.626408194303934
"hist1h2a11.1",95.3700058236304,8,0,0,1.2188325347835
"zgc:194627",95.0508385140898,8,0,0,1.92110562602176
"chsy1",94.4912065249037,8,1.11022302462516e-16,2.42098371600198e-16,0.903041763259151
"p3h2",94.4774521017036,8,1.11022302462516e-16,2.42098371600198e-16,1.17963983747111
"dck",94.3557724950982,8,1.11022302462516e-16,2.42098371600198e-16,0.761145519180804
"hist1h2a5",93.9347852052624,8,1.11022302462516e-16,2.42098371600198e-16,1.14758784981887
"gpc1b",93.7006948262972,8,1.11022302462516e-16,2.42098371600198e-16,1.3050964723664
"s100a10b",93.518002630221,8,1.11022302462516e-16,2.42098371600198e-16,1.45633319978967
"CU459186.5",93.3855428913243,8,1.11022302462516e-16,2.42098371600198e-16,1.03793563773155
"nfixa",93.3230516386508,8,1.11022302462516e-16,2.42098371600198e-16,1.80972119206584
"dusp19b",93.2635273477682,8,1.11022302462516e-16,2.42098371600198e-16,0.853438065135464
"si:dkey-230p4.1",93.2303065610902,8,1.11022302462516e-16,2.42098371600198e-16,0.389779358577628
"poc1b",93.2007399229789,8,1.11022302462516e-16,2.42098371600198e-16,0.774951784029162
"taok3a",93.0888010992096,8,1.11022302462516e-16,2.42098371600198e-16,0.837399624240273
"depdc1a",93.0418777335782,8,1.11022302462516e-16,2.42098371600198e-16,2.07623338281765
"cxcl18b",92.8922481385447,8,1.11022302462516e-16,2.42098371600198e-16,1.99290310168766
"espl1",92.3572328314313,8,1.11022302462516e-16,2.42098371600198e-16,1.20903267887088
"ephb1",92.2932180043569,8,1.11022302462516e-16,2.42098371600198e-16,1.77795473882952
"znfl2a",92.2683178578573,8,1.11022302462516e-16,2.42098371600198e-16,2.27463083917333
"ptprfb",92.2515469691047,8,1.11022302462516e-16,2.42098371600198e-16,0.614313019372762
"dnmt3ba",92.1134268159017,8,2.22044604925031e-16,4.79800663819847e-16,0.534205260582753
"si:ch73-368j24.11",91.9205802205486,8,2.22044604925031e-16,4.79800663819847e-16,2.30336255056178
"tspan2a",91.8361564044635,8,2.22044604925031e-16,4.79800663819847e-16,0.733509333085644
"im:7151449",91.5636693104259,8,2.22044604925031e-16,4.79800663819847e-16,0.686955825693411
"cenpp",91.4278848067661,8,2.22044604925031e-16,4.79800663819847e-16,0.943013569286113
"iqgap3",91.1564188236026,8,2.22044604925031e-16,4.79800663819847e-16,2.82397276156394
"melk",91.1294754906797,8,2.22044604925031e-16,4.79800663819847e-16,1.55246481158454
"lrmda",91.0693980091708,8,3.33066907387547e-16,7.17838897422578e-16,0.541937104322052
"hoxb9a",90.8283151043775,8,3.33066907387547e-16,7.17838897422578e-16,4.46111935249774
"zranb3",90.3325783130254,8,4.44089209850063e-16,9.53418329394593e-16,0.759626427392631
"heatr1",90.3210986389985,8,4.44089209850063e-16,9.53418329394593e-16,0.634947618147294
"klhl5",90.2095100597241,8,4.44089209850063e-16,9.53418329394593e-16,0.473304633448427
"mpped2a",89.5645451277537,8,5.55111512312578e-16,1.19023909847201e-15,0.597389049802022
"mgat4b",89.0536800545587,8,7.7715611723761e-16,1.66205659989455e-15,1.07023075427626
"meis1a",88.9768462257169,8,7.7715611723761e-16,1.66205659989455e-15,1.49293208970725
"apoeb",88.5120397893308,8,8.88178419700125e-16,1.89705800925693e-15,0.906182830716949
"FP236812.1",88.4458336046328,8,9.99200722162641e-16,2.12873197330302e-15,0.863379768986003
"scube3",88.2528242485882,8,9.99200722162641e-16,2.12873197330302e-15,0.768080318618909
"rapgef4",88.1328666744348,8,1.11022302462516e-15,2.36223698470691e-15,0.601204966291925
"jdp2b",87.1592616642463,8,1.77635683940025e-15,3.7699496744469e-15,0.590044014170871
"FQ312024.1",87.1520144837338,8,1.77635683940025e-15,3.7699496744469e-15,1.21608966530938
"angpt2a",87.0555500941843,8,1.88737914186277e-15,4.00047538211624e-15,2.10661648385024
"BX942846.1",86.7253140672507,8,2.1094237467878e-15,4.46543832547455e-15,1.70667312258914
"sh2d3ca",86.5788009198377,8,2.33146835171283e-15,4.91674211892857e-15,0.880729663840224
"prkceb",86.5754897342447,8,2.33146835171283e-15,4.91674211892857e-15,1.55861627461455
"pnp5b",86.5468581571858,8,2.33146835171283e-15,4.91674211892857e-15,1.2911636316809
"hsp90b1",86.3793729796904,8,2.55351295663786e-15,5.37819543079478e-15,0.228048550131413
"zgc:171759.4",85.9553991482098,8,3.10862446895044e-15,6.53910147130231e-15,1.10639948524525
"trhde.2.1",85.772204047018,8,3.33066907387547e-15,6.99734511611164e-15,2.50807905161295
"bicd1a",85.7226208170749,8,3.44169137633799e-15,7.22148341685023e-15,3.27662015690976
"CU459186.2",85.5574066880621,8,3.66373598126302e-15,7.67771590538891e-15,0.773669896187009
"pho",85.4254407366427,8,3.88578058618805e-15,8.13280208114232e-15,0.502690230659058
"vwa1",84.7980455533916,8,5.21804821573824e-15,1.09074884911166e-14,2.89012668916691
"nrg2a",84.6512018851293,8,5.6621374255883e-15,1.18209535727194e-14,2.09350475622931
"prkd3",84.4157860398342,8,6.32827124036339e-15,1.31951187565024e-14,0.31002148769759
"fam149a",84.2998423682544,8,6.66133814775094e-15,1.38722366926913e-14,2.13672880694332
"spry4",84.1828663880418,8,6.99440505513849e-15,1.45476639473917e-14,0.59641985918682
"cep192",83.9900256645577,8,7.66053886991358e-15,1.59132889741596e-14,0.697613292803469
"CABZ01072848.1",83.6551285438558,8,8.99280649946377e-15,1.86575537087256e-14,0.814846520929818
"dchs1a",83.0946610653401,8,1.16573417585641e-14,2.41556360320496e-14,1.66758248551392
"hspb1",82.3560203406905,8,1.64313007644523e-14,3.39213718383861e-14,0.817013158328508
"coro2bb",82.3480318138553,8,1.64313007644523e-14,3.39213718383861e-14,3.42051736773597
"atp13a3",82.34374055847,8,1.64313007644523e-14,3.39213718383861e-14,0.557865404580098
"igdcc4",82.1707172366337,8,1.7874590696465e-14,3.68552823023648e-14,2.49373108244197
"agap3",82.1412333010389,8,1.80966353013901e-14,3.72669893845684e-14,0.469232367865246
"hist1h4l.13",82.0420936797795,8,1.89848137210902e-14,3.90477773572052e-14,1.10002089473422
"f3a",81.8896004729463,8,2.03170813506404e-14,4.17364457831897e-14,2.00111341355612
"brip1",81.8314136896081,8,2.08721928629529e-14,4.28239819084724e-14,0.682225540024189
"FQ377603.1",81.7427634531558,8,2.17603712826531e-14,4.45913635386224e-14,2.49518550219454
"tp53inp2",81.410587576551,8,2.54241072639161e-14,5.20350893141084e-14,0.998298936836622
"CR936442.1",80.7039644882841,8,3.530509218308e-14,7.21696731006273e-14,2.01628685801424
"klf17",80.4547893954784,8,3.96349619791181e-14,8.09213807073661e-14,2.50729182276776
"loxl1",80.4404445399992,8,3.98570065840431e-14,8.12751199131161e-14,0.954823150785068
"wnt9a",80.1885878999652,8,4.47419878923938e-14,9.11248799862202e-14,1.02450512614518
"pik3c2b",80.0438352000949,8,4.78506123613442e-14,9.73371430940165e-14,0.320563863229913
"sdk1b",79.789150591287,8,5.39568389967826e-14,1.09624504595902e-13,1.68382010501925
"tuft1a",79.6782193598282,8,5.67323965583455e-14,1.15123231018518e-13,1.10732096701871
"ca16b",79.3063776980205,8,6.7390537594747e-14,1.36584714881811e-13,0.542675758934878
"macrod2",78.696597550006,8,8.93729534823251e-14,1.80917789187793e-13,0.259297619885839
"suclg2",78.3457035113972,8,1.05138120432002e-13,2.12572947378296e-13,0.411644550221811
"hist1h4l.9",78.3203930107344,8,1.0635936575909e-13,2.1478145861169e-13,0.866071330246435
"cbfb",78.2651353254187,8,1.09134923320653e-13,2.20119591104368e-13,0.452236406847245
"hey1",78.0341244948722,8,1.21458398893992e-13,2.44679192935176e-13,1.39986320946165
"krcp",77.526658843822,8,1.53654866608122e-13,3.09165468320206e-13,0.956051292374175
"thbs3b",77.3991767753918,8,1.62980740014973e-13,3.27534273660971e-13,0.962669086309072
"hbegfa",77.3961529372062,8,1.63202784619898e-13,3.27585348405723e-13,0.779537909602328
"bcam",77.1075654630797,8,1.86406445834564e-13,3.7371015494631e-13,1.06485174552845
"zgc:162730",77.0260779238344,8,1.93622895494627e-13,3.87711230641886e-13,0.958573641882137
"ntrk3a",75.9935916142611,8,3.11861647617206e-13,6.23723295234413e-13,2.2824810651892
"hist1h2a2",75.9151706451926,8,3.23407967073308e-13,6.46040375472579e-13,1.14347178370991
"skp2",75.8663485767875,8,3.30735439035834e-13,6.59886516687066e-13,0.787602494251792
"inpp5l",75.4604288786925,8,3.98903132747819e-13,7.94943324351514e-13,0.744252261992497
"osbpl3b",75.2481204163186,8,4.3998138465895e-13,8.75757451423907e-13,0.748642754981874
"clybl",74.977773897263,8,4.98379115754233e-13,9.90810986690396e-13,0.895448722938001
"ogfrl1",74.9709022475791,8,4.99933427988708e-13,9.92716437460295e-13,1.01730771117859
"nuak1a",74.9248128637033,8,5.10702591327572e-13,1.01289347279968e-12,0.957269046586907
"pold2",74.7824906157941,8,5.45341549695877e-13,1.07902496650039e-12,0.618397168285498
"s1pr2",74.7822601297684,8,5.45341549695877e-13,1.07902496650039e-12,0.964133543811823
"rrp12",74.6851479537799,8,5.70321567749943e-13,1.12711237469918e-12,0.595476219115161
"si:dkey-251i10.2",74.4561370897693,8,6.33826324758502e-13,1.25113111024605e-12,0.780994363673441
"FP016248.1",74.3023164927488,8,6.80344669490296e-13,1.34136594008383e-12,0.380695174945053
"bves",74.26022788601,8,6.93667345785798e-13,1.36601630978622e-12,1.85533744338235
"cd99",74.1009252600428,8,7.46513961757955e-13,1.46834977601978e-12,1.17116380496318
"si:dkeyp-23e4.3",74.0039325929866,8,7.80597808613948e-13,1.53358012871561e-12,0.603242552424595
"zgc:173552.5",73.741607498136,8,8.80850947737599e-13,1.72850138861112e-12,0.94091544881647
"hist1h2a10.1",73.5464674361974,8,9.63673585374636e-13,1.88880022733429e-12,0.849958350329274
"neil3",73.2028417182832,8,1.1287637491364e-12,2.20977721041273e-12,1.59416622676841
"efna3b",72.8025938269669,8,1.35702560299933e-12,2.65352658990244e-12,0.706380844424943
"hist1h2a4",72.6219928047905,8,1.47448719900467e-12,2.87983080133855e-12,1.23457999662842
"si:ch73-86n18.1",72.5001481304284,8,1.55941926038849e-12,3.04214577026608e-12,0.474341114858721
"apobb.1",72.4797396241577,8,1.57418522661601e-12,3.06735975151143e-12,1.33323840818211
"hist1h4l.21",72.2570878430473,8,1.74382730477873e-12,3.39394426373992e-12,0.968763847175555
"dcn",72.2519968086516,8,1.74793512996985e-12,3.39796957588071e-12,0.709804950407183
"si:ch211-214p13.9",72.2429791888207,8,1.75515157962991e-12,3.40802159867533e-12,1.80176501026917
"eno1a",71.9745977271372,8,1.98563387954209e-12,3.85106640665556e-12,0.499769652686518
"hist1h4l.15",71.4094930142754,8,2.57405208259343e-12,4.98647763907052e-12,0.797923086192241
"aqp8a.1",71.2635948552554,8,2.75246492265069e-12,5.32590773651109e-12,0.974465645570439
"bcl2a",70.9530720991349,8,3.17412762740332e-12,6.13468286224354e-12,0.864813806049861
"plekhg5b",70.8184593077816,8,3.37641026249003e-12,6.51807589491122e-12,0.274971463612042
"sntb1",70.7511697676215,8,3.4822145167368e-12,6.71454789917073e-12,1.1092074244055
"pprc1",70.1369794001228,8,4.61530813566924e-12,8.88913682546237e-12,0.53519611136955
"si:dkey-57a22.11",70.0787092415667,8,4.74020822593957e-12,9.11915346930176e-12,2.28049366092944
"inpp4b",69.9378746937463,8,5.05639974335281e-12,9.71621911467795e-12,0.518073326787029
"pcdh9",69.695955713363,8,5.64925883850265e-12,1.08429322868035e-11,2.70441254126365
"tmem256",69.5774937149266,8,5.96434013289127e-12,1.1434511693207e-11,0.984520317481439
"CU928117.1",69.5432779227821,8,6.05859806768194e-12,1.16018671043197e-11,0.87488993372979
"rasl12",69.1466712008409,8,7.26541049544949e-12,1.3896870132513e-11,1.53534933135538
"tm4sf18",68.9661577770827,8,7.89146525903561e-12,1.50770425705887e-11,0.315498201182497
"tnfaip3",68.783542385,8,8.57935944509336e-12,1.63645834742295e-11,0.546819519853448
"ece2b",68.7821113290191,8,8.58502158251895e-12,1.63645834742295e-11,0.781944955225003
"rasgrp3",68.5229615471708,8,9.665934719294e-12,1.84039397055358e-11,1.59696822121543
"ckbb",68.5110008400652,8,9.71900337987108e-12,1.84838580261019e-11,1.22978353329805
"ier5l",68.3816312701172,8,1.03115294081135e-11,1.95738629051088e-11,0.627302529106769
"gnao1a",68.3807802132684,8,1.03156372333046e-11,1.95738629051088e-11,0.424265788740939
"hist1h4l.8",68.1658480946807,8,1.13812292923399e-11,2.15712491479388e-11,1.09150770688884
"rapgef5b",68.0943732105143,8,1.17593712545272e-11,2.22626278523208e-11,0.368296467669325
"cenpi",68.0266371177621,8,1.21292975663323e-11,2.29369009597158e-11,1.72800579190137
"inhbaa",67.8763724200688,8,1.29918298341636e-11,2.45401230200868e-11,1.95652247257034
"nhsl1a",67.3830151073956,8,1.62774238532393e-11,3.0711424846542e-11,1.5890130632429
"slc18a2",66.8184629616905,8,2.10643724685156e-11,3.96982404214332e-11,1.63105705923584
"arhgef39",66.5270425382228,8,2.40608644119789e-11,4.52942374128325e-11,1.08604116681296
"auts2a",66.3420109137259,8,2.61802801659883e-11,4.92283823437206e-11,0.542300997082567
"slc29a2",66.2732633820172,8,2.70142797020867e-11,5.07393348181245e-11,1.50702792690483
"si:dkey-108k21.19",66.1222149452403,8,2.89408497167187e-11,5.42966842658259e-11,1.08581238868802
"slc6a9",65.9050362268556,8,3.19535509163416e-11,5.98814576227503e-11,0.848810316852963
"eepd1",65.6943770157913,8,3.51739748438717e-11,6.5842519202124e-11,1.52669316000963
"npdc1a",65.6752594182143,8,3.54818396886003e-11,6.6344270394173e-11,1.34724700994773
