"Gene","waldStat","df","pvalue","FDR","meanLogFC"
"thsd7aa",2.72799674634271,8,0.950251194138092,1,0.589815577327457
"CR855379.1",2.724321967173,8,0.950449637116182,1,4.40699558793637
"si:ch73-18b11.2",2.70477538807519,8,0.951497815963658,1,2.96823425695323
"erbb4b",2.66224246888477,8,0.953735740276226,1,0.588673018400267
"CR628324.1",2.65893007148479,8,0.95390755653768,1,7.27841891418529
"si:ch211-222n4.2",2.6570352143053,8,0.95400568343589,1,1.90928126845846
"si:dkey-189h5.6",2.62647777836059,8,0.955571978061194,1,5.76029420794481
"prom1b",2.59763588787129,8,0.957022415944633,1,3.25033210623241
"ak5l",2.59367610800722,8,0.957219432023805,1,5.38878148059158
"CABZ01050944.1",2.58008657205589,8,0.957891678800977,1,1.30477474158631
"zgc:162297",2.56509009925221,8,0.958626528095681,1,1.00832070073583
"CT009597.1",2.56004764530268,8,0.958871966536498,1,5.29573694263766
"si:ch211-261a10.5",2.55636053760827,8,0.959050908910865,1,1459.03860619232
"fam222a",2.54669257435372,8,0.959518005910379,1,0.88323194467804
"grm3",2.52737142607839,8,0.960442342265474,1,1.28105951737331
"si:dkey-246g23.2",2.49635434833279,8,0.961900731511026,1,0.11810645809886
"laptm5",2.48642757627333,8,0.962360843785696,1,0.653168595709725
"arhgap45b",2.47306425340208,8,0.962975164057539,1,1.28399547327832
"unc13ba",2.45243138646667,8,0.963912228465442,1,1.03294799966311
"hey2",2.43972684160989,8,0.964482314132598,1,0.39609334258961
"si:dkey-85k7.7",2.40554484990572,8,0.965990040661564,1,0.433324059595491
"si:ch73-56d11.5",2.40182036988835,8,0.966152024894302,1,1.11517441541955
"csf1rb",2.39165069722828,8,0.966592023861314,1,0.763229288399069
"itga3a",2.38877729490054,8,0.966715734541217,1,1.45668949357053
"gpr143",2.37823951981903,8,0.967167128328218,1,0.373803736885776
"samd10a",2.36133245393975,8,0.967883819699451,1,12.8569227983591
"btbd11b",2.33040546183211,8,0.969170823375907,1,0.748288381262855
"SYNDIG1",2.32695222918503,8,0.969312604112128,1,9.33208740239379
"mmp9",2.32572676346048,8,0.969362825766743,1,0.654775090198819
"si:ch211-63i20.3",2.31776664406182,8,0.969687862206491,1,0.627188857036388
"slc2a1a",2.31569385166072,8,0.969772164503094,1,1.61374892671139
"hoxc13b",2.30176473560684,8,0.970335072521985,1,3.81049331889483
"tmtopsb",2.29909200733394,8,0.970442367169329,1,72.8920580942894
"CABZ01058647.1",2.29036992685876,8,0.970790904901012,1,3.62373741650393
"adgra1a",2.26838770871522,8,0.971658445401372,1,0.991087086212869
"cd28l",2.26687781522814,8,0.971717463206434,1,136.589550984175
"card11",2.26007034816507,8,0.97198263896621,1,38.3253004210351
"CABZ01087948.1",2.25457836652636,8,0.972195486216772,1,0.703075063604042
"tyr",2.2184393571937,8,0.973571959250093,1,1.92436921062587
"tyrp1b",2.20544961377476,8,0.974056504938084,1,0.913201566112922
"rasgrp2",2.20411433546234,8,0.974106008356797,1,1.77328563112127
"ca2",2.1950675862329,8,0.97443990509502,1,0.486598637594788
"si:dkey-196j8.2",2.19199798676362,8,0.97455260493464,1,2.04302177420713
"camk2d1",2.19127000760914,8,0.974579288540814,1,0.848340493939178
"CR352265.3",2.16873025713401,8,0.975397127265382,1,5.16814802135575
"AL954187.1",2.1578147838648,8,0.975787389648518,1,4.06236160021766
"si:dkey-10f21.4",2.13730947666601,8,0.976510319634103,1,1.79418942672811
"lect2l",2.12628559631563,8,0.97689348613323,1,0.617151533998366
"micu3b",2.12075064256596,8,0.977084425144213,1,16.4191305427234
