"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.42213543522371e-177,-0.706310810304206,0.968,0.99,3.10068188941825e-173,"preLEC","krt8"
1.53676639506129e-176,-1.04553309411329,0.644,0.87,3.35061177115213e-172,"preLEC","aplnra"
3.98857796594495e-156,0.729921993832573,0.927,0.839,8.69629653914978e-152,"preLEC","cirbpa"
3.72395123169937e-154,0.867698922888827,0.918,0.796,8.11933087047415e-150,"preLEC","ptmaa"
1.56675471063703e-143,1.65623584842122,0.576,0.313,3.41599529560192e-139,"preLEC","npm1a"
2.68105888820457e-139,-3.1990339472136,0.089,0.364,5.84551269395242e-135,"preLEC","edn1"
1.20501216562989e-134,1.97696464857716,0.386,0.132,2.62728802472285e-130,"preLEC","hells"
4.92336954912275e-134,1.52532211711214,0.542,0.271,1.07344226279523e-129,"preLEC","pcna"
5.94074488779977e-130,0.867641655753466,0.829,0.679,1.29526060788698e-125,"preLEC","hnrnpabb"
1.13577036018495e-128,-0.524493695108844,0.982,0.998,2.47632011631125e-124,"preLEC","krt18a.1"
4.5793924470411e-122,0.761702690135702,0.884,0.73,9.98444935228372e-118,"preLEC","hmgb2b"
3.37564836244475e-121,1.65198161974449,0.457,0.206,7.35992612463829e-117,"preLEC","nasp"
2.77879218337356e-120,-1.35197608503298,0.489,0.72,6.05860059740938e-116,"preLEC","selenop"
9.40708757408209e-119,1.38390457368754,0.555,0.287,2.05102730377712e-114,"preLEC","slc29a1a"
4.2310988654669e-118,1.8691247925646,0.353,0.122,9.22506485637748e-114,"preLEC","mcm5"
8.13804768861908e-116,0.69127356187948,0.932,0.841,1.77433853754962e-111,"preLEC","hmga1a"
7.79337419902019e-114,-1.43305757975574,0.368,0.618,1.69918937661237e-109,"preLEC","socs3a"
1.693362786341e-103,1.00122781389744,0.686,0.494,3.69203888305927e-99,"preLEC","setb"
7.91655702055131e-103,-1.52581054959384,0.297,0.536,1.7260469271908e-98,"preLEC","rgcc"
8.07149613178589e-101,1.86806297797298,0.306,0.102,1.75982830161328e-96,"preLEC","cdca7a"
4.87793921102639e-100,1.19336735195096,0.64,0.439,1.06353708618008e-95,"preLEC","ncl"
2.33501288820569e-99,1.65054173552201,0.371,0.153,5.09102860015486e-95,"preLEC","mcm2"
3.90174145214298e-98,1.70761699432564,0.367,0.153,8.50696688810734e-94,"preLEC","dkc1"
3.44004720876094e-96,1.72391070795682,0.322,0.117,7.50033492926148e-92,"preLEC","mcm6"
6.71548394023265e-96,-2.85852401431489,0.077,0.287,1.46417696348893e-91,"preLEC","adma"
8.80633956550951e-96,-3.20459900059578,0.049,0.246,1.92004621546804e-91,"preLEC","cfd"
3.09069439984291e-94,-4.61479433526247,0.028,0.208,6.7386409999775e-90,"preLEC","edn2"
3.83568188008674e-94,0.339871921189535,0.993,0.99,8.36293720315313e-90,"preLEC","ybx1"
5.1971848417403e-93,1.94060066401443,0.27,0.085,1.13314221104464e-88,"preLEC","mcm3"
2.11017650121729e-92,0.535322402449773,0.915,0.849,4.60081782560405e-88,"preLEC","h3f3b.1"
4.033661146903e-92,0.692619010771858,0.826,0.71,8.79459139859261e-88,"preLEC","hnrnpa0b"
4.32184375524603e-92,0.473535790207154,0.978,0.959,9.42291593956292e-88,"preLEC","ptmab"
2.18830173123645e-89,-3.73607419366614,0.023,0.194,4.77115426461484e-85,"preLEC","igfbp2a"
4.42881402778993e-89,-2.2087218682225,0.158,0.376,9.65614322479039e-85,"preLEC","ccn2a"
1.08729068497369e-87,-1.04465643673684,0.366,0.594,2.37061988044813e-83,"preLEC","arl4aa"
7.84978495429766e-87,-0.785464563476632,0.881,0.946,1.71148861358552e-82,"preLEC","ctsla"
3.16156997008966e-86,-0.457181273780513,0.909,0.968,6.89317100578649e-82,"preLEC","cdh5"
8.30622069399034e-86,0.768581705194903,0.751,0.617,1.81100529791071e-81,"preLEC","seta"
1.27584847852972e-84,1.62714991468183,0.304,0.116,2.78173243773834e-80,"preLEC","mcm4"
1.98897939307002e-81,-1.20536802966793,0.399,0.594,4.33657177071057e-77,"preLEC","il13ra2"
5.49549394026704e-80,0.519396432022374,0.924,0.849,1.19818254379642e-75,"preLEC","h2az2b"
4.54235901315576e-79,0.64839208140324,0.822,0.71,9.90370535638351e-75,"preLEC","tubb2b"
1.26972745694002e-78,-0.857085519874772,0.493,0.689,2.76838677436633e-74,"preLEC","spns2"
1.83935821217267e-78,0.39799139554588,0.961,0.938,4.01035271000007e-74,"preLEC","hnrnpa0l.1"
2.55028412013034e-78,-1.26808227054548,0.514,0.654,5.56038446712019e-74,"preLEC","postnb"
2.25151192382531e-77,1.423521636444,0.377,0.186,4.90897144751633e-73,"preLEC","chaf1a"
2.45745168949318e-77,-0.952888695266137,0.411,0.621,5.35798191860198e-73,"preLEC","dap1b"
6.97548603971e-77,1.19195815660557,0.478,0.283,1.52086522123797e-72,"preLEC","prmt1"
5.59260024676067e-76,-1.81503171242593,0.148,0.348,1.21935463180123e-71,"preLEC","cebpb"
1.74519681856347e-74,1.24603344108818,0.403,0.208,3.80505262351393e-70,"preLEC","rbbp4"
2.08717954850173e-74,0.462784218756493,0.92,0.864,4.55067756959832e-70,"preLEC","khdrbs1a"
2.4996131577017e-74,1.16245639386888,0.469,0.271,5.44990656773703e-70,"preLEC","sumo3b"
5.70485311729956e-74,0.857152796177372,0.642,0.471,1.24382912516482e-69,"preLEC","cbx5"
2.67165492570727e-72,-2.2753946262184,0.067,0.239,5.82500923451956e-68,"preLEC","mrc1b"
2.70977553996598e-72,1.59107471709432,0.276,0.108,5.90812360978783e-68,"preLEC","fen1"
4.41017568547942e-72,0.434287126644285,0.918,0.851,9.61550604705077e-68,"preLEC","hmgb2a"
2.55703989822712e-70,-1.490900021833,0.176,0.372,5.57511409010459e-66,"preLEC","bmp6"
9.17830497537474e-70,-1.28227231120195,0.221,0.421,2.00114583378095e-65,"preLEC","hapln3"
2.99358261835547e-69,1.18163221301167,0.451,0.264,6.52690818280042e-65,"preLEC","nop58"
3.0460503431629e-69,0.873880592922714,0.592,0.418,6.64130356319807e-65,"preLEC","anp32b"
3.77939379574222e-69,0.839382920887751,0.633,0.468,8.24021229285675e-65,"preLEC","snrpd1"
6.69743632676106e-69,1.26361660319831,0.41,0.226,1.46024204232371e-64,"preLEC","ppm1g"
7.93609131767327e-69,-1.80346531120522,0.158,0.342,1.7303059899923e-64,"preLEC","krt94"
3.80418801800755e-68,-0.733100518249858,0.58,0.756,8.29427113566185e-64,"preLEC","btg2"
4.71320603904367e-68,1.32148879403626,0.369,0.189,1.02762031269269e-63,"preLEC","fbl"
2.63711369749771e-67,1.09458299560414,0.46,0.271,5.74969899465426e-63,"preLEC","abcf1"
3.1560628087114e-67,0.65194175725211,0.751,0.625,6.88116374183345e-63,"preLEC","snrpf"
7.54873446512392e-67,0.427603433547911,0.921,0.877,1.64585057543097e-62,"preLEC","hnrnpaba"
5.55530408342806e-66,0.425954858098014,0.98,0.953,1.21122294930982e-61,"preLEC","hmgn2"
1.28615810132657e-63,-2.02288313518172,0.104,0.271,2.80421050832233e-59,"preLEC","nkd1"
1.79922043001064e-62,-0.938984542580874,0.284,0.493,3.92284030355219e-58,"preLEC","tmem176"
2.28643298131661e-62,1.66609058070978,0.233,0.087,4.9851098291646e-58,"preLEC","lig1"
4.84502799405815e-62,-1.05717662242655,0.228,0.429,1.0563614535445e-57,"preLEC","col4a2"
1.1260686830136e-61,0.749122502417758,0.667,0.519,2.45516754957455e-57,"preLEC","cbx3a"
2.29886538251274e-61,1.20452635891203,0.39,0.215,5.01221619349252e-57,"preLEC","pa2g4a"
3.88677844488289e-61,0.418257937504826,0.932,0.892,8.47434304337817e-57,"preLEC","tuba8l4"
9.00720932773643e-61,-2.06273855423537,0.071,0.226,1.96384184972637e-56,"preLEC","si:ch211-39k3.2"
6.39382005100386e-60,0.950589804951834,0.487,0.311,1.39404458572037e-55,"preLEC","cbx1a"
7.41813617886286e-60,-1.30470800623946,0.206,0.392,1.61737623107747e-55,"preLEC","amotl2a"
9.74517101303563e-60,-3.78442007659535,0.03,0.159,2.12473963597216e-55,"preLEC","dnase1l4.1"
1.62004279795009e-59,0.941596592288329,0.525,0.352,3.53217931237057e-55,"preLEC","cnbpa"
3.48911088211744e-59,-0.939829315341175,0.381,0.558,7.60730845628064e-55,"preLEC","igf2b"
7.24501407232651e-59,1.22842382498056,0.359,0.192,1.57963041818935e-54,"preLEC","snu13b"
9.82152132742644e-59,-2.89722031977322,0.049,0.186,2.14138629501879e-54,"preLEC","fn1a"
4.40558853566715e-58,-0.493926220044896,0.74,0.865,9.6055046843151e-54,"preLEC","kdrl"
1.1608346786309e-57,1.49281776192466,0.234,0.092,2.53096784981896e-53,"preLEC","meox2a"
1.25918997575055e-57,-2.38627799784166,0.033,0.163,2.74541190412892e-53,"preLEC","hoxb9a"
3.3938506590343e-57,0.590829459700476,0.744,0.626,7.39961259189249e-53,"preLEC","snrpb"
9.00070498850734e-57,0.478888854096223,0.847,0.799,1.96242370864425e-52,"preLEC","atp5f1b"
9.70567289748191e-57,0.515853889293634,0.797,0.706,2.11612786183798e-52,"preLEC","hmgn7"
3.08883117067828e-56,-2.47564385233075,0.058,0.197,6.73457860142986e-52,"preLEC","id2b"
7.22791407304927e-56,1.45970529224662,0.229,0.089,1.57590210534693e-51,"preLEC","si:ch211-156b7.4"
1.06961545978394e-55,-1.40394637532198,0.123,0.288,2.33208258696693e-51,"preLEC","cox4i2"
1.79776111104206e-55,-1.25994774877057,0.531,0.671,3.91965855040501e-51,"preLEC","ifi30"
2.28870212873212e-55,0.981894306911031,0.444,0.271,4.99005725127463e-51,"preLEC","dut"
6.05961630804833e-55,0.63573208056989,0.715,0.59,1.32117814364378e-50,"preLEC","atp5mc1"
2.53455688653456e-54,-1.46672534297342,0.184,0.353,5.52609437971131e-50,"preLEC","eppk1"
6.90406029538553e-54,-1.08327657594311,0.334,0.501,1.50529226620291e-49,"preLEC","efna1b"
6.9115614631134e-54,0.885216878874103,0.508,0.345,1.50692774580261e-49,"preLEC","snrpe"
8.76995405147002e-54,0.83087007100883,0.567,0.416,1.91211308184201e-49,"preLEC","ranbp1"
1.35911079034745e-53,-0.620846435879421,0.598,0.744,2.96326925619455e-49,"preLEC","txnipa"
2.79318407103479e-53,0.482873855270311,0.882,0.814,6.08997923007715e-49,"preLEC","si:ch211-156j16.1"
4.89042151389308e-53,1.36041719183794,0.278,0.131,1.06625860267411e-48,"preLEC","nop2"
3.49409622578898e-52,1.11762527789905,0.336,0.177,7.61817800108772e-48,"preLEC","parp1"
4.53612844405189e-52,-0.563808144369719,0.706,0.804,9.89012084656633e-48,"preLEC","srgn"
9.59554183008159e-52,0.55115731541281,0.757,0.645,2.09211598521269e-47,"preLEC","atp5mc3a"
1.90120506115369e-51,1.30155920828661,0.299,0.151,4.1451973948334e-47,"preLEC","hspd1"
5.34624077452559e-51,0.496093538526821,0.844,0.751,1.16564087606981e-46,"preLEC","tuba8l3"
1.50160876287057e-50,-0.408288296967345,0.929,0.952,3.2739575856867e-46,"preLEC","cpn1.1"
2.70060630647924e-50,-1.18838330679003,0.139,0.303,5.88813193001668e-46,"preLEC","ccng2"
3.49823316451781e-50,1.01986614710415,0.434,0.278,7.62719776859817e-46,"preLEC","nop56"
8.51166255785611e-50,-1.56361545595918,0.128,0.28,1.85579778748937e-45,"preLEC","cebpd"
1.70546718615237e-49,-0.987390890454598,0.252,0.425,3.71843010596801e-45,"preLEC","tob1b"
1.9406889489161e-49,-0.997628589331262,0.275,0.443,4.23128411532177e-45,"preLEC","adipor2"
5.33297422141645e-49,1.36060809248667,0.264,0.125,1.16274836949543e-44,"preLEC","ssrp1a"
5.96734399524707e-49,-0.612427476083927,0.609,0.753,1.30106001128372e-44,"preLEC","histh1l"
1.05032013905362e-48,1.20498994333592,0.308,0.162,2.2900129991786e-44,"preLEC","nop10"
1.11908739864996e-48,0.741211343339262,0.592,0.451,2.43994625527652e-44,"preLEC","nap1l1"
5.84996130481677e-48,0.681386840358049,0.631,0.5,1.2754670632892e-43,"preLEC","eif2s2"
7.65629152924568e-48,1.22719156717706,0.274,0.133,1.66930124212144e-43,"preLEC","tomm20a"
1.64627491205864e-47,-0.612628904822262,0.486,0.667,3.58937319076146e-43,"preLEC","pim1"
3.08574660241075e-47,-1.27996801341938,0.125,0.276,6.72785331723615e-43,"preLEC","lamb1b"
3.68072488967557e-47,1.98699697709368,0.138,0.041,8.02508447695965e-43,"preLEC","msh6"
1.80659304487e-46,1.50267287686623,0.197,0.079,3.93891481573005e-42,"preLEC","hirip3"
3.61708591974862e-46,-0.649225127369559,0.496,0.656,7.88633243082791e-42,"preLEC","sox7"
1.81479393316796e-45,0.833387921465804,0.527,0.385,3.95679521248611e-41,"preLEC","etf1b"
6.19102348651401e-45,-1.58816242125567,0.079,0.21,1.34982885076465e-40,"preLEC","cavin1b"
8.1912651998518e-45,0.780650230090207,0.681,0.571,1.78594155152369e-40,"preLEC","podxl"
3.47595636628598e-44,-1.00502317111023,0.403,0.534,7.57862766541333e-40,"preLEC","timp2b"
5.4759915025263e-44,1.438773923062,0.2,0.084,1.19393042729581e-39,"preLEC","rrs1"
1.26440047784767e-43,0.98223812918265,0.371,0.224,2.75677236185127e-39,"preLEC","ptges3b"
1.50972772363519e-43,-0.818784479979651,0.234,0.404,3.29165935584182e-39,"preLEC","col4a1"
1.60574888933132e-43,-0.264956623511708,1,0.999,3.50101430340907e-39,"preLEC","CR383676.2"
1.72273462449582e-43,0.878726691493747,0.433,0.285,3.75607830178824e-39,"preLEC","pa2g4b"
8.66140372988088e-43,-1.01183065999865,0.592,0.686,1.88844585522593e-38,"preLEC","rab8b"
1.50885451982689e-42,0.963745936677625,0.392,0.249,3.28975550957858e-38,"preLEC","stmn1a"
1.9668349832115e-42,-1.32721493089699,0.102,0.236,4.28829031389603e-38,"preLEC","ccn1l2"
2.93703991248137e-42,0.183110514597094,0.984,0.976,6.40362812118314e-38,"preLEC","eef1b2"
3.89892997029604e-42,-3.58406763031235,0.008,0.089,8.50083701423646e-38,"preLEC","hoxa11b"
4.21536340662102e-42,1.0219092140971,0.354,0.214,9.1907568354558e-38,"preLEC","hspe1"
4.29371213586863e-42,0.70469868783774,0.542,0.401,9.36158056983438e-38,"preLEC","hnrnpa1b"
7.78681436372455e-42,0.238576015355733,0.993,0.989,1.69775913572286e-37,"preLEC","cfl1"
8.5719677771599e-42,1.42699482110992,0.206,0.09,1.86894613445417e-37,"preLEC","prox1a"
9.85872819376378e-42,0.705967863718829,0.556,0.423,2.14949850808632e-37,"preLEC","pdap1a"
1.1210494637744e-41,1.26328797538231,0.228,0.106,2.44422414586733e-37,"preLEC","timm10"
1.17111524514572e-41,-0.387108959716079,0.837,0.911,2.55338256899122e-37,"preLEC","dab2"
1.22059563606719e-41,-4.82856664939021,0.004,0.08,2.6612646653173e-37,"preLEC","dkk1a"
2.1268634043777e-41,0.321185869006958,0.931,0.896,4.6372002805647e-37,"preLEC","ran"
7.50983688331987e-41,1.29190507672973,0.23,0.11,1.63736973567023e-36,"preLEC","c1qbp"
9.0743153299985e-41,0.673997023186245,0.576,0.451,1.97847297139957e-36,"preLEC","eif4a1a"
1.01413191063183e-40,1.49202231861405,0.186,0.077,2.21111180475058e-36,"preLEC","twistnb"
1.39665773811317e-40,0.640034136018052,0.579,0.446,3.04513286640815e-36,"preLEC","snrpd2"
1.87218678093188e-40,1.19270995514212,0.274,0.146,4.08192883846578e-36,"preLEC","ubr7"
2.0373477854905e-40,0.326149577430055,0.969,0.96,4.44202937670494e-36,"preLEC","mt-atp6"
3.1767783891179e-40,0.709883074691859,0.524,0.389,6.92632992179376e-36,"preLEC","ddx39ab"
3.6390114040977e-40,1.70838825020733,0.146,0.052,7.93413656435422e-36,"preLEC","tsr1"
4.12088499716721e-40,-2.5842474407113,0.022,0.112,8.98476555932366e-36,"preLEC","ccdc80l2"
4.35880879238444e-40,0.647857368310816,0.597,0.466,9.50351081003579e-36,"preLEC","prdx4"
5.55821691529122e-40,1.16779409663697,0.262,0.135,1.21185803404095e-35,"preLEC","cdca7b"
7.71310606976842e-40,-3.25399437826297,0.009,0.087,1.68168851639161e-35,"preLEC","irx3b"
1.09301437912842e-39,-0.578117641737435,0.485,0.645,2.38309925081368e-35,"preLEC","junba"
1.54387828984996e-39,-1.60142969510979,0.197,0.329,3.36611783535986e-35,"preLEC","lyve1a"
2.13466759874512e-39,-0.387903106547253,0.774,0.864,4.65421576554399e-35,"preLEC","etv2"
2.52761273142617e-39,0.499093762826778,0.696,0.577,5.51095403832847e-35,"preLEC","si:ch211-288g17.3"
4.71105788633549e-39,-1.22466018832026,0.127,0.26,1.02715195095773e-34,"preLEC","ece1"
8.04513192119668e-39,-2.32412331034708,0.03,0.124,1.75408011277851e-34,"preLEC","col18a1b"
1.09594844834355e-38,0.251971352793231,0.976,0.964,2.38949640192345e-34,"preLEC","ppiab"
1.26066175655048e-38,0.807730134734182,0.473,0.341,2.74862082780701e-34,"preLEC","selenoh"
1.43216407705854e-38,1.37432495532627,0.199,0.089,3.12254733721074e-34,"preLEC","nolc1"
2.38495271729085e-38,1.24664531162122,0.215,0.102,5.19991240950924e-34,"preLEC","slc43a1a"
2.6096627522781e-38,1.25441109635272,0.253,0.133,5.68984769879194e-34,"preLEC","ssb"
3.56532968167274e-38,1.21410607658893,0.218,0.103,7.77348830495108e-34,"preLEC","nifk"
9.90283068376022e-38,-0.482432858543651,0.575,0.728,2.15911417398024e-33,"preLEC","ier2b"
1.2463882378121e-37,-1.64968043456385,0.046,0.148,2.71750027490172e-33,"preLEC","lhfpl6"
1.34412142489394e-37,0.307508385398089,0.928,0.907,2.93058794269626e-33,"preLEC","TXN"
1.36363020307811e-37,0.790021617525893,0.483,0.351,2.97312293177119e-33,"preLEC","snrpg"
2.10387244984711e-37,-0.74571379870169,0.315,0.463,4.58707310240166e-33,"preLEC","cdkn1bb"
2.15155150533923e-37,-4.33041046732732,0.006,0.077,4.69102774709111e-33,"preLEC","chodl"
2.30149261254297e-37,0.80482405222154,0.428,0.289,5.01794434312744e-33,"preLEC","apex1"
2.30923290359753e-37,-0.673444304880045,0.386,0.544,5.03482049971369e-33,"preLEC","zgc:162730"
5.62238147171884e-37,0.41222992212111,0.786,0.728,1.22584783227886e-32,"preLEC","pfn2l"
6.36244774452384e-37,-0.545896045703617,0.552,0.677,1.38720448173853e-32,"preLEC","btg1"
7.93181447533188e-37,-0.615487530764359,0.8,0.854,1.72937351005661e-32,"preLEC","stab2"
1.01132147778827e-36,-1.20481855368431,0.093,0.214,2.20498421802176e-32,"preLEC","nupr1a"
1.52716561441932e-36,-1.28771018942347,0.114,0.238,3.32967918911845e-32,"preLEC","ap1s3b"
1.72550064679553e-36,-0.96686214350168,0.18,0.321,3.76210906020829e-32,"preLEC","slc40a1"
1.72910888184602e-36,-0.691321137730134,0.434,0.567,3.76997609508887e-32,"preLEC","plecb"
3.24044666144135e-36,0.454680564026965,0.74,0.652,7.06514585594057e-32,"preLEC","syncrip"
3.902293233107e-36,-1.05303092317096,0.276,0.407,8.50816993614319e-32,"preLEC","pxk"
4.14542443194883e-36,0.880501140368605,0.377,0.244,9.03826888897803e-32,"preLEC","nutf2l"
5.07559246439189e-36,0.574015872905028,0.618,0.5,1.10663142501136e-31,"preLEC","h2az2a"
5.50120212671806e-36,-2.22567399545669,0.033,0.123,1.19942709968834e-31,"preLEC","chl1a"
2.69882693451902e-35,-0.624948297830373,0.479,0.604,5.88425236533182e-31,"preLEC","fam174b"
5.40036893584385e-35,0.734376453857715,0.446,0.318,1.17744243908204e-30,"preLEC","magoh"
5.52966535731572e-35,-2.35965366346369,0.037,0.127,1.20563293785555e-30,"preLEC","sost"
5.59366956846492e-35,0.449864739077274,0.757,0.664,1.21958777601241e-30,"preLEC","nucks1a"
1.6956350710005e-34,-0.536482802802581,0.495,0.625,3.69699314530238e-30,"preLEC","tspan4b"
2.02020882652644e-34,0.518607872450477,0.668,0.569,4.40466130447561e-30,"preLEC","psmb7"
2.49249928695695e-34,-0.790885910200259,0.428,0.553,5.43439619535224e-30,"preLEC","gstp1"
3.83189024832794e-34,0.983631219370411,0.276,0.155,8.35467030842941e-30,"preLEC","ebna1bp2"
5.29374733049134e-34,-1.06260023840547,0.172,0.3,1.15419573046703e-29,"preLEC","gadd45ba"
5.29705270958619e-34,-0.619892786956015,0.45,0.586,1.15491640227108e-29,"preLEC","atp2b4"
5.49926007080695e-34,0.716921825655534,0.463,0.333,1.19900367323804e-29,"preLEC","taf15"
6.0063602686154e-34,-1.94588838431915,0.042,0.134,1.30956672936621e-29,"preLEC","pdgfba"
7.64307000934817e-34,0.718041765846222,0.453,0.323,1.66641855413818e-29,"preLEC","banf1"
7.66030812411929e-34,0.472421986138825,0.709,0.617,1.67017698030173e-29,"preLEC","idh2"
8.76561931278072e-34,1.56430331820371,0.132,0.049,1.91116797876558e-29,"preLEC","tomm40l"
9.22670598047432e-34,1.24135919721041,0.187,0.086,2.01169870492282e-29,"preLEC","srprb"
1.3348260987254e-33,-1.46090550898735,0.056,0.156,2.91032134305099e-29,"preLEC","c1qtnf6a"
1.44393981862907e-33,-3.96044835155316,0.007,0.072,3.14822198655697e-29,"preLEC","vcam1b"
1.6431506133939e-33,-2.31590185083258,0.02,0.098,3.58256128238273e-29,"preLEC","ccdc120"
1.72122721859607e-33,1.07826173256872,0.237,0.124,3.75279170470501e-29,"preLEC","uhrf1"
2.02164149511038e-33,0.528711794843328,0.666,0.57,4.40778495178915e-29,"preLEC","sub1a"
2.047912392082e-33,1.35087972148945,0.161,0.068,4.46506338845638e-29,"preLEC","ddx27"
3.31024942673598e-33,-0.70634454732079,0.36,0.499,7.21733682511246e-29,"preLEC","ap1b1"
3.60210816008398e-33,-0.829652600817679,0.391,0.509,7.8536764214311e-29,"preLEC","mafba"
4.25754944027745e-33,-1.59026105046859,0.071,0.174,9.28273504463692e-29,"preLEC","slc16a9a"
5.8136460272464e-33,0.735361454691056,0.44,0.314,1.26754924332053e-28,"preLEC","hypk"
6.46323582898853e-33,1.13673404624428,0.219,0.111,1.40917930779437e-28,"preLEC","gnl3"
1.00493868761997e-32,-0.915177824015502,0.243,0.378,2.19106782061781e-28,"preLEC","dusp1"
1.61307508243387e-32,-0.584454588041335,0.385,0.534,3.51698760223057e-28,"preLEC","pde4ba"
1.63745915092873e-32,-0.230144290882006,0.963,0.98,3.57015218676991e-28,"preLEC","tpm4a"
1.65737900647141e-32,-1.5135906777721,0.076,0.18,3.61358344780961e-28,"preLEC","sema3fb"
1.79812566464445e-32,1.12070716522096,0.219,0.113,3.92045338662429e-28,"preLEC","mak16"
2.4573862883805e-32,1.16754065675883,0.221,0.115,5.357839324556e-28,"preLEC","adssl"
3.96764610810002e-32,-1.13812138108107,0.118,0.234,8.65065880949047e-28,"preLEC","fosl2"
4.90277068513143e-32,-1.34538249393193,0.256,0.366,1.06895109247921e-27,"preLEC","cndp2"
6.48160616288036e-32,-0.946338436090118,0.115,0.236,1.4131845916928e-27,"preLEC","hbp1"
7.94886004747273e-32,-2.05448185616557,0.031,0.114,1.73308995615048e-27,"preLEC","si:ch211-51a6.2"
9.64347058948986e-32,-2.53933256778135,0.015,0.086,2.10256589262647e-27,"preLEC","ism1"
1.07233023358956e-31,-1.16142713275715,0.3,0.415,2.33800160829532e-27,"preLEC","apoeb"
1.28608398685621e-31,1.90199110555812,0.101,0.032,2.80404891654259e-27,"preLEC","cdc6"
1.32169555626233e-31,-1.0467281744411,0.147,0.272,2.88169282131875e-27,"preLEC","CABZ01075125.1"
1.82105759957847e-31,-0.425209644331486,0.666,0.798,3.97045188436093e-27,"preLEC","fosab"
2.03553827123143e-31,-3.23945272133359,0.008,0.071,4.4380840927659e-27,"preLEC","ism2a"
2.47265652765162e-31,1.03746717408129,0.256,0.145,5.39113302723882e-27,"preLEC","dnajc9"
2.53907905013904e-31,1.73577351290716,0.106,0.035,5.53595405301816e-27,"preLEC","gmnn"
2.73411834608385e-31,0.759158404493805,0.442,0.323,5.96119822996662e-27,"preLEC","hint1"
2.81217173078249e-31,0.767349428862908,0.428,0.311,6.13137802462507e-27,"preLEC","polr2l"
3.36035473167582e-31,-0.585269199233037,0.42,0.554,7.32658142147279e-27,"preLEC","hif1al"
3.45273153286176e-31,-0.799025884272848,0.553,0.643,7.52799056109849e-27,"preLEC","glula"
5.11681557039455e-31,1.37812343172681,0.148,0.062,1.11561929881312e-26,"preLEC","dnmt1"
5.21942858390562e-31,1.28633199808558,0.174,0.081,1.13799201414894e-26,"preLEC","CABZ01005379.1"
5.93034646886607e-31,-0.993315643205111,0.167,0.288,1.29299344060687e-26,"preLEC","fuca2"
6.09910921924617e-31,-0.777579077987006,0.238,0.37,1.32978878307224e-26,"preLEC","ftr82"
6.8403005165383e-31,1.19309080189359,0.171,0.078,1.49139072162084e-26,"preLEC","gpatch4"
7.12616944732204e-31,1.59967875743545,0.126,0.048,1.55371872459962e-26,"preLEC","gins2"
7.35142593649331e-31,-0.715831733949949,0.341,0.477,1.60283139693364e-26,"preLEC","flna"
8.0879458781952e-31,0.413616024813063,0.9,0.87,1.7634148398229e-26,"preLEC","cldn5b"
1.60328398324476e-30,-0.865871007351276,0.499,0.603,3.49564006866856e-26,"preLEC","fabp11a"
1.79651596962902e-30,-1.06415575157781,0.126,0.243,3.91694376858216e-26,"preLEC","pycard"
1.97896030493192e-30,-0.838018576326416,0.299,0.42,4.31472715284307e-26,"preLEC","bmp16"
2.21476441602361e-30,0.766701393841941,0.393,0.271,4.82885085625628e-26,"preLEC","si:ch211-51e12.7"
2.23948160292498e-30,-2.79249199516034,0.012,0.078,4.88274173885733e-26,"preLEC","irx5b"
2.71135494082072e-30,-1.13744624820608,0.132,0.248,5.91156717747142e-26,"preLEC","thbs1b"
4.02383287456067e-30,-0.484271828924951,0.499,0.628,8.77316281640463e-26,"preLEC","calm1a"
4.3651232391988e-30,0.906359032588834,0.28,0.164,9.51727819842515e-26,"preLEC","si:ch211-217k17.7"
4.51671062067945e-30,1.83280261688938,0.1,0.032,9.8477841662674e-26,"preLEC","mcmbp"
4.74478141701026e-30,-1.09772975283835,0.18,0.298,1.03450469235075e-25,"preLEC","arrdc3b"
5.08136883733924e-30,1.26866138410387,0.174,0.083,1.10789084760507e-25,"preLEC","bxdc2"
5.60404708331279e-30,1.17025071816316,0.222,0.121,1.22185038557469e-25,"preLEC","mycn"
6.37951769156168e-30,1.29187702756374,0.166,0.077,1.39092624229119e-25,"preLEC","smarcad1a"
6.61096092468188e-30,1.13484765414253,0.187,0.092,1.44138781040839e-25,"preLEC","slbp"
8.23040744194914e-30,1.45723519701651,0.159,0.072,1.79447573456817e-25,"preLEC","myca"
9.90688038329808e-30,0.750590385734138,0.444,0.33,2.15999712997048e-25,"preLEC","denr"
9.97508601059767e-30,1.0146624930243,0.282,0.171,2.17486800289061e-25,"preLEC","baz1b"
1.68473793318402e-29,-1.63167232347325,0.039,0.123,3.67323411572111e-25,"preLEC","tuft1a"
2.4337008149458e-29,-1.49827304785558,0.06,0.152,5.30619788682632e-25,"preLEC","hoxb8a"
2.69641218637629e-29,-0.829422428898395,0.196,0.32,5.87898748995624e-25,"preLEC","nfe2l2a"
3.0491112312117e-29,-0.456367436058938,0.55,0.672,6.64797721741086e-25,"preLEC","cnn2"
4.21144450275135e-29,-0.604297371316973,0.504,0.611,9.18221244934877e-25,"preLEC","cltca"
4.420223997981e-29,0.491140829577097,0.658,0.564,9.63741438279798e-25,"preLEC","psma3"
4.49478453629358e-29,1.19346244335956,0.185,0.092,9.7999787244809e-25,"preLEC","rnaseh2a"
4.83090985566304e-29,1.07651144892766,0.227,0.124,1.05328327583021e-24,"preLEC","rrp1"
