"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.51868476622033e-22,2.31096877592938,0.091,0.012,8.48425270831046e-18,"LEC","si:dkey-261m9.6"
3.79341059408846e-22,0.749360350021293,0.434,0.205,9.1466716244661e-18,"LEC","ezh2"
3.82065037942229e-22,0.846609260294784,0.3,0.117,9.21235219486303e-18,"LEC","rif1"
4.03795084309471e-22,0.769758395095572,0.297,0.115,9.73630707286998e-18,"LEC","aqr"
4.26721308001881e-22,1.89408030074252,0.109,0.018,1.02891041785414e-17,"LEC","si:dkey-23a13.9"
4.33805998010823e-22,0.602054642321068,0.742,0.475,1.0459930224037e-17,"LEC","ube2e1"
4.51165215175604e-22,0.885323063676632,0.231,0.076,1.08784956683142e-17,"LEC","wdr12"
4.63609263885723e-22,0.950095094944198,0.329,0.136,1.11785465708126e-17,"LEC","impdh1b"
4.75136022200972e-22,-1.93861235727299,0.26,0.43,1.14564797673098e-17,"LEC","si:zfos-464b6.2"
5.06169303203497e-22,1.50510973074048,0.138,0.031,1.22047542388427e-17,"LEC","slc6a9"
5.08274724000714e-22,0.70683005145651,0.527,0.276,1.22555201451052e-17,"LEC","pknox2"
5.18178499255018e-22,-1.30200412841773,0.422,0.559,1.2494319974037e-17,"LEC","cavin2b"
5.34107643910745e-22,0.815281030118367,0.223,0.071,1.28784035099759e-17,"LEC","tdh"
5.73288184009827e-22,0.719214765756925,0.335,0.136,1.3823124692845e-17,"LEC","nup93"
5.86675148331811e-22,0.888541850182447,0.386,0.174,1.41459111765766e-17,"LEC","msh6"
5.98345259488749e-22,2.16676475218003,0.099,0.015,1.44273008967927e-17,"LEC","mcph1"
6.13671413671016e-22,0.724512834420914,0.684,0.429,1.47968451264355e-17,"LEC","sh3kbp1"
6.1604147532746e-22,1.7290578604073,0.132,0.028,1.48539920530957e-17,"LEC","mms22l"
6.19633840280525e-22,-2.76899484801484,0.103,0.293,1.4940611156844e-17,"LEC","pdgfba"
6.63031438750756e-22,-0.579449734043237,0.845,0.882,1.59870140511582e-17,"LEC","etv2"
7.28034627796132e-22,1.0491072293104,0.219,0.071,1.75543709454203e-17,"LEC","men1"
7.54004399460755e-22,1.32099717153122,0.151,0.037,1.81805540797977e-17,"LEC","sgpp1"
7.60073471856381e-22,1.66568356971444,0.095,0.014,1.83268915534011e-17,"LEC","si:dkey-23a13.21"
7.63452553802515e-22,1.92806387657549,0.103,0.017,1.84083679772862e-17,"LEC","foxm1"
7.77422634027103e-22,0.788442771680379,0.293,0.112,1.87452145516615e-17,"LEC","ruvbl2"
7.84464006904627e-22,2.77715989986313,0.141,0.034,1.89149961344844e-17,"LEC","sema3d"
8.39107827782883e-22,-0.537706864606718,0.909,0.919,2.02325679435009e-17,"LEC","tie1"
8.66493645480944e-22,0.658947608197595,0.337,0.138,2.08928947798365e-17,"LEC","hsd17b10"
8.7702172116307e-22,0.6347046179017,0.378,0.164,2.1146747740684e-17,"LEC","rnaseh2a"
8.78765184154324e-22,0.595531198926385,0.45,0.211,2.11887861203291e-17,"LEC","srsf10b"
8.92423495455405e-22,1.95870436000804,0.112,0.02,2.15181153224207e-17,"LEC","gcna"
8.93636180051264e-22,0.967535485108716,0.271,0.102,2.15473555733961e-17,"LEC","ppan"
9.2603286364494e-22,0.681306490500357,0.304,0.119,2.23285044082068e-17,"LEC","chtf8"
9.33350231386208e-22,0.73795072163061,0.502,0.26,2.25049407791843e-17,"LEC","slirp"
1.05637346848585e-21,0.508170551664877,0.413,0.184,2.54712770721308e-17,"LEC","lcorl"
1.12451640215561e-21,0.513674591984794,0.795,0.534,2.71143394887761e-17,"LEC","lsm6"
1.21122473587258e-21,0.702963371886584,0.64,0.391,2.92050508313597e-17,"LEC","apex1"
1.21590999503591e-21,0.729796183519301,0.56,0.308,2.93180218003059e-17,"LEC","ppm1g"
1.248671450542e-21,0.965602492840873,0.157,0.039,3.01079660154687e-17,"LEC","ankrd10a"
1.27538797639058e-21,0.997171734093851,0.26,0.096,3.07521548867296e-17,"LEC","prmt5"
1.34823242783171e-21,-0.609299424904444,0.89,0.892,3.25085802998781e-17,"LEC","fmnl3"
1.37063159490625e-21,0.613329455199449,0.676,0.4,3.30486690163795e-17,"LEC","dnmt3ab"
1.45587200035238e-21,2.46124296265823,0.078,0.008,3.51039856724965e-17,"LEC","CR936518.1"
1.47784054026927e-21,0.662114957042937,0.452,0.217,3.56336911069725e-17,"LEC","dnaja2b"
1.53852767470078e-21,0.847352981959865,0.331,0.139,3.70969792923852e-17,"LEC","shmt1"
1.76071256859924e-21,0.667252030468942,0.742,0.538,4.24543014540648e-17,"LEC","banf1"
1.78772329261689e-21,0.592714998118508,0.554,0.288,4.31055840315784e-17,"LEC","tprb"
1.80697663419611e-21,0.695286689523832,0.211,0.066,4.35698206037367e-17,"LEC","arl5a"
1.86695096354459e-21,0.588868359410638,0.769,0.5,4.50159216329872e-17,"LEC","ube2ib"
1.90456540344478e-21,0.750299316865246,0.314,0.127,4.59228810078606e-17,"LEC","timeless"
1.90931376733177e-21,0.874227864505884,0.483,0.258,4.60373735579038e-17,"LEC","lig1"
1.93843149489968e-21,0.900640988382444,0.496,0.261,4.67394602050211e-17,"LEC","prox3"
1.94107151383855e-21,0.710506524271834,0.258,0.093,4.68031163416752e-17,"LEC","cmtr1"
1.98163122685229e-21,-2.73573220504646,0.095,0.283,4.77810921418624e-17,"LEC","LRATD2"
2.06534423901016e-21,0.673471347563387,0.547,0.286,4.97995802910129e-17,"LEC","rgs3b"
2.11924771335636e-21,1.5952894843945,0.128,0.027,5.10993008644486e-17,"LEC","rbbp8"
2.18393960765373e-21,0.696773219865905,0.419,0.193,5.26591518197468e-17,"LEC","tufm"
2.22243757494169e-21,0.928878141237456,0.258,0.095,5.35874148069941e-17,"LEC","bop1"
2.29175556398758e-21,0.751966251269581,0.26,0.094,5.52588101588685e-17,"LEC","aatf"
2.49027165482558e-21,0.59734866092538,0.913,0.774,6.00454301411544e-17,"LEC","tmem88a"
2.5998154875994e-21,0.752611185950292,0.31,0.124,6.26867510369969e-17,"LEC","nav2b"
2.69903826609769e-21,0.883304071150281,0.18,0.051,6.50792106721475e-17,"LEC","ccnb3"
2.91680193112589e-21,0.804340184609749,0.275,0.104,7.03299281633075e-17,"LEC","tomm40l"
2.94619701056938e-21,2.02216153641283,0.101,0.017,7.10387023188489e-17,"LEC","CU457819.5"
3.39778247204768e-21,0.613820159217884,0.556,0.301,8.19273309660138e-17,"LEC","hdac4"
3.40835338248291e-21,0.583989098156413,0.49,0.242,8.21822167584278e-17,"LEC","rbfox2"
3.48795516644607e-21,0.585161515427857,0.833,0.578,8.41015749733476e-17,"LEC","nfia"
3.52699022156732e-21,0.715838176378508,0.713,0.492,8.50427882224312e-17,"LEC","cnbpa"
3.73473987241747e-21,0.640765729911359,0.484,0.242,9.005204780373e-17,"LEC","mtdhb"
3.80637486008282e-21,0.54136898318618,0.587,0.314,9.1779310626317e-17,"LEC","elob.1"
3.87586260656157e-21,0.695156874848487,0.483,0.248,9.34547991694126e-17,"LEC","chd1"
3.88812460346022e-21,-2.94108577593984,0.114,0.301,9.37504604386328e-17,"LEC","smad6b"
3.93418445906638e-21,0.654495985846438,0.337,0.142,9.48610556770085e-17,"LEC","esf1"
4.03474974238593e-21,1.35244401640277,0.112,0.021,9.72858857884095e-17,"LEC","hist1h2ba"
4.42630185642669e-21,1.49325423388064,0.097,0.015,1.0672699036216e-16,"LEC","zgc:112234.5"
4.48573646197806e-21,-0.868717029903465,0.684,0.709,1.08160077571215e-16,"LEC","vamp5"
4.53105986642584e-21,0.804428762666516,0.31,0.126,1.0925291549926e-16,"LEC","fam207a"
4.72515345002956e-21,1.20447350353566,0.143,0.034,1.13932899987113e-16,"LEC","recql4"
4.91267996486764e-21,1.04307951579598,0.238,0.085,1.18454539312889e-16,"LEC","wdhd1"
4.94257540309518e-21,3.25638457279935,0.078,0.009,1.19175378119431e-16,"LEC","mctp1a"
5.06196081448302e-21,0.617763430326367,0.438,0.208,1.22053999158815e-16,"LEC","naa40.1"
5.0874847753474e-21,1.05593241693167,0.165,0.045,1.22669432903176e-16,"LEC","depdc1a"
5.23019673501957e-21,0.821371276784629,0.293,0.116,1.26110503674792e-16,"LEC","si:dkey-239h2.3"
5.50784244861117e-21,2.77789907822504,0.07,0.006,1.32805097120912e-16,"LEC","si:ch211-113a14.19.4"
5.54138995868968e-21,0.592555649493233,0.548,0.288,1.33613994683926e-16,"LEC","nudt21"
5.63118229174608e-21,1.1609894990246,0.182,0.053,1.35779067418581e-16,"LEC","umps"
6.11405449998385e-21,0.563556130128647,0.535,0.279,1.47422082103611e-16,"LEC","emc6"
6.17294820114139e-21,1.04805584720627,0.18,0.052,1.48842127025921e-16,"LEC","CT573476.1"
6.31784508470802e-21,0.633434479569174,0.366,0.159,1.5233588068248e-16,"LEC","nup62l"
6.48391703196294e-21,1.17683451713037,0.205,0.067,1.5634020747469e-16,"LEC","eef1akmt1"
6.61200156279727e-21,0.942980589041837,0.225,0.076,1.59428581682168e-16,"LEC","pycr1b"
6.7396646033723e-21,2.19586267776128,0.093,0.014,1.62506792916513e-16,"LEC","etaa1"
7.08523235035034e-21,0.853633625747265,0.238,0.084,1.70839122431647e-16,"LEC","cenps"
7.54141996706742e-21,0.627863826218059,0.516,0.266,1.8183871824593e-16,"LEC","raph1b"
7.72578355849148e-21,4.13003359866977,0.064,0.005,1.86284093162347e-16,"LEC","CR377229.1"
7.8418809279967e-21,0.597069201227563,0.694,0.426,1.89083432935856e-16,"LEC","vdac1"
7.89963612767137e-21,1.25767676633766,0.161,0.043,1.90476026310412e-16,"LEC","mlh1"
8.41168405052252e-21,0.599972932141376,0.601,0.338,2.02822525826199e-16,"LEC","lmnb1"
8.62601468283528e-21,0.615474712175411,0.37,0.166,2.07990466032524e-16,"LEC","zcchc7"
8.83230460360238e-21,0.772624771467457,0.252,0.091,2.12964528602061e-16,"LEC","orc3"
8.91313776868078e-21,-0.96515764560214,0.669,0.723,2.14913577878431e-16,"LEC","gstp1"
8.95147719801022e-21,0.608919391642759,0.49,0.245,2.15838018198422e-16,"LEC","SCARF2"
9.24012090596321e-21,2.65629421184447,0.081,0.01,2.22797795284585e-16,"LEC","si:ch211-129c21.1"
9.51664776084237e-21,0.284495478463237,0.996,0.978,2.29465410809431e-16,"LEC","cfl1"
9.59752463552326e-21,0.693786787991422,0.488,0.254,2.31415514011737e-16,"LEC","got2b"
9.72828733881007e-21,0.678137860411399,0.444,0.216,2.34568464313388e-16,"LEC","polr2k"
9.78498984483077e-21,0.871810209027381,0.318,0.133,2.35935675138559e-16,"LEC","pde7a"
9.81391860429669e-21,0.853419169144462,0.306,0.124,2.36633205386802e-16,"LEC","exosc2"
1.01308209476519e-20,3.29082458463273,0.062,0.004,2.44274354689783e-16,"LEC","hist1h4l.12"
1.03246326056969e-20,-1.92452805652787,0.233,0.412,2.48947541388565e-16,"LEC","pbx1a"
1.07753692317759e-20,-2.70933943456496,0.12,0.3,2.5981570291658e-16,"LEC","mmrn2b"
1.1014159376943e-20,1.10672853290762,0.155,0.04,2.65573410896849e-16,"LEC","swi5"
1.11125064350048e-20,2.87753316463196,0.06,0.004,2.67944755160836e-16,"LEC","CR354435.1"
1.16052926705439e-20,0.422007430542652,0.942,0.856,2.79826816872154e-16,"LEC","atp5f1b"
1.27083578915939e-20,0.711724820427823,0.248,0.089,3.06423925482111e-16,"LEC","ftsj3"
1.30300070834083e-20,0.605372099742084,0.32,0.131,3.1417953079514e-16,"LEC","usp39"
1.33565590305952e-20,0.541030764287549,0.8,0.559,3.22053351345713e-16,"LEC","eif5b"
1.40674324832053e-20,0.600920242976613,0.738,0.48,3.39193932035047e-16,"LEC","cbx1a"
1.41806417391687e-20,1.41777831242372,0.093,0.014,3.41923633614835e-16,"LEC","zgc:112234.3"
1.42052379889246e-20,1.24036805665161,0.138,0.033,3.42516698388949e-16,"LEC","haus7"
1.4265773763758e-20,0.690740969124392,0.504,0.259,3.43976336991733e-16,"LEC","DGKI"
1.45110929260154e-20,0.457411435401326,0.905,0.697,3.49891472632082e-16,"LEC","rab11bb"
1.45196136786532e-20,-2.04556126919916,0.236,0.407,3.50096925019685e-16,"LEC","zgc:153184"
1.51504098776324e-20,2.42345080415408,0.079,0.01,3.65306682969472e-16,"LEC","si:ch73-380l10.2"
1.5210336113334e-20,-1.14065213053152,0.531,0.6,3.6675162436471e-16,"LEC","perp"
1.54950649745507e-20,1.31999882551107,0.159,0.043,3.73617006666366e-16,"LEC","dnmt3bb.2"
1.56076596158515e-20,0.594812235684454,0.452,0.221,3.76331888657412e-16,"LEC","rnf38"
1.603436183934e-20,0.688297138805845,0.386,0.174,3.86620532670167e-16,"LEC","usp1"
1.60970091547696e-20,0.467341217460139,0.882,0.73,3.88131084739804e-16,"LEC","ddx5"
1.69640684460934e-20,-2.16411460732739,0.126,0.314,4.09037618372205e-16,"LEC","anks1ab"
1.78213390790103e-20,0.693398140497393,0.302,0.122,4.29708127873096e-16,"LEC","eif2b1"
1.85873407986089e-20,0.550989383892591,0.75,0.464,4.48177961336057e-16,"LEC","cd99l2"
1.91297451704109e-20,0.545199459159656,0.767,0.513,4.61256415548948e-16,"LEC","si:dkey-67c22.2"
1.91393391034585e-20,-0.697096013634459,0.878,0.848,4.61487744462591e-16,"LEC","plecb"
1.95454793351882e-20,0.693475607806857,0.409,0.192,4.71280597730058e-16,"LEC","coro1cb"
1.98664461453012e-20,0.956992724341533,0.24,0.087,4.79019749455502e-16,"LEC","si:ch211-13k12.2"
2.06319531457432e-20,-2.57120114791637,0.124,0.305,4.9747765425016e-16,"LEC","insra"
2.11025493084084e-20,1.47282084537313,0.114,0.023,5.08824668924343e-16,"LEC","ska1"
2.17245876577406e-20,-3.15550875840635,0.039,0.21,5.23823257603442e-16,"LEC","efemp2b"
2.18827834726104e-20,0.622972923425354,0.273,0.104,5.27637675091582e-16,"LEC","mpped2a"
2.21175425214295e-20,1.47216503630664,0.099,0.017,5.33298185276707e-16,"LEC","ADGRL3"
2.36339488319782e-20,0.972043179290845,0.205,0.067,5.69861774236659e-16,"LEC","orc6"
2.37085901717522e-20,0.574449664937385,0.419,0.196,5.71661526221288e-16,"LEC","prkrip1"
2.39382520041509e-20,1.51387299875229,0.109,0.02,5.77199132324087e-16,"LEC","TTC9"
2.46508843434989e-20,1.15253428488733,0.147,0.037,5.94382123290446e-16,"LEC","uacab"
2.48578026710218e-20,1.38668011719953,0.141,0.035,5.99371338003677e-16,"LEC","cep152"
2.49808552351398e-20,0.471683834006555,0.421,0.199,6.0233838142969e-16,"LEC","creb5b"
2.51204205170121e-20,0.610818424064827,0.483,0.243,6.05703579506195e-16,"LEC","mta2"
2.52285464083244e-20,0.80253176659765,0.32,0.136,6.08310710997518e-16,"LEC","si:dkey-30c15.10"
2.56774684422027e-20,0.622862966339839,0.409,0.191,6.19135119078392e-16,"LEC","psmg3"
2.61846124202282e-20,-1.6594884836431,0.308,0.465,6.31363374676542e-16,"LEC","oaz2a"
2.63876160771418e-20,-1.44076920370371,0.422,0.547,6.36258198852042e-16,"LEC","fosb"
2.65350713260405e-20,0.923770010393422,0.283,0.113,6.39813639813489e-16,"LEC","sh3glb2b"
2.68785218910872e-20,2.47159035784521,0.07,0.007,6.48094919837894e-16,"LEC","FP325123.2"
2.72603232848692e-20,1.10665647729286,0.167,0.047,6.57300915044766e-16,"LEC","pold2"
2.74983353304284e-20,1.56980151872567,0.105,0.019,6.6303986148729e-16,"LEC","dbf4b"
2.81643905511347e-20,0.806261933263935,0.248,0.091,6.79099784968961e-16,"LEC","si:ch211-266i6.3"
2.85470120137985e-20,2.77183516834309,0.076,0.009,6.88325553676709e-16,"LEC","hist1h4l.19"
2.91249865326117e-20,0.545497084947176,0.771,0.505,7.02261675274333e-16,"LEC","eif1b"
2.92055337658056e-20,0.987379548414727,0.207,0.068,7.04203830161105e-16,"LEC","gabpb2a"
2.99390755501018e-20,0.648676939088153,0.428,0.206,7.21890989664054e-16,"LEC","thop1"
3.10833580408217e-20,0.609327762731291,0.355,0.154,7.49481929080293e-16,"LEC","si:ch211-266o15.1"
3.16531648356641e-20,1.09404401213491,0.279,0.114,7.63221110517533e-16,"LEC","cdc20"
3.18050536317814e-20,0.752522301017841,0.314,0.131,7.66883453169513e-16,"LEC","utp3"
3.38469272483955e-20,0.634243277779586,0.457,0.23,8.16117109813313e-16,"LEC","akirin2"
3.39945191684373e-20,-2.02295489595522,0.182,0.37,8.1967584618936e-16,"LEC","cyp1a"
3.42666287322655e-20,0.837416056239518,0.461,0.237,8.26236951992386e-16,"LEC","mical2a"
3.52216965813233e-20,0.544391874216118,0.793,0.548,8.49265547968867e-16,"LEC","psmd3"
3.55293396780821e-20,1.02954562222297,0.202,0.066,8.56683438317916e-16,"LEC","bub1ba"
3.55434052724226e-20,0.591581623803976,0.589,0.328,8.57022587928655e-16,"LEC","prpf8"
3.60318075373628e-20,0.615527008470722,0.56,0.312,8.68798943340893e-16,"LEC","mcts1"
3.65343111050922e-20,0.667768672010774,0.316,0.131,8.80915309365982e-16,"LEC","ddx52"
3.65908202957363e-20,0.779778081710352,0.304,0.126,8.82277858970793e-16,"LEC","suz12a"
3.69525599254417e-20,1.21829202638556,0.202,0.066,8.9100012492225e-16,"LEC","knstrn"
3.71774002175972e-20,0.529692869447446,0.525,0.265,8.96421474046703e-16,"LEC","hmg20a"
3.7943957362794e-20,0.592382822564365,0.645,0.379,9.14904699931689e-16,"LEC","supt16h"
3.80579176174485e-20,0.527022824818511,0.802,0.541,9.17652509591918e-16,"LEC","smarce1"
3.96586419131627e-20,0.685593920184898,0.357,0.16,9.56249173810179e-16,"LEC","bms1"
4.01131058844135e-20,0.689675140582518,0.421,0.201,9.67207209084979e-16,"LEC","mak16"
4.22472979870397e-20,3.47767145292381,0.064,0.005,1.0186668490635e-15,"LEC","GNAZ"
4.31172406185737e-20,1.08936945566735,0.3,0.128,1.03964290579505e-15,"LEC","rrs1"
4.84901982650233e-20,0.529151838523398,0.754,0.479,1.16919566056624e-15,"LEC","smad5"
5.16561641337231e-20,0.63204834919051,0.382,0.175,1.24553342959233e-15,"LEC","robo3"
5.27424497196068e-20,0.547026733457488,0.748,0.501,1.27172594763916e-15,"LEC","ilf3b"
5.36788692934709e-20,0.348528606626848,0.95,0.864,1.29430489640417e-15,"LEC","slc25a3b"
5.39042146705139e-20,0.987567245282617,0.2,0.065,1.29973842413543e-15,"LEC","si:dkey-23a13.22"
5.52458687386761e-20,0.754188974222715,0.382,0.179,1.33208838702696e-15,"LEC","phb2b"
5.5960194580784e-20,0.687371269891016,0.413,0.198,1.34931221173186e-15,"LEC","arl14ep"
6.10242173350125e-20,0.724857843275023,0.31,0.128,1.47141592838182e-15,"LEC","C1H3orf70.1"
6.26760987301655e-20,0.590280575004091,0.769,0.553,1.51124609258175e-15,"LEC","etf1b"
6.32911283293494e-20,0.622816306830313,0.944,0.857,1.52607568627727e-15,"LEC","zgc:153409"
6.38833214209167e-20,0.677828100993712,0.442,0.22,1.54035464610114e-15,"LEC","tpra"
6.43200996866994e-20,0.866725171793417,0.194,0.062,1.5508862436457e-15,"LEC","brip1"
6.86899754688786e-20,0.653714105532812,0.424,0.205,1.6562526885056e-15,"LEC","llph"
6.87400054838274e-20,1.16921659766224,0.202,0.066,1.65745901222605e-15,"LEC","plekho1b"
6.92568928822598e-20,0.700500618444635,0.267,0.102,1.66992220117705e-15,"LEC","rbm34"
6.95633734850996e-20,0.47896287543575,0.843,0.661,1.67731206147272e-15,"LEC","hnrnpa1b"
7.11153594976615e-20,0.559858354522143,0.552,0.303,1.71473354820761e-15,"LEC","rbb4l"
7.17679619648556e-20,1.06159202491548,0.165,0.047,1.7304690988966e-15,"LEC","rpia"
7.35804939412187e-20,0.406335873335834,0.953,0.848,1.77417286991067e-15,"LEC","eif5a2"
7.57283142603595e-20,0.837620688207616,0.277,0.11,1.82596111344579e-15,"LEC","cldn11b"
7.71621215664659e-20,0.554893113234056,0.609,0.342,1.86053307521062e-15,"LEC","ddx3xb"
7.94194343798836e-20,0.650768247450957,0.364,0.166,1.91496140176775e-15,"LEC","anapc1"
8.1411261565116e-20,1.26688557962133,0.599,0.399,1.96298833885808e-15,"LEC","zgc:110425"
8.18774457918549e-20,0.989894448651149,0.182,0.056,1.9742289729332e-15,"LEC","dsn1"
8.44017598675549e-20,-4.23189690103214,0.023,0.181,2.03509523392648e-15,"LEC","hoxb6a"
8.54556927565959e-20,0.783813674274238,0.359,0.161,2.06050766374704e-15,"LEC","ddx47"
8.71039100633708e-20,0.617283433190278,0.717,0.463,2.100249479448e-15,"LEC","usp10"
9.02836142807328e-20,0.66080256638217,0.401,0.193,2.17691850753703e-15,"LEC","wdr43"
9.25157396516482e-20,0.827948534836866,0.306,0.128,2.23073951448054e-15,"LEC","xpo7"
9.55871261908831e-20,0.588934422322627,0.266,0.102,2.30479678671457e-15,"LEC","ube2s"
9.72784261527077e-20,0.519171906104661,0.791,0.554,2.34557741139409e-15,"LEC","pdap1a"
9.89765996392426e-20,0.55815566661773,0.324,0.136,2.38652377050142e-15,"LEC","ptrh2"
1.05218724723876e-19,0.355198724910891,0.959,0.889,2.5370338905421e-15,"LEC","eif3f"
1.09469132442013e-19,0.526672220132693,0.643,0.368,2.63951972144181e-15,"LEC","taf3"
1.10830784870472e-19,-1.06186274622584,0.618,0.664,2.67235188479682e-15,"LEC","dap1b"
1.12779491252776e-19,0.577033656975122,0.659,0.403,2.71933909308694e-15,"LEC","eif3ja"
1.14239372130546e-19,0.816065956859945,0.215,0.073,2.75453974081173e-15,"LEC","ttf1"
1.16644072891153e-19,0.609432260386131,0.366,0.168,2.81252188555147e-15,"LEC","polr2j"
1.16927943257154e-19,-0.713624442510093,0.733,0.763,2.8193665678165e-15,"LEC","si:dkeyp-97a10.2"
1.17192656298997e-19,-0.844401678299581,0.715,0.758,2.82574932868142e-15,"LEC","sele"
1.21509983178315e-19,1.43238760649553,0.13,0.031,2.92984871439552e-15,"LEC","fgf12b"
1.21823165125163e-19,0.467229884321894,0.886,0.656,2.93740015749792e-15,"LEC","elk3"
1.27451073023338e-19,0.57244770481062,0.516,0.274,3.07310027273872e-15,"LEC","fkbp4"
1.33211790014665e-19,0.975284160286686,0.3,0.127,3.2120026808336e-15,"LEC","serpinf1"
1.34383076772114e-19,0.864101678626241,0.238,0.086,3.24024474712922e-15,"LEC","coil"
1.39820212778993e-19,0.790056399455627,0.374,0.175,3.37134497052708e-15,"LEC","mphosph10"
1.42663523674611e-19,0.38391471061167,0.948,0.826,3.43990288284222e-15,"LEC","atp5fa1"
1.46296929487542e-19,-0.589262765832914,0.855,0.881,3.52751156380362e-15,"LEC","man1a1"
1.47438594593966e-19,0.57228717401463,0.415,0.196,3.5550393928497e-15,"LEC","uchl5"
1.49710889032799e-19,0.551754225777763,0.68,0.414,3.60982895635886e-15,"LEC","si:ch73-22o12.1"
1.50314086875417e-19,0.577095502144086,0.638,0.375,3.62437326274006e-15,"LEC","kif1b"
1.53131995444063e-19,0.562463415777888,0.572,0.314,3.69231867414724e-15,"LEC","ncbp2"
1.54683987816312e-19,2.4054512239255,0.097,0.017,3.72974031422691e-15,"LEC","dchs1a"
1.5746904577169e-19,0.763163388252985,0.415,0.205,3.796893631647e-15,"LEC","mcm3"
1.62804992648756e-19,-2.83933644130485,0.097,0.271,3.92555398274681e-15,"LEC","epas1b"
1.70138951919631e-19,0.616748494522303,0.723,0.491,4.10239040868615e-15,"LEC","ipo7"
1.70737287991352e-19,0.508244110549565,0.322,0.135,4.11681748804748e-15,"LEC","ctps1a"
1.73189081541044e-19,0.567337949723218,0.436,0.214,4.17593513411766e-15,"LEC","ptges3a"
1.76517681398782e-19,0.671703583080068,0.335,0.147,4.25619433388744e-15,"LEC","sf3b4"
1.76820056548335e-19,0.855030679242678,0.357,0.164,4.26348520349344e-15,"LEC","ppp1r9ala"
1.77139953570529e-19,0.760290829496381,0.343,0.154,4.2711985604926e-15,"LEC","timm23a"
1.77332970743541e-19,1.34622529483245,0.122,0.027,4.27585259056827e-15,"LEC","sgo1"
1.85274632586946e-19,0.831005445737503,0.308,0.131,4.46734194093644e-15,"LEC","sik2b"
1.87949500607811e-19,0.726752951667923,0.273,0.108,4.53183835865554e-15,"LEC","nxt2"
1.89908218425418e-19,0.583667104330875,0.7,0.456,4.57906696267369e-15,"LEC","si:ch211-51e12.7"
1.92503756416201e-19,1.68235695594783,0.118,0.026,4.64165057470743e-15,"LEC","si:ch1073-159d7.7"
1.94143288189084e-19,0.5361886460735,0.711,0.424,4.68118296481519e-15,"LEC","sf3b2"
1.97919852929284e-19,-1.7767359375765,0.31,0.45,4.7722434938309e-15,"LEC","sesn3"
1.99511228164402e-19,-2.67010744868307,0.12,0.3,4.81061473350005e-15,"LEC","adma"
2.06492873129816e-19,0.601168081400101,0.535,0.293,4.97895615690613e-15,"LEC","sub1b"
2.27600174858469e-19,0.778503428122234,0.234,0.085,5.48789541618741e-15,"LEC","thumpd1"
2.37166800456876e-19,0.734941929534314,0.312,0.133,5.71856589261618e-15,"LEC","ddx51"
2.53015377236549e-19,0.397001501428341,0.94,0.836,6.10070677592767e-15,"LEC","atp5l"
2.57732474208635e-19,0.613993200145579,0.351,0.156,6.2144454181186e-15,"LEC","rnf165a"
2.60273634959751e-19,2.92527204125509,0.064,0.006,6.27571788614951e-15,"LEC","CU457819.2"
2.68261844652124e-19,0.340773827573083,0.979,0.925,6.46832959825201e-15,"LEC","btf3"
2.70083457590273e-19,0.845345004119923,0.362,0.166,6.51225232941667e-15,"LEC","csgalnact1a"
2.76063242770384e-19,1.35263768206867,0.128,0.03,6.65643690967951e-15,"LEC","ncapg2"
2.79393567130486e-19,0.769418166297398,0.242,0.091,6.73673769065028e-15,"LEC","plekhf2"
2.8105594670798e-19,0.574640177733575,0.36,0.162,6.77682098702282e-15,"LEC","rbm26"
3.03669542806396e-19,0.640240539300478,0.467,0.243,7.32208001614782e-15,"LEC","prrc2c"
3.13511014098199e-19,0.83776080689037,0.192,0.062,7.55937757193578e-15,"LEC","tp53rk"
3.16522291651116e-19,0.628021318723798,0.366,0.166,7.63198549629171e-15,"LEC","si:dkey-159f12.2"
3.20635363048139e-19,0.546397439655057,0.76,0.505,7.73115987381673e-15,"LEC","tardbp"
3.22910002212047e-19,-2.43981275753837,0.124,0.299,7.78600597333688e-15,"LEC","tlr5b"
3.33977539204899e-19,0.549879302331364,0.442,0.218,8.05286642530852e-15,"LEC","lmf2b"
3.41501648988751e-19,0.594376773468299,0.496,0.257,8.23428776041676e-15,"LEC","tomm22"
3.54058941198559e-19,0.665291224245634,0.331,0.146,8.53706919017964e-15,"LEC","syncripl"
3.56061751270546e-19,0.737760644496399,0.357,0.166,8.5853609466354e-15,"LEC","slc4a11"
3.66650814551335e-19,1.849403501484,0.072,0.008,8.8406844404618e-15,"LEC","hist1h4l.7"
3.74253537048135e-19,0.774626915068423,0.339,0.15,9.02400128530464e-15,"LEC","nol4lb"
3.76685640479463e-19,0.649497343403574,0.372,0.173,9.08264416324081e-15,"LEC","zgc:158803"
3.89297835807722e-19,0.619079486541916,0.391,0.185,9.38674941699579e-15,"LEC","lta4h"
3.97471509079514e-19,0.89877487403329,0.254,0.097,9.58383302692523e-15,"LEC","efna3b"
3.99704758493204e-19,0.616889170204568,0.331,0.144,9.63768113678814e-15,"LEC","nup58"
4.17386272514438e-19,0.817603784326382,0.283,0.116,1.00640178028681e-14,"LEC","ltv1"
4.33980009937872e-19,-0.777251814249813,0.816,0.816,1.0464125999622e-14,"LEC","btg2"
4.37660369168647e-19,0.668023896989269,0.436,0.217,1.05528668213944e-14,"LEC","znf346"
