"cat","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes","GOTerm","cluster","direction"
"GO_Biological_Process_AutoRIF","regulation_of_DNA_binding_(GO:0051101)","1 of 157",0.1658671135085011,0.2537558491039965,0.18340774225761983,0.2805798585534684,-1.0538299954470585,1.8932775973919584,"sema3d","GO:0051101","LEC","downregulated"
"GO_Biological_Process_AutoRIF","blood_vessel_endothelial_cell_migration_(GO:0043534)","1 of 172",0.18025770666591084,0.259611597913879,0.1992122678387081,0.28689154596693267,-1.0997248859531914,1.8842331515983803,"sema3d","GO:0043534","LEC","downregulated"
"GO_Biological_Process_AutoRIF","regulation_of_heart_morphogenesis_(GO:2000826)","1 of 153",0.16198900069119831,0.2537558491039965,0.17914832799976807,0.2805798585534684,-0.9975703806513648,1.8158043846660548,"nfatc1","GO:2000826","LEC","downregulated"
"GO_Biological_Process_AutoRIF","cell_migration_in_hindbrain_(GO:0021535)","1 of 155",0.1639302079045514,0.2537558491039965,0.18128040938252463,0.2805798585534684,-0.9740998377377444,1.761478864236102,"sema3d","GO:0021535","LEC","downregulated"
"GO_Biological_Process_AutoRIF","regulation_of_developmental_growth_(GO:0048638)","1 of 173",0.1812085878902221,0.259611597913879,0.20025651413597548,0.28689154596693267,-1.015497312111456,1.7345775513841817,"sema3d","GO:0048638","LEC","downregulated"
"GO_Biological_Process_AutoRIF","muscle_cell_migration_(GO:0014812)","1 of 157",0.1658671135085011,0.2537558491039965,0.18340774225761983,0.2805798585534684,-0.9392786556682836,1.68747828792897,"sema3d","GO:0014812","LEC","downregulated"
"GO_Biological_Process_AutoRIF","myotube_cell_development_(GO:0014904)","1 of 181",0.18877774789734056,0.26259945575011356,0.20856854910662473,0.2900779998172308,-1.0036351036851536,1.6732452828782174,"meox1","GO:0014904","LEC","downregulated"
"GO_Biological_Process_AutoRIF","caudal_fin_development_(GO:0033336)","1 of 163",0.17165211144236667,0.25608909474828334,0.18976133792108812,0.28309607651949953,-0.944224681106424,1.6639934248776145,"sema3d","GO:0033336","LEC","downregulated"
"GO_Biological_Process_AutoRIF","skeletal_muscle_cell_differentiation_(GO:0035914)","1 of 205",0.2110857477633056,0.2752725868908279,0.23306190618487607,0.3039162697455335,-1.0509075768960878,1.634677110132018,"meox1","GO:0035914","LEC","downregulated"
"GO_Biological_Process_AutoRIF","optic_nerve_development_(GO:0021554)","1 of 173",0.1812085878902221,0.259611597913879,0.20025651413597548,0.28689154596693267,-0.9370537628487764,1.6005876156363172,"sema3d","GO:0021554","LEC","downregulated"
"GO_Biological_Process_AutoRIF","axon_guidance_(GO:0007411)","1 of 186",0.19347443563516412,0.26259945575011356,0.2137258770339684,0.2900779998172308,-0.9442012730799146,1.5509543500867342,"sema3d","GO:0007411","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neural_crest_cell_development_(GO:0014032)","1 of 174",0.18215841400587096,0.259611597913879,0.2012995930265219,0.28689154596693267,-0.9088563355843442,1.5476719714984375,"sema3d","GO:0014032","LEC","downregulated"
"GO_Biological_Process_AutoRIF","forebrain_neuron_development_(GO:0021884)","1 of 184",0.1915988902419732,0.26259945575011356,0.21166641340589978,0.2900779998172308,-0.9341193262024674,1.5434931947489237,"sema3d","GO:0021884","LEC","downregulated"
"GO_Biological_Process_AutoRIF","skeletal_muscle_tissue_development_(GO:0007519)","1 of 219",0.22382648714488987,0.2774835217344182,0.2470473703830888,0.3062710550639662,-1.016096228735737,1.5209783277337228,"meox1","GO:0007519","LEC","downregulated"
"GO_Biological_Process_AutoRIF","vascular_endothelial_growth_factor_signaling_pathway_(GO:0038084)","1 of 193",0.20000612170502705,0.2661846178574257,0.22089772634837146,0.2939888858018769,-0.9409739683345008,1.5144103778665303,"nfatc1","GO:0038084","LEC","downregulated"
"GO_Biological_Process_AutoRIF","nuclear_migration_(GO:0007097)","1 of 149",0.15809364486044972,0.2532296435375347,0.1748698843764796,0.28010131922250253,-0.8168378079097885,1.5067126631856167,"sema3d","GO:0007097","LEC","downregulated"
"GO_Biological_Process_AutoRIF","skeletal_muscle_fiber_development_(GO:0048741)","1 of 192",0.19907613135170252,0.2661846178574257,0.21987662245396364,0.2939888858018769,-0.9212429906119372,1.4869487925058062,"meox1","GO:0048741","LEC","downregulated"
"GO_Biological_Process_AutoRIF","mitochondrial_gene_expression_(GO:0140053)","1 of 169",0.17739872125671716,0.259611597913879,0.19607251360644704,0.28689154596693267,-0.8397023553566033,1.4521438172236378,"cox7c","GO:0140053","LEC","downregulated"
"GO_Biological_Process_AutoRIF","negative_regulation_of_DNA_metabolic_process_(GO:0051053)","1 of 187",0.19441064679842648,0.26259945575011356,0.2147538783177288,0.2900779998172308,-0.8747256356122423,1.4326104441260474,"meox1","GO:0051053","LEC","downregulated"
"GO_Biological_Process_AutoRIF","endothelial_cell_migration_(GO:0043542)","1 of 217",0.22201850812762763,0.2774835217344182,0.24506293282238586,0.3062710550639662,-0.8734888559764142,1.3145959508200789,"sema3d","GO:0043542","LEC","downregulated"
"GO_Biological_Process_AutoRIF","bone_morphogenesis_(GO:0060349)","1 of 214",0.21929898462019676,0.2774835217344182,0.24207787154509275,0.3062710550639662,-0.8316392053617537,1.2618621783971145,"nfatc1","GO:0060349","LEC","downregulated"
"GO_Biological_Process_AutoRIF","erythrocyte_differentiation_(GO:0030218)","1 of 249",0.2504685955254211,0.2851246276106995,0.27628188010996774,0.31450956163461735,-0.8887485657862259,1.2304028300739194,"piezo1","GO:0030218","LEC","downregulated"
"GO_Biological_Process_AutoRIF","negative_regulation_of_signaling_(GO:0023057)","1 of 204",0.21016808084370314,0.2752725868908279,0.23205448140727808,0.3039162697455335,-0.7838444799580128,1.2226779962333827,"sema3d","GO:0023057","LEC","downregulated"
"GO_Biological_Process_AutoRIF","nerve_growth_factor_signaling_pathway_(GO:0038180)","1 of 211",0.21657036940405838,0.2774835217344182,0.23908269903858875,0.3062710550639662,-0.797475149814998,1.2200091857872528,"sema3d","GO:0038180","LEC","downregulated"
"GO_Biological_Process_AutoRIF","muscle_organ_development_(GO:0007517)","1 of 219",0.22382648714488987,0.2774835217344182,0.2470473703830888,0.3062710550639662,-0.7900569146309667,1.182623663828592,"meox1","GO:0007517","LEC","downregulated"
"GO_Biological_Process_AutoRIF","muscle_cell_differentiation_(GO:0042692)","1 of 207",0.21291802300947998,0.2752725868908279,0.23507335781422498,0.3039162697455335,-0.7504698343935609,1.1608628043085236,"meox1","GO:0042692","LEC","downregulated"
"GO_Biological_Process_AutoRIF","central_nervous_system_neuron_development_(GO:0021954)","1 of 246",0.24784426811189,0.2851246276106995,0.2734029138072823,0.31450956163461735,-0.8255050394465397,1.15154211914896,"sema3d","GO:0021954","LEC","downregulated"
"GO_Biological_Process_AutoRIF","circulatory_system_development_(GO:0072359)","1 of 236",0.2390328855193538,0.2851246276106995,0.2637353462112596,0.31450956163461735,-0.7815964651301514,1.11858501703736,"sema3d","GO:0072359","LEC","downregulated"
"GO_Biological_Process_AutoRIF","retinoid_metabolic_process_(GO:0001523)","1 of 252",0.2530841632131353,0.2863014596348592,0.2791510632636681,0.31578964031702444,-0.8020063283631795,1.101983309472326,"meox1","GO:0001523","LEC","downregulated"
"GO_Biological_Process_AutoRIF","optic_nerve_formation_(GO:0021634)","1 of 213",0.21839045783520628,0.2774835217344182,0.24108060558689717,0.3062710550639662,-0.7130506793816571,1.0848857357581567,"sema3d","GO:0021634","LEC","downregulated"
"GO_Biological_Process_AutoRIF","cardiovascular_system_development_(GO:0072358)","1 of 242",0.244331490326143,0.2851246276106995,0.26954902581742146,0.31450956163461735,-0.7593778104577891,1.0701375428838902,"sema3d","GO:0072358","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neural_tube_patterning_(GO:0021532)","1 of 207",0.21291802300947998,0.2752725868908279,0.23507335781422498,0.3039162697455335,-0.6736356418061499,1.0420119828815988,"sema3d","GO:0021532","LEC","downregulated"
"GO_Biological_Process_AutoRIF","cartilage_morphogenesis_(GO:0060536)","1 of 248",0.24959479438629337,0.2851246276106995,0.2753233130649656,0.31450956163461735,-0.7320619295525465,1.0160408299705843,"sema3d","GO:0060536","LEC","downregulated"
"GO_Biological_Process_AutoRIF","lymphatic_endothelial_cell_differentiation_(GO:0060836)","1 of 233",0.23637027479529069,0.2851246276106995,0.26081366440205495,0.31450956163461735,-0.6663736081686609,0.9611478003878122,"nfatc1","GO:0060836","LEC","downregulated"
"GO_Biological_Process_AutoRIF","fin_regeneration_(GO:0031101)","1 of 248",0.24959479438629337,0.2851246276106995,0.2753233130649656,0.31450956163461735,-0.6870735742922165,0.9536007494631112,"sema3d","GO:0031101","LEC","downregulated"
"GO_Biological_Process_AutoRIF","notochord_morphogenesis_(GO:0048570)","1 of 245",0.2469675408949712,0.2851246276106995,0.2724410795431373,0.31450956163461735,-0.6751488426636999,0.9441945521717112,"nfatc1","GO:0048570","LEC","downregulated"
"GO_Biological_Process_AutoRIF","endothelial_cell_differentiation_(GO:0045446)","1 of 244",0.24608983619580857,0.2851246276106995,0.2714781541425615,0.31450956163461735,-0.6714424047864739,0.9414016127581164,"nfatc1","GO:0045446","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neural_crest_cell_migration_(GO:0001755)","1 of 245",0.2469675408949712,0.2851246276106995,0.2724410795431373,0.31450956163461735,-0.6704942474649671,0.9376851083994772,"meox1","GO:0001755","LEC","downregulated"
"GO_Biological_Process_AutoRIF","retinol_metabolic_process_(GO:0042572)","1 of 267",0.26603158035558283,0.29723281508864474,0.29335119976122376,0.3277565873875402,-0.6847837802688782,0.9067497688130256,"meox1","GO:0042572","LEC","downregulated"
"GO_Biological_Process_AutoRIF","cardiac_muscle_tissue_development_(GO:0048738)","1 of 289",0.28463346197583894,0.3103533531182342,0.3137440827345621,0.34209445165635977,-0.6770662729014105,0.8507696731895074,"nfatc1","GO:0048738","LEC","downregulated"
"GO_Biological_Process_AutoRIF","pigment_cell_development_(GO:0070285)","1 of 254",0.2548230223091517,0.28647805613637567,0.28105843063579894,0.3159725213980099,-0.6188956531887992,0.8461454755544126,"sema3d","GO:0070285","LEC","downregulated"
"GO_Biological_Process_AutoRIF","negative_regulation_of_cell_differentiation_(GO:0045596)","1 of 243",0.24521115302955618,0.2851246276106995,0.2705141365795061,0.31450956163461735,-0.5984765391541408,0.841239923523822,"meox1","GO:0045596","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neural_tube_formation_(GO:0001841)","1 of 237",0.23991844731495685,0.2851246276106995,0.2647070378732885,0.31450956163461735,-0.587782523299934,0.8390338166820551,"sema3d","GO:0001841","LEC","downregulated"
"GO_Biological_Process_AutoRIF","cellular_modified_amino_acid_catabolic_process_(GO:0042219)","1 of 286",0.2821236614751193,0.30948110743634294,0.3109932987161861,0.3411502246523009,-0.6601309983402415,0.8353362268565537,"sema3d","GO:0042219","LEC","downregulated"
"GO_Biological_Process_AutoRIF","cellular_modified_amino_acid_biosynthetic_process_(GO:0042398)","1 of 286",0.2821236614751193,0.30948110743634294,0.3109932987161861,0.3411502246523009,-0.6596387175165958,0.8347132898837226,"sema3d","GO:0042398","LEC","downregulated"
"GO_Biological_Process_AutoRIF","animal_organ_regeneration_(GO:0031100)","1 of 282",0.27876415638727214,0.30948110743634294,0.3073108887973307,0.3411502246523009,-0.605609528580112,0.7735990544205802,"sema3d","GO:0031100","LEC","downregulated"
"GO_Biological_Process_AutoRIF","regulation_of_retinoic_acid_biosynthetic_process_(GO:1900052)","1 of 304",0.2970570832793212,0.3219600722967492,0.3273572593537419,0.354800382892379,-0.6019626763350509,0.7306809327303305,"meox1","GO:1900052","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neural_plate_morphogenesis_(GO:0001839)","1 of 234",0.23725880030173646,0.2851246276106995,0.26178866051360605,0.31450956163461735,-0.4934675909396507,0.7099043264506445,"sema3d","GO:0001839","LEC","downregulated"
"GO_Biological_Process_AutoRIF","fin_morphogenesis_(GO:0033334)","1 of 307",0.2995169178132274,0.3226938221678224,0.3300519333462502,0.35559166628375766,-0.5262972475001675,0.634495738805603,"sema3d","GO:0033334","LEC","downregulated"
"GO_Biological_Process_AutoRIF","spinal_cord_development_(GO:0021510)","1 of 314",0.3052245530022092,0.3258386371618636,0.3363035474321343,0.3590108808287531,-0.5163977986916752,0.6128131582042533,"sema3d","GO:0021510","LEC","downregulated"
"GO_Biological_Process_AutoRIF","hemopoiesis_(GO:0030097)","1 of 347",0.3315380816637195,0.3488860045414724,0.3651065924238819,0.38421100714373624,-0.5245831890981882,0.5791464500616624,"piezo1","GO:0030097","LEC","downregulated"
"GO_Biological_Process_AutoRIF","peripheral_nervous_system_development_(GO:0007422)","1 of 359",0.340868136287221,0.3525550438170685,0.37531132266544187,0.38817913944254256,-0.5257540951503432,0.5658478782597836,"sema3d","GO:0007422","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neural_crest_cell_differentiation_(GO:0014033)","1 of 315",0.30603628904705427,0.3258386371618636,0.3371925400049063,0.3590108808287531,-0.4513397733930856,0.5344095774014115,"meox1","GO:0014033","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neurogenesis_(GO:0022008)","1 of 378",0.35538645391639556,0.3634177862082917,0.39118126968013583,0.40002152436217303,-0.4899862637036015,0.5069150338432067,"sema3d","GO:0022008","LEC","downregulated"
"GO_Biological_Process_AutoRIF","notochord_development_(GO:0030903)","1 of 387",0.362156306224274,0.36826006419434587,0.39857716649200886,0.40529475918569463,-0.450608465471238,0.45767372466912665,"loxl1","GO:0030903","LEC","downregulated"
"GO_Biological_Process_AutoRIF","regulation_of_Notch_signaling_pathway_(GO:0008593)","1 of 321",0.31088768782712295,0.3290682543667207,0.3425050916891573,0.362534629214839,-0.3874110841328378,0.45262149870818097,"nfatc1","GO:0008593","LEC","downregulated"
"GO_Biological_Process_AutoRIF","ganglion_development_(GO:0061548)","1 of 377",0.35463001969623054,0.3634177862082917,0.39035471205291755,0.40002152436217303,-0.43071538930445386,0.44651412928435663,"sema3d","GO:0061548","LEC","downregulated"
"GO_Biological_Process_AutoRIF","neural_tube_development_(GO:0021915)","1 of 356",0.3385473699876444,0.3525550438170685,0.37277341464975133,0.38817913944254256,-0.411043925205622,0.4451980810335875,"sema3d","GO:0021915","LEC","downregulated"
"GO_Biological_Process_AutoRIF","axon_development_(GO:0061564)","1 of 359",0.340868136287221,0.3525550438170685,0.37531132266544187,0.38817913944254256,-0.37461845796276455,0.4031867018260046,"sema3d","GO:0061564","LEC","downregulated"
"GO_Biological_Process_AutoRIF","embryonic_organ_morphogenesis_(GO:0048562)","1 of 412",0.38060648809882536,0.3827209685882631,0.41871864218490806,0.42104485686371307,-0.409175646551204,0.3952592870751719,"sema3d","GO:0048562","LEC","downregulated"
"GO_Biological_Process_AutoRIF","cardiac_cell_development_(GO:0055006)","1 of 455",0.4111527812350384,0.4111527812350384,0.4520108900339283,0.4520108900339284,-0.43428284599776057,0.3859864257371274,"nfatc1","GO:0055006","LEC","downregulated"
"GO_Biological_Process_AutoRIF","negative_regulation_of_cell_development_(GO:0010721)","1 of 398",0.37033823848327335,0.37447609589649444,0.40751190014625177,0.41206510573447813,-0.340917526413034,0.33864651551644254,"meox1","GO:0010721","LEC","downregulated"
"KEGG_2019","Oxidative phosphorylation","2 of 139",0.01102690617714905,0.09924215559434144,0.00554214765839352,0.04987932892554163,-5.434507671119325,24.495592136850185,"atp5f1e;cox7c",NA,"LEC","downregulated"
"KEGG_2019","C-type lectin receptor signaling pathway","1 of 120",0.12932985228779806,0.2873983353629599,0.09963639169218594,0.22354024629396105,-9.263770744928154,18.948016111306547,"nfatc1",NA,"LEC","downregulated"
"KEGG_2019","Cardiac muscle contraction","1 of 100",0.10894763091471318,0.2873983353629599,0.08374053348755914,0.22354024629396105,-3.577201459056296,7.930254854126526,"cox7c",NA,"LEC","downregulated"
"KEGG_2019","AGE-RAGE signaling pathway in diabetic complications","1 of 123",0.13234845277010376,0.2873983353629599,0.10200161892216374,0.22354024629396105,-3.530448295225308,7.1396857491630685,"nfatc1",NA,"LEC","downregulated"
"KEGG_2019","Wnt signaling pathway","1 of 184",0.1915988902419732,0.2873983353629599,0.14902683086264065,0.22354024629396105,-1.776781622131455,2.935867255272307,"nfatc1",NA,"LEC","downregulated"
"KEGG_2019","Cellular senescence","1 of 184",0.1915988902419732,0.2873983353629599,0.14902683086264065,0.22354024629396105,-1.4129377040954685,2.334669318684913,"nfatc1",NA,"LEC","downregulated"
"KEGG_2019","Regulation of actin cytoskeleton","1 of 261",0.2608785869004844,0.33233918139799634,0.2055516908661284,0.263699145151776,2.2531990696889963,-3.027623959872573,"tmsb4x",NA,"LEC","downregulated"
"KEGG_2019","Endocytosis","1 of 302",0.2954126056871078,0.33233918139799634,0.234399240134912,0.263699145151776,4.380503284503485,-5.341507892117731,"sh3gl3a",NA,"LEC","downregulated"
"KEGG_2019","MAPK signaling pathway","1 of 362",0.3431811127984885,0.3431811127984885,0.27509879489582423,0.27509879489582423,6.1228070175438605,-6.548323403278424,"nfatc1",NA,"LEC","downregulated"
"WikiPathways_2018","Electron Transport Chain_WP1339","1 of 91",0.09962745955864712,0.2092493929780948,0.11516792730700845,0.24299198629078989,-1.705550273542238,3.933540364560984,"atp5f1e",NA,"LEC","downregulated"
"WikiPathways_2018","Noncanonical Wnt Pathway_WP215","1 of 135",0.14432305189214578,0.2092493929780948,0.16697240457578844,0.24299198629078989,-1.4352751502966568,2.778263653056033,"tmsb4x",NA,"LEC","downregulated"
"WikiPathways_2018","MAPK Signaling Pathway_WP1337","1 of 203",0.2092493929780948,0.2092493929780948,0.24299198629078989,0.24299198629078989,-1.2055813977929897,1.88580474600262,"nfatc1",NA,"LEC","downregulated"
"GO_Biological_Process_2018","negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)","2 of 8",3.147511446800282e-4,0.04063560629735619,5.545262464351936e-4,0.05598011195920289,-3.7238743011235855,30.02831039492198,"eya2;eya1","GO:2001237","mVEC","downregulated"
"GO_Biological_Process_2018","mechanoreceptor differentiation (GO:0042490)","1 of 6",0.020229891479032435,0.17021012140979017,0.024894569524678826,0.1967467075685776,-5.840966848170285,22.783240196467112,"camk2g1","GO:0042490","mVEC","downregulated"
"GO_Biological_Process_2018","L-amino acid transport (GO:0015807)","1 of 6",0.020229891479032435,0.17021012140979017,0.024894569524678826,0.1967467075685776,-5.628192640020855,21.953294398469627,"slc38a5b","GO:0015807","mVEC","downregulated"
"GO_Biological_Process_2018","negative regulation of actin filament polymerization (GO:0030837)","2 of 14",0.0010095382224664675,0.04063560629735619,0.001458846125105642,0.05598011195920289,-3.1448116099718955,21.693735238086244,"kank4;tmsb4x","GO:0030837","mVEC","downregulated"
"GO_Biological_Process_2018","negative regulation of cytoskeleton organization (GO:0051494)","1 of 5",0.016886469621184022,0.17021012140979017,0.021375422271411437,0.1967467075685776,-5.275630232345043,21.531126803081687,"kank4","GO:0051494","mVEC","downregulated"
"GO_Biological_Process_2018","neuron projection fasciculation (GO:0106030)","2 of 13",8.672215380387794e-4,0.04063560629735619,0.0012793732092436284,0.05598011195920289,-3.04971792413212,21.50117038260564,"sema3d;nrp2b","GO:0106030","mVEC","downregulated"
"GO_Biological_Process_2018","axonal fasciculation (GO:0007413)","2 of 15",0.001162296218151594,0.04063560629735619,0.001649634159526694,0.05598011195920289,-2.8155208850885165,19.025481822693,"sema3d;nrp2b","GO:0007413","mVEC","downregulated"
"GO_Biological_Process_2018","positive regulation of DNA repair (GO:0045739)","2 of 14",0.0010095382224664675,0.04063560629735619,0.001458846125105642,0.05598011195920289,-2.655620994842143,18.31917008069157,"eya2;eya1","GO:0045739","mVEC","downregulated"
"GO_Biological_Process_2018","regulation of sodium ion transport (GO:0002028)","1 of 6",0.020229891479032435,0.17021012140979017,0.024894569524678826,0.1967467075685776,-4.574612830704022,17.84370732397137,"nkain4","GO:0002028","mVEC","downregulated"
"GO_Biological_Process_2018","positive regulation of response to DNA damage stimulus (GO:2001022)","2 of 17",0.001498854330640188,0.04063560629735619,0.0020648401952164997,0.05598011195920289,-2.553059761842407,16.602686115031897,"eya2;eya1","GO:2001022","mVEC","downregulated"
"GO_Biological_Process_2018","negative regulation of protein polymerization (GO:0032272)","1 of 7",0.02356210951488247,0.17328880082049083,0.028401422182143282,0.1967467075685776,-4.315123034891861,16.173579040527397,"kank4","GO:0032272","mVEC","downregulated"
"GO_Biological_Process_2018","embryonic skeletal joint development (GO:0072498)","1 of 8",0.026883160712315973,0.17328880082049083,0.03189602193859196,0.1967467075685776,-4.318258769902904,15.615925663448545,"sema3d","GO:0072498","mVEC","downregulated"
"GO_Biological_Process_2018","positive regulation of DNA metabolic process (GO:0051054)","2 of 21",0.002294185680506422,0.04664844217029721,0.003027586344330109,0.06156092233471219,-2.524286393112418,15.341040879086009,"eya2;eya1","GO:0051054","mVEC","downregulated"
"GO_Biological_Process_2018","negative regulation of protein catabolic process (GO:0042177)","1 of 6",0.020229891479032435,0.17021012140979017,0.024894569524678826,0.1967467075685776,-3.81681449478267,14.887843687596233,"timp2a","GO:0042177","mVEC","downregulated"
"GO_Biological_Process_2018","regulation of DNA repair (GO:0006282)","2 of 20",0.0020802490724193255,0.04614370669730135,0.002770551747256344,0.06145587512095889,-2.3965132557886744,14.799110771879608,"eya2;eya1","GO:0006282","mVEC","downregulated"
"GO_Biological_Process_2018","artery morphogenesis (GO:0048844)","2 of 17",0.001498854330640188,0.04063560629735619,0.0020648401952164997,0.05598011195920289,-2.2306544874219085,14.506067127479708,"kdrl;calcrla","GO:0048844","mVEC","downregulated"
"GO_Biological_Process_2018","cardioblast differentiation (GO:0010002)","1 of 10",0.03349190992635437,0.17328880082049083,0.03884862883427768,0.1967467075685776,-4.106747764653544,13.948369047072388,"sema3d","GO:0010002","mVEC","downregulated"
"GO_Biological_Process_2018","regulation of metal ion transport (GO:0010959)","1 of 10",0.03349190992635437,0.17328880082049083,0.03884862883427768,0.1967467075685776,-4.056850535363907,13.778895534589216,"nkain4","GO:0010959","mVEC","downregulated"
"GO_Biological_Process_2018","negative regulation of proteolysis (GO:0045861)","1 of 6",0.020229891479032435,0.17021012140979017,0.024894569524678826,0.1967467075685776,-3.377005374347544,13.17232687472315,"timp2a","GO:0045861","mVEC","downregulated"
"GO_Biological_Process_2018","retinal rod cell development (GO:0046548)","1 of 8",0.026883160712315973,0.17328880082049083,0.03189602193859196,0.1967467075685776,-3.5997036265808537,13.01744690126495,"sox11b","GO:0046548","mVEC","downregulated"
"GO_Biological_Process_2018","sclerotome development (GO:0061056)","1 of 8",0.026883160712315973,0.17328880082049083,0.03189602193859196,0.1967467075685776,-3.554315396954179,12.85331148057509,"meox1","GO:0061056","mVEC","downregulated"
"GO_Biological_Process_2018","cation transport (GO:0006812)","2 of 31",0.004969930217402681,0.08258097666908158,0.006177868570401797,0.10092751964006731,-2.304153704237792,12.222036502306016,"p2rx1;slc38a5b","GO:0006812","mVEC","downregulated"
"GO_Biological_Process_2018","ear development (GO:0043583)","1 of 8",0.026883160712315973,0.17328880082049083,0.03189602193859196,0.1967467075685776,-3.355535904809632,12.134474111591503,"eya1","GO:0043583","mVEC","downregulated"
"GO_Biological_Process_2018","mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)","1 of 12",0.0400564326162516,0.17328880082049083,0.045752721024005356,0.1967467075685776,-3.613938157069352,11.627723159942182,"cox7c","GO:0006123","mVEC","downregulated"
"GO_Biological_Process_2018","vasculogenesis (GO:0001570)","3 of 50",6.571732697142695e-4,0.04063560629735619,8.807787951617379e-4,0.05598011195920289,-1.576758769604794,11.553798976651048,"kdrl;ackr3b;nrp2b","GO:0001570","mVEC","downregulated"
"GO_Biological_Process_2018","artery development (GO:0060840)","2 of 26",0.003511832291776791,0.06591439070719511,0.004472801014903847,0.08395103443357979,-1.9693628423030427,11.13008522230357,"kdrl;calcrla","GO:0060840","mVEC","downregulated"
"GO_Biological_Process_2018","lamellipodium assembly (GO:0030032)","1 of 9",0.030193081933267488,0.17328880082049083,0.03537841034936244,0.1967467075685776,-3.0542701437321984,10.69038060186602,"ablim1b","GO:0030032","mVEC","downregulated"
"GO_Biological_Process_2018","inositol phosphate-mediated signaling (GO:0048016)","1 of 12",0.0400564326162516,0.17328880082049083,0.045752721024005356,0.1967467075685776,-3.266236973194988,10.509006421370811,"nfatc1","GO:0048016","mVEC","downregulated"
"GO_Biological_Process_2018","calcineurin-NFAT signaling cascade (GO:0033173)","1 of 11",0.036779681319855,0.17328880082049083,0.04230671867637611,0.1967467075685776,-3.170166200511944,10.470455754821709,"nfatc1","GO:0033173","mVEC","downregulated"
"GO_Biological_Process_2018","regulation of filopodium assembly (GO:0051489)","1 of 9",0.030193081933267488,0.17328880082049083,0.03537841034936244,0.1967467075685776,-2.9338105857595065,10.268754988786808,"gpm6ab","GO:0051489","mVEC","downregulated"
"GO_Biological_Process_2018","lamellipodium organization (GO:0097581)","1 of 9",0.030193081933267488,0.17328880082049083,0.03537841034936244,0.1967467075685776,-2.931871925662632,10.261969402274175,"ablim1b","GO:0097581","mVEC","downregulated"
"GO_Biological_Process_2018","polyamine acetylation (GO:0032917)","1 of 6",0.020229891479032435,0.17021012140979017,0.024894569524678826,0.1967467075685776,-2.62987844740428,10.25808807209599,"sat1b","GO:0032917","mVEC","downregulated"
"GO_Biological_Process_2018","spermidine acetylation (GO:0032918)","1 of 6",0.020229891479032435,0.17021012140979017,0.024894569524678826,0.1967467075685776,-2.577815037230714,10.055009847160829,"sat1b","GO:0032918","mVEC","downregulated"
"GO_Biological_Process_2018","actin filament capping (GO:0051693)","1 of 11",0.036779681319855,0.17328880082049083,0.04230671867637611,0.1967467075685776,-3.030187042293725,10.008131229853786,"add3a","GO:0051693","mVEC","downregulated"
"GO_Biological_Process_2018","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)","1 of 13",0.043322200205122695,0.17328880082049083,0.04918667689214441,0.1967467075685776,-3.114454926853974,9.776554529825075,"pnrc2","GO:0000184","mVEC","downregulated"
"GO_Biological_Process_2018","regulation of sprouting angiogenesis (GO:1903670)","1 of 14",0.04657702035878337,0.1803935391673515,0.052608627154980735,0.20375404802881428,-3.1724126733467326,9.72867293175149,"sox11b","GO:1903670","mVEC","downregulated"
"GO_Biological_Process_2018","negative regulation of cellular catabolic process (GO:0031330)","1 of 11",0.036779681319855,0.17328880082049083,0.04230671867637611,0.1967467075685776,-2.91655283776337,9.6328190741134,"timp2a","GO:0031330","mVEC","downregulated"
"GO_Biological_Process_2018","sequestering of actin monomers (GO:0042989)","1 of 9",0.030193081933267488,0.17328880082049083,0.03537841034936244,0.1967467075685776,-2.734314563346185,9.57049049095469,"tmsb4x","GO:0042989","mVEC","downregulated"
"GO_Biological_Process_2018","peripheral nervous system neuron axonogenesis (GO:0048936)","1 of 12",0.0400564326162516,0.17328880082049083,0.045752721024005356,0.1967467075685776,-2.860765959317856,9.20441721872445,"sema3d","GO:0048936","mVEC","downregulated"
"GO_Biological_Process_2018","barbed-end actin filament capping (GO:0051016)","1 of 11",0.036779681319855,0.17328880082049083,0.04230671867637611,0.1967467075685776,-2.7790810754593607,9.178776000753698,"add3a","GO:0051016","mVEC","downregulated"
"GO_Biological_Process_2018","calcineurin-mediated signaling (GO:0097720)","1 of 13",0.043322200205122695,0.17328880082049083,0.04918667689214441,0.1967467075685776,-2.906265487388733,9.123029128023337,"nfatc1","GO:0097720","mVEC","downregulated"
"GO_Biological_Process_2018","histone modification (GO:0016570)","2 of 42",0.008983885964688486,0.13700426096149948,0.010798704253626739,0.16468023986780772,-1.9284318422994944,9.08739325151472,"eya2;eya1","GO:0016570","mVEC","downregulated"
