"rank","index","confect","effect","AveExpr","name","group"
1,31,-0.267,-0.590704471896418,8.32076964269785,"ost4","Epithelial_Fibroblast"
2,7982,-0.237,-0.544412422621087,8.4560879388389,"atp5md","Epithelial_Fibroblast"
3,6304,0.216,0.525601845681257,8.69763753676057,"CABZ01021592.1","Epithelial_Fibroblast"
4,3100,-0.174,-0.602044079885703,10.0016233595363,"zgc:153409","Epithelial_Fibroblast"
5,18896,-0.174,-0.462960934408325,12.8962016330899,"rpl37.1","Epithelial_Fibroblast"
6,22819,-0.174,-0.449311987285512,7.94670606127536,"metap2b","Epithelial_Fibroblast"
7,21363,-0.143,-0.436721751615393,8.29664664111659,"cdv3","Epithelial_Fibroblast"
8,19139,-0.136,-0.387158238247093,7.73167264993045,"atp5mea","Epithelial_Fibroblast"
9,3493,-0.135,-0.426256834616659,9.0067297977603,"cox7c","Epithelial_Fibroblast"
10,5974,-0.134,-0.43179935219743,9.0789125150916,"atp5f1e","Epithelial_Fibroblast"
11,23437,-0.127,-0.565468348654271,8.30115732277213,"hist1h4l.16","Epithelial_Fibroblast"
12,15790,0.127,0.401757991407615,7.42989072959026,"gch2","Epithelial_Fibroblast"
13,1916,-0.127,-0.353824043138344,7.42449358810948,"caprin1a","Epithelial_Fibroblast"
14,13487,-0.108,-0.371552684580498,8.03037883537868,"ndufa1","Epithelial_Fibroblast"
15,15893,-0.104,-0.298838157093515,6.8018501767353,"ablim1b","Epithelial_Fibroblast"
16,8154,-0.1,-0.380654722717696,7.40596058726456,"dnajb1b","Epithelial_Fibroblast"
17,8895,-0.096,-0.335218820385796,7.357660358772,"ddx18","Epithelial_Fibroblast"
18,9705,-0.087,-0.381082820802635,8.62966291018159,"chd4b","Epithelial_Fibroblast"
19,2110,-0.087,-0.322108606145282,7.51009908932182,"brd7","Epithelial_Fibroblast"
20,6217,0.077,0.323246291994982,8.03526009549468,"SERP1","Epithelial_Fibroblast"
21,15710,-0.07,-0.296034728285154,7.54662761170035,"tnrc6b","Epithelial_Fibroblast"
22,16316,0.064,0.601797336890664,7.88204129208869,"krtt1c19e","Epithelial_Fibroblast"
23,20690,-0.064,-0.268497496173593,7.08715077304744,"pum3","Epithelial_Fibroblast"
24,6818,-0.063,-0.290713988588715,7.49729813423469,"sec62","Epithelial_Fibroblast"
25,21797,0.057,0.442549765621897,8.91659619325907,"h1-0","Epithelial_Fibroblast"
26,13474,-0.053,-0.303441801217435,7.03320020647071,"kdrl","Epithelial_Fibroblast"
27,11088,-0.045,-0.264757604438813,10.6514291440811,"CT027638.1","Epithelial_Fibroblast"
28,11661,0.045,0.347411343503337,7.57841527112117,"cebpb","Epithelial_Fibroblast"
29,6193,-0.045,-0.256151233746216,7.30000561013717,"serbp1b","Epithelial_Fibroblast"
30,23485,-0.042,-0.27401855666482,7.1115744626358,"hist1h4l.20","Epithelial_Fibroblast"
31,23672,-0.041,-0.149113955081133,6.4088042256177,"slc16a6a","Epithelial_Fibroblast"
32,23416,-0.039,-0.543434944682848,9.09157041365619,"hist1h4l.11","Epithelial_Fibroblast"
33,3105,0.036,0.305478625533903,7.45185332856265,"tcima","Epithelial_Fibroblast"
34,8483,0.036,0.185195374535289,6.63440062471927,"pttg1ipb","Epithelial_Fibroblast"
35,6622,-0.034,-0.26411223356629,7.73667559847044,"u2surp","Epithelial_Fibroblast"
36,23541,-0.034,-0.192216478360174,6.7662266428188,"mt-nd4l","Epithelial_Fibroblast"
37,16021,0.034,0.168319422041403,6.54808500810095,"CR456627.1","Epithelial_Fibroblast"
38,10056,-0.031,-0.235797498648512,7.19211151990363,"brd9","Epithelial_Fibroblast"
39,7693,-0.029,-0.262014456758325,7.69099485182778,"zc3h13","Epithelial_Fibroblast"
40,145,-0.029,-0.274860575209096,7.67218644440185,"apex1","Epithelial_Fibroblast"
41,18543,0.029,0.222991096334934,6.8791658327536,"tuba1a","Epithelial_Fibroblast"
42,4446,-0.028,-0.180616308436048,6.66910440587423,"hsp70.2","Epithelial_Fibroblast"
43,15926,0.025,0.20680837560182,6.66882664041944,"cpn1.1","Epithelial_Fibroblast"
44,13651,0.023,0.188865437941317,6.92345909702592,"si:ch211-276i12.9","Epithelial_Fibroblast"
45,23007,0.023,0.126805075156864,6.44886340603793,"ndrg4","Epithelial_Fibroblast"
46,6775,0.022,0.171048109092179,6.69926238155513,"plk3","Epithelial_Fibroblast"
47,17155,0.021,0.139065326742204,6.63075476842598,"CABZ01086029.1","Epithelial_Fibroblast"
48,2489,-0.018,-0.274496426560311,7.71125337590262,"sinhcafl.1","Epithelial_Fibroblast"
49,7443,0.018,0.13726862151804,6.64728918490835,"C1H4orf33","Epithelial_Fibroblast"
50,5902,0.017,0.139010457435044,6.4885982419511,"BX942846.1","Epithelial_Fibroblast"
51,23349,-0.016,-0.237917725163441,7.5959277832159,"eif3ja","Epithelial_Fibroblast"
52,16493,-0.015,-0.203939147621135,7.07937944520057,"polr2k","Epithelial_Fibroblast"
53,5906,0.014,0.154719166371145,6.74683261653306,"epha2a","Epithelial_Fibroblast"
54,4445,-0.013,-0.152671432955041,6.52327325883629,"hsp70.1","Epithelial_Fibroblast"
55,19167,0.013,0.192831083114183,7.07946183078524,"si:ch211-191j22.3","Epithelial_Fibroblast"
56,16312,0.012,0.131272679544196,6.50626946295945,"stx1b","Epithelial_Fibroblast"
57,1982,-0.012,-0.15266248146823,6.69475942710644,"wdr76","Epithelial_Fibroblast"
58,15945,0.012,0.175292241827788,6.68271481089526,"rbfox3a","Epithelial_Fibroblast"
59,11108,0.012,0.145993861237181,6.69189266688162,"rnf165b","Epithelial_Fibroblast"
60,20865,-0.011,-0.16470262529733,6.76930553514096,"vps36","Epithelial_Fibroblast"
61,18556,0.011,0.226936255545138,6.8901172509313,"hoxc3a","Epithelial_Fibroblast"
62,19280,-0.011,-0.240496576660983,7.6497229829336,"supt6h","Epithelial_Fibroblast"
63,15276,-0.011,-0.168258064969557,6.73430149496709,"si:dkey-244a7.1","Epithelial_Fibroblast"
64,23418,-0.011,-0.141272646967887,6.6428681712236,"hist1h2a10.1","Epithelial_Fibroblast"
65,20025,-0.01,-0.230249071928813,7.60941142228533,"rbm39a","Epithelial_Fibroblast"
66,4839,0.01,0.127162148528748,6.60702621155022,"zfand2a","Epithelial_Fibroblast"
67,21892,0.009,0.172129044219341,6.99868558209396,"sdhb","Epithelial_Fibroblast"
68,15969,0.007,0.241182756787957,7.08689499381618,"socs3b","Epithelial_Fibroblast"
69,19481,-0.006,-0.156342899864882,6.81539364751676,"ddx52","Epithelial_Fibroblast"
70,21802,-0.006,-0.135065875149642,6.62259332476157,"zgc:112185","Epithelial_Fibroblast"
71,7151,-0.005,-0.159798465002336,6.59847808043484,"si:ch211-178n15.1","Epithelial_Fibroblast"
72,15979,0.005,0.118288250028076,6.5933066625328,"ENSDARG00000096749","Epithelial_Fibroblast"
73,4660,0.004,0.325969287837646,8.58741158212519,"ier2a","Epithelial_Fibroblast"
74,4912,-0.002,-0.145722842494038,6.65837882816191,"prkacaa","Epithelial_Fibroblast"
75,21884,NA,-0.187113124934456,6.95656806239484,"ssr1","Epithelial_Fibroblast"
76,23434,NA,-0.140448403590817,6.63483759743311,"hist1h4l.15","Epithelial_Fibroblast"
77,14108,NA,0.144680836766589,6.75245657109103,"glud1a","Epithelial_Fibroblast"
78,22799,NA,0.238320208046321,7.69936764601563,"cdkn1bb","Epithelial_Fibroblast"
79,15818,NA,0.104835485393242,6.44090199064297,"ndel1a","Epithelial_Fibroblast"
80,15011,NA,-0.229158675591365,7.56144751478266,"ctcf","Epithelial_Fibroblast"
81,17334,NA,0.108393093114274,6.47740751367008,"glod4","Epithelial_Fibroblast"
82,18270,NA,-0.247930673000247,7.8040643868399,"rcc2","Epithelial_Fibroblast"
83,16190,NA,0.281267900786578,8.23823216461695,"mcl1a","Epithelial_Fibroblast"
84,12869,NA,0.159465635787235,6.59889757433856,"bmp4","Epithelial_Fibroblast"
85,17844,NA,-0.157884396684922,6.77708458643456,"cwf19l2","Epithelial_Fibroblast"
86,9175,NA,-0.225999076149047,7.6428041156842,"ndufa3","Epithelial_Fibroblast"
87,11716,NA,0.2341534121868,7.10315614752941,"selenop","Epithelial_Fibroblast"
