"cat","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes","GOTerm","cluster"
"GO_Biological_Process_2018","phosphate ion transport (GO:0006817)","2 out of 13",0.0018624644288082,0.119838441219442,0.00279883766172084,0.164592315081514,-3.5837703268619,22.5270595761895,"slc20a1b;slc20a2","GO:0006817","iVEC"
"GO_Biological_Process_2018","regulation of axon regeneration (GO:0048679)","2 out of 11",0.0013218685995547,0.119838441219442,0.00209336173883295,0.164592315081514,-3.07968875443884,20.4143603718391,"socs3a;il6st","GO:0048679","iVEC"
"GO_Biological_Process_2018","O-glycan processing (GO:0016266)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-5.66186565804879,19.0648991195262,"c1galt1b","GO:0016266","iVEC"
"GO_Biological_Process_2018","O-glycan processing, core 1 (GO:0016267)","1 out of 6",0.0296311484917149,0.223137293785518,0.0367301618352458,0.247322889515362,-5.25423741796716,18.4892892480794,"c1galt1b","GO:0016267","iVEC"
"GO_Biological_Process_2018","phosphate ion transmembrane transport (GO:0035435)","2 out of 9",0.000870888277895954,0.119838441219442,0.00148619487852721,0.164592315081514,-2.19267412180202,15.4495749730873,"slc20a1b;slc20a2","GO:0035435","iVEC"
"GO_Biological_Process_2018","regulation of granulocyte chemotaxis (GO:0071622)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-4.45085225827678,14.9871181029055,"cxcl12a","GO:0071622","iVEC"
"GO_Biological_Process_2018","regulation of neutrophil migration (GO:1902622)","1 out of 9",0.0441190702995301,0.223137293785518,0.0520635549644554,0.247322889515362,-4.6948557436527,14.6520023173526,"cxcl12a","GO:1902622","iVEC"
"GO_Biological_Process_2018","positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-4.27904301284859,14.4085939679794,"il6st","GO:0042531","iVEC"
"GO_Biological_Process_2018","positive regulation of axon regeneration (GO:0048680)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-4.19193111709408,14.1152667142129,"il6st","GO:0048680","iVEC"
"GO_Biological_Process_2018","positive regulation of neuron projection regeneration (GO:0070572)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-4.12203440280439,13.8799072254506,"il6st","GO:0070572","iVEC"
"GO_Biological_Process_2018","positive regulation of axon extension (GO:0045773)","1 out of 9",0.0441190702995301,0.223137293785518,0.0520635549644554,0.247322889515362,-4.3758406305823,13.6563998044751,"cxcl12a","GO:0045773","iVEC"
"GO_Biological_Process_2018","positive regulation of response to wounding (GO:1903036)","1 out of 8",0.0393137167418041,0.223137293785518,0.0469792130227138,0.247322889515362,-4.17109046837936,13.4984070369546,"il6st","GO:1903036","iVEC"
"GO_Biological_Process_2018","regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)","1 out of 10",0.0489006266463782,0.223137293785518,0.0571212909733589,0.247322889515362,-4.46426146541926,13.4729851558443,"igfbp1a","GO:0043567","iVEC"
"GO_Biological_Process_2018","T cell chemotaxis (GO:0010818)","1 out of 6",0.0296311484917149,0.223137293785518,0.0367301618352458,0.247322889515362,-3.82726666260125,13.4678802507832,"cxcl20","GO:0010818","iVEC"
"GO_Biological_Process_2018","lymphoid lineage cell migration into thymus (GO:0097535)","1 out of 8",0.0393137167418041,0.223137293785518,0.0469792130227138,0.247322889515362,-4.07548514185655,13.1890108198049,"cxcl12a","GO:0097535","iVEC"
"GO_Biological_Process_2018","hematopoietic stem cell migration (GO:0035701)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-4.50662691207792,13.1824035234304,"cxcl12a","GO:0035701","iVEC"
"GO_Biological_Process_2018","regulation of neutrophil chemotaxis (GO:0090022)","1 out of 9",0.0441190702995301,0.223137293785518,0.0520635549644554,0.247322889515362,-4.21930583145578,13.1678761171076,"cxcl12a","GO:0090022","iVEC"
"GO_Biological_Process_2018","lymphoid lineage cell migration (GO:0097534)","1 out of 8",0.0393137167418041,0.223137293785518,0.0469792130227138,0.247322889515362,-4.06243860876999,13.1467898669489,"cxcl12a","GO:0097534","iVEC"
"GO_Biological_Process_2018","posterior lateral line neuromast hair cell development (GO:0035677)","1 out of 8",0.0393137167418041,0.223137293785518,0.0469792130227138,0.247322889515362,-4.0129560902338,12.9866554413164,"socs3a","GO:0035677","iVEC"
"GO_Biological_Process_2018","regulation of tyrosine phosphorylation of STAT protein (GO:0042509)","1 out of 8",0.0393137167418041,0.223137293785518,0.0469792130227138,0.247322889515362,-3.8735952231713,12.5356583404639,"il6st","GO:0042509","iVEC"
"GO_Biological_Process_2018","nephron tubule development (GO:0072080)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-3.65210240960353,12.2975302167916,"ponzr1","GO:0072080","iVEC"
"GO_Biological_Process_2018","positive regulation of response to external stimulus (GO:0032103)","1 out of 8",0.0393137167418041,0.223137293785518,0.0469792130227138,0.247322889515362,-3.69458230350037,11.9563399888457,"il6st","GO:0032103","iVEC"
"GO_Biological_Process_2018","T cell migration (GO:0072678)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-3.54420669089774,11.934218701332,"cxcl20","GO:0072678","iVEC"
"GO_Biological_Process_2018","regulation of DNA methylation (GO:0044030)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-3.53687306296711,11.9095245660201,"cebpb","GO:0044030","iVEC"
"GO_Biological_Process_2018","multivesicular body sorting pathway (GO:0071985)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-3.50477499266888,11.8014424409528,"chmp2bb","GO:0071985","iVEC"
"GO_Biological_Process_2018","peptide transport (GO:0015833)","2 out of 27",0.0080082037507525,0.223137293785518,0.0103191853829758,0.247322889515362,-2.38838334102705,11.5294161376588,"scamp4;chmp2bb","GO:0015833","iVEC"
"GO_Biological_Process_2018","inorganic anion transmembrane transport (GO:0098661)","3 out of 51",0.00212233810878701,0.119838441219442,0.0029250520408047,0.164592315081514,-1.8634092094619,11.4697251566668,"slc12a7b;slc20a1b;slc20a2","GO:0098661","iVEC"
"GO_Biological_Process_2018","3'-UTR-mediated mRNA destabilization (GO:0061158)","1 out of 10",0.0489006266463782,0.223137293785518,0.0571212909733589,0.247322889515362,-3.76710180815749,11.3689816635983,"zfp36l1b","GO:0061158","iVEC"
"GO_Biological_Process_2018","glycosphingolipid metabolic process (GO:0006687)","1 out of 7",0.0344844487396332,0.223137293785518,0.0418681279444112,0.247322889515362,-3.3514695523214,11.2852251848008,"st3gal5","GO:0006687","iVEC"
"GO_Biological_Process_2018","phosphatidylinositol metabolic process (GO:0046488)","3 out of 52",0.00224416556590716,0.119838441219442,0.00308225309141412,0.164592315081514,-1.80764698395213,11.0256009008237,"socs3a;pik3c3;tpte","GO:0046488","iVEC"
"GO_Biological_Process_2018","fructose 2,6-bisphosphate metabolic process (GO:0006003)","1 out of 10",0.0489006266463782,0.223137293785518,0.0571212909733589,0.247322889515362,-3.41563604572256,10.3082702700669,"pfkfb4b","GO:0006003","iVEC"
"GO_Biological_Process_2018","regulation of amyloid precursor protein biosynthetic process (GO:0042984)","1 out of 8",0.0393137167418041,0.223137293785518,0.0469792130227138,0.247322889515362,-3.11094484877193,10.067583083269,"itm2bb","GO:0042984","iVEC"
"GO_Biological_Process_2018","epidermal growth factor receptor signaling pathway (GO:0007173)","1 out of 13",0.0631036762591131,0.223137293785518,0.0721362250719869,0.247322889515362,-3.51328086434537,9.70711158878575,"hbegfa","GO:0007173","iVEC"
"GO_Biological_Process_2018","cellular response to glucose starvation (GO:0042149)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-3.38135338990106,9.60494546253401,"sik1","GO:0042149","iVEC"
"GO_Biological_Process_2018","T cell differentiation in thymus (GO:0033077)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-3.27398564832079,9.57678565101917,"jak1","GO:0033077","iVEC"
"GO_Biological_Process_2018","maintenance of epithelial cell apical/basal polarity (GO:0045199)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-3.25385098455329,9.51788943711683,"lrrc59","GO:0045199","iVEC"
"GO_Biological_Process_2018","induction of positive chemotaxis (GO:0050930)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-3.35066059035692,9.51776064872707,"cxcl12a","GO:0050930","iVEC"
"GO_Biological_Process_2018","maintenance of apical/basal cell polarity (GO:0035090)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-3.22032804791912,9.41983098084265,"lrrc59","GO:0035090","iVEC"
"GO_Biological_Process_2018","neuron apoptotic process (GO:0051402)","1 out of 10",0.0489006266463782,0.223137293785518,0.0571212909733589,0.247322889515362,-2.98689579062407,9.01434715705041,"hif1al","GO:0051402","iVEC"
"GO_Biological_Process_2018","positive regulation of positive chemotaxis (GO:0050927)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-3.14291031736767,8.9276330247266,"cxcl12a","GO:0050927","iVEC"
"GO_Biological_Process_2018","hematopoietic stem cell homeostasis (GO:0061484)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-3.03703757938205,8.88368521919135,"tfec","GO:0061484","iVEC"
"GO_Biological_Process_2018","ERBB signaling pathway (GO:0038127)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-3.28718316753744,8.84687105801808,"hbegfa","GO:0038127","iVEC"
"GO_Biological_Process_2018","homeostasis of number of cells (GO:0048872)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-3.09244215058936,8.78427504536026,"tfec","GO:0048872","iVEC"
"GO_Biological_Process_2018","antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-2.94790866156508,8.62297285422475,"cxcl20","GO:0061844","iVEC"
"GO_Biological_Process_2018","lipid phosphorylation (GO:0046834)","2 out of 34",0.0125126090114611,0.223137293785518,0.0156374185421287,0.247322889515362,-1.94884456379431,8.53792393593665,"socs3a;pik3c3","GO:0046834","iVEC"
"GO_Biological_Process_2018","endosome transport via multivesicular body sorting pathway (GO:0032509)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-2.85549653444812,8.35265672336211,"chmp2bb","GO:0032509","iVEC"
"GO_Biological_Process_2018","apoptotic mitochondrial changes (GO:0008637)","1 out of 10",0.0489006266463782,0.223137293785518,0.0571212909733589,0.247322889515362,-2.72181701626173,8.21434867582844,"hspd1","GO:0008637","iVEC"
"GO_Biological_Process_2018","positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-3.12835166993032,8.21124274450814,"il6st","GO:0050731","iVEC"
"GO_Biological_Process_2018","negative regulation of cell proliferation (GO:0008285)","2 out of 39",0.0162625575828107,0.223137293785518,0.0200124948650001,0.247322889515362,-1.98403522514139,8.17202263880166,"cxcl12a;igfbp1a","GO:0008285","iVEC"
"GO_Biological_Process_2018","positive regulation of JAK-STAT cascade (GO:0046427)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-3.0473698919684,7.99868319018475,"il6st","GO:0046427","iVEC"
"GO_Biological_Process_2018","regulation of neuron death (GO:1901214)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-2.99871749365359,7.87098122607841,"grinab","GO:1901214","iVEC"
"GO_Biological_Process_2018","pronephric glomerulus morphogenesis (GO:0035775)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-2.99026957397493,7.84880727427041,"ponzr1","GO:0035775","iVEC"
"GO_Biological_Process_2018","fin regeneration (GO:0031101)","3 out of 71",0.00542013669808564,0.223137293785518,0.007094362077974,0.247322889515362,-1.50424745172188,7.84861301374816,"cxcl12a;anxa1a;hspd1","GO:0031101","iVEC"
"GO_Biological_Process_2018","phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-2.67491700825481,7.82444078075318,"pik3c3","GO:0036092","iVEC"
"GO_Biological_Process_2018","negative regulation of insulin receptor signaling pathway (GO:0046627)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-2.72254928760747,7.73357126901655,"socs3a","GO:0046627","iVEC"
"GO_Biological_Process_2018","posterior lateral line neuromast hair cell differentiation (GO:0048923)","1 out of 13",0.0631036762591131,0.223137293785518,0.0721362250719869,0.247322889515362,-2.79260204719517,7.71589313291244,"socs3a","GO:0048923","iVEC"
"GO_Biological_Process_2018","phosphatidylinositol dephosphorylation (GO:0046856)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.81591958872784,7.57854863618238,"tpte","GO:0046856","iVEC"
"GO_Biological_Process_2018","exocyst localization (GO:0051601)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.769598724391,7.45388423715195,"exoc3l2a","GO:0051601","iVEC"
"GO_Biological_Process_2018","mRNA destabilization (GO:0061157)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.74034104673333,7.37514238173891,"zfp36l1b","GO:0061157","iVEC"
"GO_Biological_Process_2018","neuromast hair cell development (GO:0035675)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-2.79955113845845,7.34821286062717,"socs3a","GO:0035675","iVEC"
"GO_Biological_Process_2018","negative regulation of response to external stimulus (GO:0032102)","1 out of 16",0.0770967170965657,0.223137293785518,0.08691657913419,0.247322889515362,-2.85688825040966,7.3213320325064,"socs3a","GO:0032102","iVEC"
"GO_Biological_Process_2018","negative regulation of cellular response to insulin stimulus (GO:1900077)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-2.54558399883821,7.23089031515149,"socs3a","GO:1900077","iVEC"
"GO_Biological_Process_2018","late endosome to vacuole transport (GO:0045324)","1 out of 13",0.0631036762591131,0.223137293785518,0.0721362250719869,0.247322889515362,-2.60516313934023,7.19800388212886,"chmp2bb","GO:0045324","iVEC"
"GO_Biological_Process_2018","regulation of insulin receptor signaling pathway (GO:0046626)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-2.52325121388473,7.16745264485495,"socs3a","GO:0046626","iVEC"
"GO_Biological_Process_2018","sphingolipid biosynthetic process (GO:0030148)","2 out of 37",0.0147112298241099,0.223137293785518,0.018207017084324,0.247322889515362,-1.69037676114129,7.13194321162691,"degs1;st3gal5","GO:0030148","iVEC"
"GO_Biological_Process_2018","regulation of peptidyl-tyrosine phosphorylation (GO:0050730)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.64031777181673,7.1059474598597,"il6st","GO:0050730","iVEC"
"GO_Biological_Process_2018","ATP generation from ADP (GO:0006757)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.59755514500694,6.99085942666934,"pkma","GO:0006757","iVEC"
"GO_Biological_Process_2018","glycolytic process (GO:0006096)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.59479879519747,6.98344119953919,"pkma","GO:0006096","iVEC"
"GO_Biological_Process_2018","endothelial cell differentiation (GO:0045446)","1 out of 18",0.0863102594698155,0.223137293785518,0.0966416033721702,0.247322889515362,-2.81874697531448,6.9053855259287,"stab2","GO:0045446","iVEC"
"GO_Biological_Process_2018","nicotinamide nucleotide metabolic process (GO:0046496)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-2.61064101644827,6.85236487664562,"pkma","GO:0046496","iVEC"
"GO_Biological_Process_2018","phosphatidylinositol phosphorylation (GO:0046854)","2 out of 34",0.0125126090114611,0.223137293785518,0.0156374185421287,0.247322889515362,-1.56326534871164,6.84869429145205,"socs3a;pik3c3","GO:0046854","iVEC"
"GO_Biological_Process_2018","epithelial cilium movement involved in determination of left/right asymmetry (GO:0060287)","1 out of 17",0.0817149280748535,0.223137293785518,0.0917918576962091,0.247322889515362,-2.69834960018927,6.75806669722496,"mcamb","GO:0060287","iVEC"
"GO_Biological_Process_2018","regulation of DNA metabolic process (GO:0051052)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.50350803143811,6.73774828417539,"cebpb","GO:0051052","iVEC"
"GO_Biological_Process_2018","activin receptor signaling pathway (GO:0032924)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-2.55317555283694,6.70153053290035,"acvr2aa","GO:0032924","iVEC"
"GO_Biological_Process_2018","sensory epithelium regeneration (GO:0070654)","1 out of 16",0.0770967170965657,0.223137293785518,0.08691657913419,0.247322889515362,-2.59653893621826,6.65413625634775,"hbegfa","GO:0070654","iVEC"
"GO_Biological_Process_2018","regulation of T cell proliferation (GO:0042129)","1 out of 10",0.0489006266463782,0.223137293785518,0.0571212909733589,0.247322889515362,-2.18857128423582,6.60503168405862,"il6st","GO:0042129","iVEC"
"GO_Biological_Process_2018","response to insulin (GO:0032868)","1 out of 17",0.0817149280748535,0.223137293785518,0.0917918576962091,0.247322889515362,-2.62721393631567,6.57990610566358,"pkma","GO:0032868","iVEC"
"GO_Biological_Process_2018","positive regulation of T cell proliferation (GO:0042102)","1 out of 11",0.0536585024501079,0.223137293785518,0.0621525575605183,0.247322889515362,-2.24289228055322,6.56071862141502,"il6st","GO:0042102","iVEC"
"GO_Biological_Process_2018","inositol lipid-mediated signaling (GO:0048017)","1 out of 14",0.0677912047669973,0.223137293785518,0.077088895599652,0.247322889515362,-2.41038140802082,6.4871144778279,"pik3c3","GO:0048017","iVEC"
"GO_Biological_Process_2018","positive regulation of lymphocyte proliferation (GO:0050671)","1 out of 10",0.0489006266463782,0.223137293785518,0.0571212909733589,0.247322889515362,-2.13979924180115,6.45783936370899,"il6st","GO:0050671","iVEC"
"GO_Biological_Process_2018","T cell differentiation (GO:0030217)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.72652778223162,6.40552349116311,"jak1","GO:0030217","iVEC"
"GO_Biological_Process_2018","superoxide metabolic process (GO:0006801)","1 out of 16",0.0770967170965657,0.223137293785518,0.08691657913419,0.247322889515362,-2.4635488913849,6.313323389375,"nrros","GO:0006801","iVEC"
"GO_Biological_Process_2018","axon regeneration (GO:0031103)","1 out of 16",0.0770967170965657,0.223137293785518,0.08691657913419,0.247322889515362,-2.43414242468471,6.23796359657104,"mcamb","GO:0031103","iVEC"
"GO_Biological_Process_2018","lipid homeostasis (GO:0055088)","1 out of 18",0.0863102594698155,0.223137293785518,0.0966416033721702,0.247322889515362,-2.52541954718624,6.18678999596679,"abhd4","GO:0055088","iVEC"
"GO_Biological_Process_2018","synapse assembly (GO:0007416)","1 out of 18",0.0863102594698155,0.223137293785518,0.0966416033721702,0.247322889515362,-2.51334594753422,6.15721200936032,"sdcbp2","GO:0007416","iVEC"
"GO_Biological_Process_2018","organic substance transport (GO:0071702)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.54811578278579,5.98637417568454,"abca1a","GO:0071702","iVEC"
"GO_Biological_Process_2018","response to axon injury (GO:0048678)","1 out of 15",0.0724555137596705,0.223137293785518,0.0820156359165802,0.247322889515362,-2.20083160387097,5.77670429858425,"mcamb","GO:0048678","iVEC"
"GO_Biological_Process_2018","cellular protein complex localization (GO:0034629)","1 out of 19",0.0908828234770444,0.223137293785518,0.101465947276125,0.247322889515362,-2.40564282768803,5.76917475564868,"exoc3l2a","GO:0034629","iVEC"
"GO_Biological_Process_2018","ceramide biosynthetic process (GO:0046513)","1 out of 21",0.0999600954786144,0.223137293785518,0.111038950934646,0.247322889515362,-2.50010725604343,5.75770755359437,"degs1","GO:0046513","iVEC"
"GO_Biological_Process_2018","carboxylic acid transport (GO:0046942)","1 out of 23",0.108947630914713,0.230865217890702,0.120511904433543,0.255370464156793,-2.56636851541902,5.68935146924831,"slc16a9b","GO:0046942","iVEC"
"GO_Biological_Process_2018","phosphatidylinositol-mediated signaling (GO:0048015)","1 out of 19",0.0908828234770444,0.223137293785518,0.101465947276125,0.247322889515362,-2.31876989073353,5.56083744594563,"pik3c3","GO:0048015","iVEC"
"GO_Biological_Process_2018","chloride ion homeostasis (GO:0055064)","1 out of 17",0.0817149280748535,0.223137293785518,0.0917918576962091,0.247322889515362,-2.20503522390239,5.52255167818783,"slc12a7b","GO:0055064","iVEC"
"GO_Biological_Process_2018","negative regulation of cell death (GO:0060548)","1 out of 21",0.0999600954786144,0.223137293785518,0.111038950934646,0.247322889515362,-2.36468857298273,5.44584046370386,"grinab","GO:0060548","iVEC"
"GO_Biological_Process_2018","cellular response to peptide hormone stimulus (GO:0071375)","1 out of 22",0.104465025180486,0.223137293785518,0.115787869623297,0.247322889515362,-2.3705264345076,5.3547891580142,"pkma","GO:0071375","iVEC"
"GO_Biological_Process_2018","response to yeast (GO:0001878)","1 out of 25",0.117846308041781,0.23837094126633,0.129885833132085,0.262723617017171,-2.48504396518037,5.31395334857085,"cebpb","GO:0001878","iVEC"
"GO_Biological_Process_2018","blood vessel endothelial cell migration (GO:0043534)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.25276331036046,5.29249267092868,"plekhg5a","GO:0043534","iVEC"
"GO_Biological_Process_2018","posterior lateral line neuromast primordium migration (GO:0048920)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.24184119844024,5.26683298576648,"cxcl12a","GO:0048920","iVEC"
"GO_Biological_Process_2018","pyruvate metabolic process (GO:0006090)","1 out of 22",0.104465025180486,0.223137293785518,0.115787869623297,0.247322889515362,-2.33013235396681,5.2635428502831,"pkma","GO:0006090","iVEC"
"GO_Biological_Process_2018","gliogenesis (GO:0042063)","1 out of 18",0.0863102594698155,0.223137293785518,0.0966416033721702,0.247322889515362,-2.13673552872806,5.23458924196989,"snx5","GO:0042063","iVEC"
"GO_Biological_Process_2018","camera-type eye morphogenesis (GO:0048593)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.19016416930582,5.14542640182068,"pim1","GO:0048593","iVEC"
"GO_Biological_Process_2018","neuromast primordium migration (GO:0048883)","1 out of 21",0.0999600954786144,0.223137293785518,0.111038950934646,0.247322889515362,-2.22271851772321,5.11888566703424,"cxcl12a","GO:0048883","iVEC"
"GO_Biological_Process_2018","Notch signaling pathway (GO:0007219)","2 out of 56",0.0319996422341273,0.223137293785518,0.0380993052635397,0.247322889515362,-1.48555202790911,5.11331547322737,"snx5;plvapb","GO:0007219","iVEC"
"GO_Biological_Process_2018","positive regulation of T cell activation (GO:0050870)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-1.78357418002874,5.0663538388873,"il6st","GO:0050870","iVEC"
"GO_Biological_Process_2018","endothelial cell migration (GO:0043542)","1 out of 17",0.0817149280748535,0.223137293785518,0.0917918576962091,0.247322889515362,-2.0198397859455,5.05872626370237,"plekhg5a","GO:0043542","iVEC"
"GO_Biological_Process_2018","T cell activation (GO:0042110)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.14060719228268,5.02900052765887,"hspd1","GO:0042110","iVEC"
"GO_Biological_Process_2018","positive regulation of vasculature development (GO:1904018)","1 out of 24",0.113408022207651,0.23837094126633,0.125211183199492,0.262723617017171,-2.2930605190249,4.99144963307291,"stab2","GO:1904018","iVEC"
"GO_Biological_Process_2018","chemical homeostasis (GO:0048878)","1 out of 27",0.126656996595065,0.246372585285562,0.139161752089467,0.270315448669954,-2.3670581569246,4.8909875555014,"abhd4","GO:0048878","iVEC"
"GO_Biological_Process_2018","negative regulation of cell migration (GO:0030336)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.07577895496936,4.87669736768106,"cxcl12a","GO:0030336","iVEC"
"GO_Biological_Process_2018","carbohydrate catabolic process (GO:0016052)","1 out of 20",0.0954327317697484,0.223137293785518,0.106265019864752,0.247322889515362,-2.05732962788245,4.83335374256874,"pkma","GO:0016052","iVEC"
"GO_Biological_Process_2018","regulation of extent of cell growth (GO:0061387)","1 out of 12",0.0583928138092954,0.223137293785518,0.0671574905444382,0.247322889515362,-1.69624682859392,4.81829504372438,"cxcl12a","GO:0061387","iVEC"
"GO_Biological_Process_2018","monovalent inorganic cation homeostasis (GO:0055067)","1 out of 21",0.0999600954786144,0.223137293785518,0.111038950934646,0.247322889515362,-2.08913894496698,4.81125401914982,"slc12a7b","GO:0055067","iVEC"
"GO_Biological_Process_2018","apoptotic process (GO:0006915)","2 out of 57",0.0330571511041984,0.223137293785518,0.0393040997315476,0.247322889515362,-1.40872655517378,4.80307765070992,"hif1al;hspd1","GO:0006915","iVEC"
"GO_Biological_Process_2018","negative regulation of neuron death (GO:1901215)","1 out of 22",0.104465025180486,0.223137293785518,0.115787869623297,0.247322889515362,-2.12059946973978,4.79022839979929,"grinab","GO:1901215","iVEC"
"GO_Biological_Process_2018","determination of ventral identity (GO:0048264)","1 out of 22",0.104465025180486,0.223137293785518,0.115787869623297,0.247322889515362,-2.09275963287027,4.72734091014313,"bmp1a","GO:0048264","iVEC"
"GO_Biological_Process_2018","epithelium regeneration (GO:1990399)","1 out of 16",0.0770967170965657,0.223137293785518,0.08691657913419,0.247322889515362,-1.81823776422881,4.6595880619595,"hbegfa","GO:1990399","iVEC"
"GO_Biological_Process_2018","establishment of protein localization to mitochondrion (GO:0072655)","1 out of 22",0.104465025180486,0.223137293785518,0.115787869623297,0.247322889515362,-2.06168600438106,4.65714859905475,"hspd1","GO:0072655","iVEC"
"GO_Biological_Process_2018","regulation of cell proliferation (GO:0042127)","4 out of 189",0.0149938383415434,0.223137293785518,0.019200777697903,0.247322889515362,-1.09414780834988,4.595547650022,"cxcl12a;igfbp1a;hbegfa;il6st","GO:0042127","iVEC"
"GO_Biological_Process_2018","vacuolar transport (GO:0007034)","1 out of 25",0.117846308041781,0.23837094126633,0.129885833132085,0.262723617017171,-2.11194095363565,4.51611957768381,"chmp2bb","GO:0007034","iVEC"
"GO_Biological_Process_2018","cellular protein modification process (GO:0006464)","4 out of 183",0.0134646332982406,0.223137293785518,0.0173025373881633,0.247322889515362,-1.01571046077408,4.37536456250039,"mgat1a;pik3c3;pgp;sik1","GO:0006464","iVEC"
"GO_Biological_Process_2018","epithelial cilium movement (GO:0003351)","1 out of 27",0.126656996595065,0.246372585285562,0.139161752089467,0.270315448669954,-2.10518692377727,4.34989018587383,"mcamb","GO:0003351","iVEC"
"GO_Biological_Process_2018","glycolipid biosynthetic process (GO:0009247)","1 out of 22",0.104465025180486,0.223137293785518,0.115787869623297,0.247322889515362,-1.88887988515646,4.26679634641067,"st3gal5","GO:0009247","iVEC"
"GO_Biological_Process_2018","lymphocyte chemotaxis (GO:0048247)","1 out of 25",0.117846308041781,0.23837094126633,0.129885833132085,0.262723617017171,-1.92895231243375,4.12482142912381,"cxcl20","GO:0048247","iVEC"
"GO_Biological_Process_2018","cellular response to transforming growth factor beta stimulus (GO:0071560)","1 out of 28",0.131029614646254,0.246372585285562,0.143763272326342,0.270315448669954,-1.94661560280756,3.95616901646148,"acvr2aa","GO:0071560","iVEC"
