"cat","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes","GOTerm","cluster"
"GO_Biological_Process_AutoRIF","hematopoietic_stem_cell_migration_(GO:0035701)","1 out of 44",0.198114841084111,0.486450229057855,0.271870861783849,0.703068527352008,-1.95349392697953,3.1625277491278,"cxcl12a","GO:0035701","iVEC"
"GO_Biological_Process_AutoRIF","melanocyte_migration_(GO:0097324)","1 out of 52",0.229708230974901,0.495904411996357,0.311990652760233,0.703068527352008,-2.1110408318211,3.10522566639528,"kitlga","GO:0097324","iVEC"
"GO_Biological_Process_AutoRIF","tyrosine_metabolic_process_(GO:0006570)","2 out of 118",0.117878237370411,0.426278340561201,0.204678180331055,0.690247498357126,-1.44956965062063,3.09932932592488,"pik3c3;tfec","GO:0006570","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_phosphatidylinositol_3-kinase_signaling_(GO:0014066)","1 out of 39",0.177721021731694,0.469163663537836,0.245647973280787,0.690247498357126,-1.78463426734838,3.08302753162468,"kitlga","GO:0014066","iVEC"
"GO_Biological_Process_AutoRIF","endocardial_cell_differentiation_(GO:0060956)","1 out of 49",0.218007794962383,0.486450229057855,0.297204765418916,0.703068527352008,-2.02059599318552,3.07782124084898,"serpine1","GO:0060956","iVEC"
"GO_Biological_Process_AutoRIF","alcohol_catabolic_process_(GO:0046164)","1 out of 47",0.210109931102807,0.486450229057855,0.287175980925884,0.703068527352008,-1.96908341506219,3.07201508893932,"cyp3c1","GO:0046164","iVEC"
"GO_Biological_Process_AutoRIF","negative_regulation_of_DNA_binding_(GO:0043392)","3 out of 160",0.0462963459183359,0.318220860450171,0.104572836116323,0.631662181793545,-0.99801390387954,3.06658958071174,"cebpb;serpine1;jak1","GO:0043392","iVEC"
"GO_Biological_Process_AutoRIF","skeletal_system_morphogenesis_(GO:0048705)","2 out of 106",0.098670048920045,0.426278340561201,0.174210288420122,0.68482019237578,-1.31822323279382,3.05297051494146,"cxcl12a;socs3a","GO:0048705","iVEC"
"GO_Biological_Process_AutoRIF","inflammatory_response_(GO:0006954)","1 out of 39",0.177721021731694,0.469163663537836,0.245647973280787,0.690247498357126,-1.75632132250164,3.03411577975434,"pik3c3","GO:0006954","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_muscle_system_process_(GO:0090257)","1 out of 41",0.185939445248273,0.469163663537836,0.256245726814853,0.690247498357126,-1.79894893800283,3.02643336105672,"cxcl12a","GO:0090257","iVEC"
"GO_Biological_Process_AutoRIF","endosomal_transport_(GO:0016197)","1 out of 38",0.173581061118871,0.469163663537836,0.240294064450451,0.690247498357126,-1.7188850131877,3.00995772834768,"snx5","GO:0016197","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_MAPK_cascade_(GO:0043408)","2 out of 110",0.104968410621498,0.426278340561201,0.184282425613636,0.68536918312722,-1.31441934829085,2.96282716569338,"kitlga;ptpn11b","GO:0043408","iVEC"
"GO_Biological_Process_AutoRIF","actin_polymerization_or_depolymerization_(GO:0008154)","1 out of 40",0.181840449510064,0.469163663537836,0.250965112096358,0.690247498357126,-1.7328797404067,2.9539112147553,"cxcl12a","GO:0008154","iVEC"
"GO_Biological_Process_AutoRIF","metal_ion_homeostasis_(GO:0055065)","1 out of 38",0.173581061118871,0.469163663537836,0.240294064450451,0.690247498357126,-1.6827030180535,2.94659905394789,"tpte","GO:0055065","iVEC"
"GO_Biological_Process_AutoRIF","digestive_tract_morphogenesis_(GO:0048546)","3 out of 181",0.0623995804821139,0.355999984933487,0.136661918509553,0.667746328122575,-1.04455524806079,2.89780174999872,"cxcl12a;pik3c3;cyp3c1","GO:0048546","iVEC"
"GO_Biological_Process_AutoRIF","epithelial_to_mesenchymal_transition_(GO:0001837)","1 out of 55",0.241235325757506,0.503851855005752,0.326473276920791,0.703068527352008,-2.03198250918481,2.88944329707412,"cxcl12a","GO:0001837","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_vascular_endothelial_growth_factor_signaling_pathway_(GO:1900746)","2 out of 122",0.124476705710944,0.426278340561201,0.214978034721306,0.690247498357126,-1.37573603614711,2.86653407146297,"cxcl12a;mcamb","GO:1900746","iVEC"
"GO_Biological_Process_AutoRIF","optic_nerve_development_(GO:0021554)","3 out of 173",0.0559907893503029,0.341658081953889,0.124050493828431,0.647679294088036,-0.983195526047122,2.83412803748361,"cxcl12a;aco2;hbegfa","GO:0021554","iVEC"
"GO_Biological_Process_AutoRIF","icosanoid_metabolic_process_(GO:0006690)","1 out of 45",0.202133107051429,0.486450229057855,0.277007807581207,0.703068527352008,-1.7725927249035,2.83407239282355,"mboat7","GO:0006690","iVEC"
"GO_Biological_Process_AutoRIF","embryonic_liver_development_(GO:1990402)","6 out of 433",0.0215730913668666,0.290249238750565,0.0822056923051555,0.631662181793545,-0.738319157174789,2.83242006647524,"cebpb;cxcl12a;socs3a;tfec;cyp3c1;igfbp1a","GO:1990402","iVEC"
"GO_Biological_Process_AutoRIF","sensory_organ_morphogenesis_(GO:0090596)","1 out of 46",0.206131437766897,0.486450229057855,0.282109435140865,0.703068527352008,-1.79072814921105,2.82799178986266,"cxcl12a","GO:0090596","iVEC"
"GO_Biological_Process_AutoRIF","B_cell_differentiation_(GO:0030183)","1 out of 53",0.233569729718692,0.500626159038631,0.31685158836254,0.703068527352008,-1.9339110200951,2.81243771020399,"jak1","GO:0030183","iVEC"
"GO_Biological_Process_AutoRIF","positive_regulation_of_reproductive_process_(GO:2000243)","1 out of 32",0.148304399832136,0.447909247977865,0.207384464557943,0.690247498357126,-1.47070476460296,2.80682292692033,"tfec","GO:2000243","iVEC"
"GO_Biological_Process_AutoRIF","protein_localization_to_membrane_(GO:0072657)","2 out of 126",0.131162566326523,0.426278340561201,0.225330968085816,0.690247498357126,-1.38068284510455,2.80460558531508,"cxcl12a;tpte","GO:0072657","iVEC"
"GO_Biological_Process_AutoRIF","inositol_metabolic_process_(GO:0006020)","1 out of 48",0.214068684538928,0.486450229057855,0.292207679887784,0.703068527352008,-1.81613480405474,2.7994961759909,"kitlga","GO:0006020","iVEC"
"GO_Biological_Process_AutoRIF","fatty_acid_oxidation_(GO:0019395)","1 out of 47",0.210109931102807,0.486450229057855,0.287175980925884,0.703068527352008,-1.76394437816439,2.75197267130481,"mboat7","GO:0019395","iVEC"
"GO_Biological_Process_AutoRIF","activation_of_GTPase_activity_(GO:0090630)","1 out of 48",0.214068684538928,0.486450229057855,0.292207679887784,0.703068527352008,-1.76071847889113,2.71407421830547,"cxcl12a","GO:0090630","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_cell_motility_(GO:2000145)","2 out of 126",0.131162566326523,0.426278340561201,0.225330968085816,0.690247498357126,-1.32935611895696,2.70034469488693,"cxcl12a;mcamb","GO:2000145","iVEC"
"GO_Biological_Process_AutoRIF","steroid_biosynthetic_process_(GO:0006694)","2 out of 123",0.126140214752755,0.426278340561201,0.21756171132976,0.690247498357126,-1.30206022324934,2.69573493405643,"abca1a;cyp3c1","GO:0006694","iVEC"
"GO_Biological_Process_AutoRIF","cell_chemotaxis_(GO:0060326)","1 out of 47",0.210109931102807,0.486450229057855,0.287175980925884,0.703068527352008,-1.7197740096594,2.68306140147572,"cxcl12a","GO:0060326","iVEC"
"GO_Biological_Process_AutoRIF","vascular_endothelial_growth_factor_signaling_pathway_(GO:0038084)","3 out of 193",0.0726212986110426,0.371175526234218,0.156381554670297,0.667972640663127,-1.00525276821354,2.63627239992153,"cxcl12a;abca1a;mcamb","GO:0038084","iVEC"
"GO_Biological_Process_AutoRIF","protein_hydroxylation_(GO:0018126)","1 out of 28",0.131029614646254,0.426278340561201,0.184677354916268,0.68536918312722,-1.29300975160387,2.62782498501503,"cyp3c1","GO:0018126","iVEC"
"GO_Biological_Process_AutoRIF","steroid_metabolic_process_(GO:0008202)","2 out of 125",0.129483238441031,0.426278340561201,0.222738342163376,0.690247498357126,-1.27814818639248,2.61279542957179,"abca1a;cyp3c1","GO:0008202","iVEC"
"GO_Biological_Process_AutoRIF","calcium-mediated_signaling_(GO:0019722)","2 out of 105",0.0971129051769926,0.426278340561201,0.171707468343975,0.68482019237578,-1.1135896555479,2.59675856677456,"igfbp1a;jak1","GO:0019722","iVEC"
"GO_Biological_Process_AutoRIF","prostanoid_biosynthetic_process_(GO:0046457)","1 out of 35",0.161036966663245,0.465217903693819,0.224009234279186,0.690247498357126,-1.41425171761896,2.58259523283547,"mboat7","GO:0046457","iVEC"
"GO_Biological_Process_AutoRIF","skeletal_muscle_contraction_(GO:0003009)","1 out of 41",0.185939445248273,0.469163663537836,0.256245726814853,0.690247498357126,-1.52552000124872,2.56643450361855,"tpte","GO:0003009","iVEC"
"GO_Biological_Process_AutoRIF","pigment_cell_development_(GO:0070285)","4 out of 254",0.0386891450225816,0.313041673518443,0.104258667804983,0.631662181793545,-0.787694095713561,2.56173575166647,"cxcl12a;kitlga;tfec;st3gal5","GO:0070285","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_cAMP_biosynthetic_process_(GO:0030817)","2 out of 107",0.100234278878073,0.426278340561201,0.17671939598725,0.68536918312722,-1.10946246182907,2.55203552961949,"cxcl12a;kitlga","GO:0030817","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_endocytosis_(GO:0030100)","2 out of 117",0.116242995083779,0.426278340561201,0.20211279218857,0.690247498357126,-1.18566084016157,2.55162808093819,"cebpb;pik3c3","GO:0030100","iVEC"
"GO_Biological_Process_AutoRIF","protein_localization_to_plasma_membrane_(GO:0072659)","2 out of 130",0.137929842456453,0.436412940682322,0.235726472420289,0.690247498357126,-1.27843851074477,2.53259961619817,"cxcl12a;tpte","GO:0072659","iVEC"
"GO_Biological_Process_AutoRIF","neutral_amino_acid_transport_(GO:0015804)","1 out of 39",0.177721021731694,0.469163663537836,0.245647973280787,0.690247498357126,-1.46436520256673,2.5297498308011,"cxcl12a","GO:0015804","iVEC"
"GO_Biological_Process_AutoRIF","epithelial_tube_morphogenesis_(GO:0060562)","1 out of 48",0.214068684538928,0.486450229057855,0.292207679887784,0.703068527352008,-1.63077777958305,2.51377604109617,"pik3c3","GO:0060562","iVEC"
"GO_Biological_Process_AutoRIF","cyclic_nucleotide_biosynthetic_process_(GO:0009190)","2 out of 111",0.106559914379139,0.426278340561201,0.186814677006249,0.68536918312722,-1.11307518896718,2.4922286373396,"kitlga;pde4ba","GO:0009190","iVEC"
"GO_Biological_Process_AutoRIF","pronephros_morphogenesis_(GO:0072114)","2 out of 127",0.132846981724647,0.429418892277507,0.2279262521846,0.690247498357126,-1.22928284368193,2.48137789040261,"ponzr1;slc20a1b","GO:0072114","iVEC"
"GO_Biological_Process_AutoRIF","cyclic_nucleotide_metabolic_process_(GO:0009187)","2 out of 111",0.106559914379139,0.426278340561201,0.186814677006249,0.68536918312722,-1.1063143505263,2.47709079639066,"kitlga;pde4ba","GO:0009187","iVEC"
"GO_Biological_Process_AutoRIF","leukocyte_differentiation_(GO:0002521)","1 out of 59",0.256339532603895,0.503851855005752,0.345322156119644,0.703068527352008,-1.77049559540435,2.4100914032675,"cxcl12a","GO:0002521","iVEC"
"GO_Biological_Process_AutoRIF","neutrophil_differentiation_(GO:0030223)","1 out of 61",0.263779624556096,0.503851855005752,0.354552856280432,0.704111723666366,-1.80611489314268,2.40690326285769,"cxcl12a","GO:0030223","iVEC"
"GO_Biological_Process_AutoRIF","peptidyl-serine_phosphorylation_(GO:0018105)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.72611272131295,2.40103210370969,"jak1","GO:0018105","iVEC"
"GO_Biological_Process_AutoRIF","growth_hormone_receptor_signaling_pathway_(GO:0060396)","1 out of 54",0.237412063251333,0.503851855005752,0.321679054945527,0.703068527352008,-1.65751622890672,2.3834386950737,"cxcl12a","GO:0060396","iVEC"
"GO_Biological_Process_AutoRIF","negative_regulation_of_immune_system_process_(GO:0002683)","1 out of 53",0.233569729718692,0.500626159038631,0.31685158836254,0.703068527352008,-1.62605665982743,2.36473292799279,"cebpb","GO:0002683","iVEC"
"GO_Biological_Process_AutoRIF","neural_crest_cell_fate_specification_(GO:0014036)","1 out of 54",0.237412063251333,0.503851855005752,0.321679054945527,0.703068527352008,-1.62383072545093,2.3350003564322,"tfec","GO:0014036","iVEC"
"GO_Biological_Process_AutoRIF","embryonic_skeletal_system_development_(GO:0048706)","2 out of 119",0.119519326948635,0.426278340561201,0.207247573270611,0.690247498357126,-1.09776007287706,2.33194668169795,"cxcl12a;socs3a","GO:0048706","iVEC"
"GO_Biological_Process_AutoRIF","dorsal_aorta_morphogenesis_(GO:0035912)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.71856692772781,2.31458128114932,"tfec","GO:0035912","iVEC"
"GO_Biological_Process_AutoRIF","gluconeogenesis_(GO:0006094)","1 out of 59",0.256339532603895,0.503851855005752,0.345322156119644,0.703068527352008,-1.70012946881187,2.3143053435778,"socs3a","GO:0006094","iVEC"
"GO_Biological_Process_AutoRIF","cytosolic_transport_(GO:0016482)","1 out of 47",0.210109931102807,0.486450229057855,0.287175980925884,0.703068527352008,-1.47484904230285,2.30094798280496,"tpte","GO:0016482","iVEC"
"GO_Biological_Process_AutoRIF","cAMP_biosynthetic_process_(GO:0006171)","2 out of 122",0.124476705710944,0.426278340561201,0.214978034721306,0.690247498357126,-1.10338721420254,2.2990580754039,"kitlga;hbegfa","GO:0006171","iVEC"
"GO_Biological_Process_AutoRIF","cAMP_metabolic_process_(GO:0046058)","2 out of 122",0.124476705710944,0.426278340561201,0.214978034721306,0.690247498357126,-1.10286741592379,2.29797500464239,"kitlga;hbegfa","GO:0046058","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_vesicle_fusion_(GO:0031338)","1 out of 49",0.218007794962383,0.486450229057855,0.297204765418916,0.703068527352008,-1.50776987204751,2.29667194934098,"anxa1a","GO:0031338","iVEC"
"GO_Biological_Process_AutoRIF","epithelial_cell_migration_(GO:0010631)","2 out of 133",0.143055245207398,0.447890244157193,0.243545006589642,0.690247498357126,-1.17700810292237,2.28872096713466,"cxcl12a;mcamb","GO:0010631","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_calcium_ion_transport_(GO:0051924)","1 out of 49",0.218007794962383,0.486450229057855,0.297204765418916,0.703068527352008,-1.49667719942132,2.27977531906862,"cxcl12a","GO:0051924","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_phosphatase_activity_(GO:0010921)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.63873480757449,2.27948895449888,"tpte","GO:0010921","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_gene_silencing_by_miRNA_(GO:0060964)","1 out of 63",0.271146017700413,0.506704120577647,0.363656698447875,0.706060732700746,-1.73207418078431,2.26052618979853,"cxcl12a","GO:0060964","iVEC"
"GO_Biological_Process_AutoRIF","endocrine_system_development_(GO:0035270)","4 out of 296",0.061292485283891,0.355999984933487,0.155780890431948,0.667972640663127,-0.808190463223918,2.25654700243416,"cxcl12a;socs3a;kitlga;pim1","GO:0035270","iVEC"
"GO_Biological_Process_AutoRIF","negative_regulation_of_cell_motility_(GO:2000146)","1 out of 61",0.263779624556096,0.503851855005752,0.354552856280432,0.704111723666366,-1.65979176437207,2.21190702125275,"jak1","GO:2000146","iVEC"
"GO_Biological_Process_AutoRIF","response_to_ionizing_radiation_(GO:0010212)","1 out of 58",0.252591621754973,0.503851855005752,0.340658697509916,0.703068527352008,-1.60646412813515,2.21046449926914,"cxcl12a","GO:0010212","iVEC"
"GO_Biological_Process_AutoRIF","brain_development_(GO:0007420)","2 out of 123",0.126140214752755,0.426278340561201,0.21756171132976,0.690247498357126,-1.06425489817063,2.2033920217451,"degs1;pim1","GO:0007420","iVEC"
"GO_Biological_Process_AutoRIF","prostaglandin_biosynthetic_process_(GO:0001516)","1 out of 41",0.185939445248273,0.469163663537836,0.256245726814853,0.690247498357126,-1.30433744524737,2.19433152046806,"mboat7","GO:0001516","iVEC"
"GO_Biological_Process_AutoRIF","prostaglandin_metabolic_process_(GO:0006693)","1 out of 41",0.185939445248273,0.469163663537836,0.256245726814853,0.690247498357126,-1.29593619491324,2.18019780952792,"mboat7","GO:0006693","iVEC"
"GO_Biological_Process_AutoRIF","epithelial_tube_formation_(GO:0072175)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.61818798212501,2.17939002105628,"pik3c3","GO:0072175","iVEC"
"GO_Biological_Process_AutoRIF","sphingolipid_metabolic_process_(GO:0006665)","1 out of 51",0.225827472418679,0.491072103659528,0.307096022235224,0.703068527352008,-1.45813863282113,2.16968690820924,"st3gal5","GO:0006665","iVEC"
"GO_Biological_Process_AutoRIF","sphingolipid_biosynthetic_process_(GO:0030148)","1 out of 51",0.225827472418679,0.491072103659528,0.307096022235224,0.703068527352008,-1.4570286350829,2.16803524937064,"st3gal5","GO:0030148","iVEC"
"GO_Biological_Process_AutoRIF","toll-like_receptor_signaling_pathway_(GO:0002224)","1 out of 48",0.214068684538928,0.486450229057855,0.292207679887784,0.703068527352008,-1.39683072869922,2.15315640379203,"cebpb","GO:0002224","iVEC"
"GO_Biological_Process_AutoRIF","cellular_response_to_metal_ion_(GO:0071248)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.58026184245684,2.12831075755721,"cyp3c1","GO:0071248","iVEC"
"GO_Biological_Process_AutoRIF","endothelial_cell_migration_(GO:0043542)","3 out of 217",0.0951229271638626,0.425886370136639,0.198270809872722,0.690247498357126,-0.902191142437582,2.1224815777116,"cxcl12a;abca1a;mcamb","GO:0043542","iVEC"
"GO_Biological_Process_AutoRIF","cardiac_muscle_cell_differentiation_(GO:0055007)","2 out of 136",0.148220823774211,0.447909247977865,0.251377821331982,0.690247498357126,-1.10761836987525,2.11450113590332,"serpine1;cxcl12a","GO:0055007","iVEC"
"GO_Biological_Process_AutoRIF","epithelial_cell_differentiation_(GO:0030855)","3 out of 193",0.0726212986110426,0.371175526234218,0.156381554670297,0.667972640663127,-0.783332937299315,2.05428830225611,"serpine1;socs3a;tfec","GO:0030855","iVEC"
"GO_Biological_Process_AutoRIF","muscle_fiber_development_(GO:0048747)","1 out of 64",0.274801803344297,0.510346206210838,0.368161579320023,0.707911975670011,-1.58395935091771,2.04600846089806,"cxcl12a","GO:0048747","iVEC"
"GO_Biological_Process_AutoRIF","bone_morphogenesis_(GO:0060349)","3 out of 214",0.0921678957308947,0.417548497326326,0.192879894856455,0.690247498357126,-0.854689072472667,2.03770132105182,"cxcl12a;socs3a;tfec","GO:0060349","iVEC"
"GO_Biological_Process_AutoRIF","neuron_projection_development_(GO:0031175)","1 out of 65",0.278439434762928,0.512328559963787,0.372635380779367,0.711935967112017,-1.58581807167119,2.02755516901628,"cxcl12a","GO:0031175","iVEC"
"GO_Biological_Process_AutoRIF","adenosine_metabolic_process_(GO:0046085)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.45438149751478,2.0230525060485,"serpine1","GO:0046085","iVEC"
"GO_Biological_Process_AutoRIF","translation_(GO:0006412)","1 out of 49",0.218007794962383,0.486450229057855,0.297204765418916,0.703068527352008,-1.32178840607367,2.01338043123989,"degs1","GO:0006412","iVEC"
"GO_Biological_Process_AutoRIF","intracellular_lipid_transport_(GO:0032365)","1 out of 58",0.252591621754973,0.503851855005752,0.340658697509916,0.703068527352008,-1.44614488843935,1.98986823341366,"tpte","GO:0032365","iVEC"
"GO_Biological_Process_AutoRIF","embryo_development_ending_in_birth_or_egg_hatching_(GO:0009792)","1 out of 62",0.267471988154518,0.503851855005752,0.359120527956926,0.704111723666366,-1.50890426451276,1.98985306662267,"ctsla","GO:0009792","iVEC"
"GO_Biological_Process_AutoRIF","glial_cell_differentiation_(GO:0010001)","3 out of 204",0.0826059855575411,0.398374027124271,0.175213193032599,0.68482019237578,-0.796903639731903,1.98721719894078,"cxcl12a;hbegfa;jak1","GO:0010001","iVEC"
"GO_Biological_Process_AutoRIF","pronephric_glomerulus_development_(GO:0039021)","1 out of 46",0.206131437766897,0.486450229057855,0.282109435140865,0.703068527352008,-1.25663388308749,1.98452808473489,"ponzr1","GO:0039021","iVEC"
"GO_Biological_Process_AutoRIF","mesodermal_cell_migration_(GO:0008078)","1 out of 66",0.282059001171128,0.514241715549801,0.377078311621577,0.713584906169945,-1.55825812748733,1.97219226743549,"cxcl12a","GO:0008078","iVEC"
"GO_Biological_Process_AutoRIF","glutamine_metabolic_process_(GO:0006541)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.38720003008419,1.9296027225648,"socs3a","GO:0006541","iVEC"
"GO_Biological_Process_AutoRIF","glutamine_catabolic_process_(GO:0006543)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.38711566661643,1.9294853725262,"socs3a","GO:0006543","iVEC"
"GO_Biological_Process_AutoRIF","lung_development_(GO:0030324)","1 out of 69",0.292810196433262,0.521363169493425,0.390223948192329,0.721360579350659,-1.55834284026068,1.91400447641996,"cxcl12a","GO:0030324","iVEC"
"GO_Biological_Process_AutoRIF","muscle_tissue_development_(GO:0060537)","3 out of 223",0.10114862925349,0.426278340561201,0.209166949971343,0.690247498357126,-0.833463630903061,1.90960208903723,"serpine1;cxcl12a;pik3c3","GO:0060537","iVEC"
"GO_Biological_Process_AutoRIF","signal_transduction_in_response_to_DNA_damage_(GO:0042770)","1 out of 59",0.256339532603895,0.503851855005752,0.345322156119644,0.703068527352008,-1.39013517157263,1.89232485812643,"cxcl12a","GO:0042770","iVEC"
"GO_Biological_Process_AutoRIF","inner_ear_receptor_cell_development_(GO:0060119)","1 out of 66",0.282059001171128,0.514241715549801,0.377078311621577,0.713584906169945,-1.49228116804552,1.88868925407412,"cxcl12a","GO:0060119","iVEC"
"GO_Biological_Process_AutoRIF","somite_development_(GO:0061053)","3 out of 201",0.0798262930646551,0.391279698792326,0.170011190991233,0.68482019237578,-0.745648521291385,1.88492664310949,"cxcl12a;kitlga;igfbp1a","GO:0061053","iVEC"
"GO_Biological_Process_AutoRIF","action_potential_(GO:0001508)","1 out of 67",0.285660591396557,0.517651617136791,0.381490579301531,0.719657307325916,-1.4975930426094,1.87641057493477,"cxcl12a","GO:0001508","iVEC"
"GO_Biological_Process_AutoRIF","metal_ion_transport_(GO:0030001)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.38578925539673,1.86639334110771,"tpte","GO:0030001","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_protein_metabolic_process_(GO:0051246)","3 out of 236",0.114711124224776,0.426278340561201,0.233238086984095,0.690247498357126,-0.860887628219601,1.8641129311303,"cxcl12a;pik3c3;tfec","GO:0051246","iVEC"
"GO_Biological_Process_AutoRIF","carbohydrate_homeostasis_(GO:0033500)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.38166524819782,1.86083909139423,"cxcl12a","GO:0033500","iVEC"
"GO_Biological_Process_AutoRIF","leucine_metabolic_process_(GO:0006551)","2 out of 142",0.158663341845811,0.465217903693819,0.267070914155545,0.703068527352008,-1.00893697279196,1.85742337316588,"tfec;plekhg5a","GO:0006551","iVEC"
"GO_Biological_Process_AutoRIF","protein_polymerization_(GO:0051258)","1 out of 46",0.206131437766897,0.486450229057855,0.282109435140865,0.703068527352008,-1.17238419930864,1.85147750744315,"cxcl12a","GO:0051258","iVEC"
"GO_Biological_Process_AutoRIF","muscle_contraction_(GO:0006936)","1 out of 61",0.263779624556096,0.503851855005752,0.354552856280432,0.704111723666366,-1.37715742337419,1.83525683131952,"socs3a","GO:0006936","iVEC"
"GO_Biological_Process_AutoRIF","cellular_response_to_retinoic_acid_(GO:0071300)","1 out of 72",0.303401978233632,0.521363169493425,0.403099136486839,0.721360579350659,-1.53586215891241,1.8318177161072,"cxcl12a","GO:0071300","iVEC"
"GO_Biological_Process_AutoRIF","regulation_of_protein_catabolic_process_(GO:0042176)","3 out of 239",0.117935049476766,0.426278340561201,0.238871453814695,0.690247498357126,-0.84583605793671,1.80807711811501,"cxcl12a;pik3c3;tfec","GO:0042176","iVEC"
"GO_Biological_Process_AutoRIF","lateral_line_system_development_(GO:0048925)","2 out of 142",0.158663341845811,0.465217903693819,0.267070914155545,0.703068527352008,-0.980094119523413,1.80432452630576,"cxcl12a;socs3a","GO:0048925","iVEC"
"GO_Biological_Process_AutoRIF","positive_regulation_of_epithelial_cell_proliferation_(GO:0050679)","1 out of 47",0.210109931102807,0.486450229057855,0.287175980925884,0.703068527352008,-1.15552856373398,1.80276831155933,"cxcl12a","GO:0050679","iVEC"
"GO_Biological_Process_AutoRIF","non-canonical_Wnt_signaling_pathway_(GO:0035567)","1 out of 71",0.299888951770244,0.521363169493425,0.398837120066902,0.721360579350659,-1.47057403343807,1.77107559259095,"mcamb","GO:0035567","iVEC"
"GO_Biological_Process_AutoRIF","ncRNA_processing_(GO:0034470)","1 out of 68",0.289244293842908,0.520988216018251,0.385872389906239,0.721351418353255,-1.41331590444138,1.7531952583546,"slc20a2","GO:0034470","iVEC"
"GO_Biological_Process_AutoRIF","autonomic_nervous_system_development_(GO:0048483)","1 out of 81",0.334244074985702,0.531254373208941,0.440155690037922,0.721360579350659,-1.5837449493232,1.735600416591,"cxcl12a","GO:0048483","iVEC"
"GO_Biological_Process_AutoRIF","tRNA_metabolic_process_(GO:0006399)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.2401714140959,1.72508512484768,"cd63","GO:0006399","iVEC"
"GO_Biological_Process_AutoRIF","negative_regulation_of_intracellular_signal_transduction_(GO:1902532)","1 out of 71",0.299888951770244,0.521363169493425,0.398837120066902,0.721360579350659,-1.41869772484153,1.70859872172288,"serpine1","GO:1902532","iVEC"
"GO_Biological_Process_AutoRIF","phosphatidylinositol_3-kinase_signaling_(GO:0014065)","1 out of 62",0.267471988154518,0.503851855005752,0.359120527956926,0.704111723666366,-1.2874111154194,1.69776109476941,"kitlga","GO:0014065","iVEC"
"GO_Biological_Process_AutoRIF","phosphorylation_(GO:0016310)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.21889855453159,1.69549446247612,"jak1","GO:0016310","iVEC"
"GO_Biological_Process_AutoRIF","triglyceride_biosynthetic_process_(GO:0019432)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.24310851303917,1.67422964348674,"cyp3c1","GO:0019432","iVEC"
"GO_Biological_Process_AutoRIF","tRNA_catabolic_process_(GO:0016078)","1 out of 57",0.248825011987369,0.503851855005752,0.335962877424594,0.703068527352008,-1.19477636530676,1.66194036718127,"cd63","GO:0016078","iVEC"
"GO_Biological_Process_AutoRIF","cellular_response_to_acid_chemical_(GO:0071229)","1 out of 72",0.303401978233632,0.521363169493425,0.403099136486839,0.721360579350659,-1.3912376055757,1.65932448977895,"cyp3c1","GO:0071229","iVEC"
"GO_Biological_Process_AutoRIF","triglyceride_metabolic_process_(GO:0006641)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.23194372197205,1.6591928032014,"cyp3c1","GO:0006641","iVEC"
"GO_Biological_Process_AutoRIF","gene_silencing_by_miRNA_(GO:0035195)","1 out of 77",0.320707036349595,0.529786761704579,0.423971461921693,0.721360579350659,-1.4586765020248,1.65884664067359,"cxcl12a","GO:0035195","iVEC"
"GO_Biological_Process_AutoRIF","triglyceride_catabolic_process_(GO:0019433)","1 out of 60",0.26006883637473,0.503851855005752,0.349953470461972,0.703068527352008,-1.22520489986943,1.65011689743128,"cyp3c1","GO:0019433","iVEC"
